Element 1: (2, (10, 7), ['.', '.', 'F', '.'], [(2, 4), (4, 1), (11, 10)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'North', (10, 8))
Element 2: (2, (10, 8), ['.', '', '%', '%'], [(3, 4), (5, 1), (12, 10)], [False, False, True, True], 96, False, [True, False, False, False], 1048, 'West', (9, 8))
Element 3: (2, (9, 8), ['.', '.', '%', ''], [(3, 5), (6, 1), (13, 10)], [False, False, True, False], 94, False, [True, True, False, False], 1087, 'South', (9, 7))
Element 4: (2, (9, 7), ['%', '.', '', ''], [(4, 5), (7, 1), (14, 10)], [True, False, False, False], 92, False, [False, True, False, False], 1126, 'South', (9, 6))
Element 5: (2, (9, 6), ['.', '.', '', '.'], [(5, 5), (8, 1), (15, 10)], [False, False, False, False], 90, False, [True, True, False, True], 1165, 'East', (10, 6))
Element 6: (2, (10, 6), ['', '.', '', '.'], [(6, 5), (7, 1), (15, 9)], [False, False, False, False], 88, False, [False, True, False, True], 1194, 'East', (11, 6))
Element 7: (2, (11, 6), ['', '.', '.', '.'], [(6, 4), (6, 1), (16, 9)], [False, False, False, False], 86, False, [False, True, True, True], 2213, 'East', (12, 6))
Element 8: (2, (12, 6), ['', '.', '.', '.'], [(6, 3), (6, 2), (17, 9)], [False, False, False, False], 84, False, [False, True, True, True], 2252, 'East', (13, 6))
Element 9: (2, (13, 6), ['', '.', '.', '.'], [(5, 3), (5, 2), (18, 9)], [False, False, False, False], 82, False, [False, True, True, True], 2291, 'East', (14, 6))
Element 10: (2, (14, 6), ['', '%', '.', '.'], [(4, 3), (4, 2), (17, 9)], [False, True, False, False], 80, False, [False, False, True, True], 2320, 'East', (15, 6))
Element 11: (2, (15, 6), ['', '%', '.', '.'], [(3, 3), (3, 2), (17, 10)], [False, True, False, False], 78, False, [False, False, True, True], 2359, 'East', (16, 6))
Element 12: (2, (16, 6), ['', '%', '.', '.'], [(2, 3), (2, 2), (17, 11)], [False, True, False, False], 76, False, [False, False, True, True], 2398, 'East', (17, 6))
Element 13: (2, (17, 6), ['', '%', '.', '%'], [(3, 3), (2, 1), (18, 11)], [False, True, False, True], 74, False, [False, False, True, False], 2427, 'North', (17, 7))
Element 14: (2, (17, 7), ['.', '', '%', '.'], [(4, 3), (1, 1), (17, 11)], [False, False, True, False], 72, False, [True, False, False, True], 2446, 'East', (18, 7))
Element 15: (2, (18, 7), ['', '%', '%', '%'], [(5, 3), (1, 2), (16, 11)], [False, True, True, True], 70, False, [False, False, False, False], 2475, 'West', (17, 7))
Element 16: (2, (17, 7), ['.', '', '%', ''], [(6, 3), (1, 1), (16, 12)], [False, False, True, False], 68, False, [True, False, False, False], 2484, 'West', (16, 7))
Element 17: (2, (16, 7), ['.', '', '%', ''], [(6, 4), (2, 1), (16, 13)], [False, False, True, False], 66, False, [True, False, False, False], 2503, 'West', (15, 7))
Element 18: (2, (15, 7), ['.', '', '%', ''], [(6, 5), (2, 2), (15, 13)], [False, False, True, False], 64, False, [True, False, False, False], 2522, 'West', (14, 7))
Element 19: (2, (14, 7), ['.', '', '.', ''], [(7, 5), (1, 2), (15, 12)], [False, False, False, False], 62, False, [True, False, True, False], 2551, 'North', (14, 8))
Element 20: (2, (14, 8), ['.', '', '.', '%'], [(8, 5), (2, 2), (14, 12)], [False, False, False, True], 60, False, [True, False, True, False], 2580, 'North', (14, 9))
Element 21: (2, (14, 9), ['.', '', '', ''], [(9, 5), (2, 3), (14, 13)], [False, False, False, False], 58, False, [True, False, False, False], 2609, 'West', (13, 9))
Element 22: (2, (13, 9), ['.', '.', '', ''], [(10, 5), (3, 3), (13, 13)], [False, False, False, False], 56, False, [True, True, False, False], 2638, 'South', (13, 8))
Element 23: (2, (13, 8), ['.', '.', '', ''], [(11, 5), (4, 3), (13, 12)], [False, False, False, False], 54, False, [True, True, False, False], 2667, 'South', (13, 7))
Element 24: (2, (13, 7), ['.', '', '', ''], [(12, 5), (5, 3), (13, 11)], [False, False, False, False], 52, False, [True, False, False, False], 2696, 'West', (12, 7))
Element 25: (2, (12, 7), ['.', '', '.', ''], [(13, 5), (6, 3), (12, 11)], [False, False, False, False], 50, False, [True, False, True, False], 2725, 'North', (12, 8))
