Element 1: (3, (13, 12), ['.', '.', '.', '.'], [(12, 5), (2, 8), (6, 8)], [False, False, False, False], 98, False, [True, True, True, True], 1019, 'East', (14, 12))
Element 2: (3, (14, 12), ['', '%', '.', '.'], [(13, 5), (3, 8), (7, 8)], [False, True, False, False], 96, False, [False, False, True, True], 1058, 'East', (15, 12))
Element 3: (3, (15, 12), ['', '%', '.', '.'], [(13, 6), (4, 8), (8, 8)], [False, True, False, False], 94, False, [False, False, True, True], 1097, 'East', (16, 12))
Element 4: (3, (16, 12), ['', '.', '.', '%'], [(14, 6), (4, 9), (9, 8)], [False, False, False, True], 92, False, [False, True, True, False], 1136, 'North', (16, 13))
Element 5: (3, (16, 13), ['.', '', '%', '%'], [(15, 6), (5, 9), (10, 8)], [False, False, True, True], 90, False, [True, False, False, False], 2165, 'West', (15, 13))
Element 6: (3, (15, 13), ['.', '', '%', ''], [(16, 6), (5, 10), (10, 7)], [False, False, True, False], 88, False, [True, False, False, False], 2204, 'West', (14, 13))
Element 7: (3, (14, 13), ['.', '', '%', ''], [(17, 6), (6, 10), (11, 7)], [False, False, True, False], 86, False, [True, False, False, False], 2243, 'West', (13, 13))
Element 8: (3, (13, 13), ['.', '', '%', ''], [(17, 7), (7, 10), (12, 7)], [False, False, True, False], 84, False, [True, False, False, False], 2282, 'West', (12, 13))
Element 9: (3, (12, 13), ['%', '.', '%', ''], [(18, 7), (8, 10), (13, 7)], [True, False, True, False], 82, False, [False, True, False, False], 2321, 'South', (12, 12))
Element 10: (3, (12, 12), ['.', '.', '', ''], [(17, 7), (8, 11), (14, 7)], [False, False, False, False], 80, False, [True, True, False, False], 3340, 'South', (12, 11))
Element 11: (3, (12, 11), ['.', '.', '', '.'], [(16, 7), (9, 11), (15, 7)], [False, False, False, False], 78, False, [True, True, False, True], 3379, 'East', (13, 11))
Element 12: (3, (13, 11), ['', '.', '', '%'], [(17, 7), (9, 12), (16, 7)], [False, False, False, True], 76, False, [False, True, False, False], 4388, 'South', (13, 10))
Element 13: (3, (13, 10), ['.', '.', '', '.'], [(17, 6), (10, 12), (17, 7)], [False, False, False, False], 74, False, [True, True, False, True], 4407, 'East', (14, 10))
Element 14: (3, (14, 10), ['', '.', '%', '.'], [(16, 6), (11, 12), (18, 7)], [False, False, True, False], 72, False, [False, True, False, True], 4426, 'East', (15, 10))
Element 15: (3, (15, 10), ['', '.', '%', '%'], [(16, 7), (11, 11), (17, 7)], [False, False, True, True], 70, False, [False, True, False, False], 4445, 'South', (15, 9))
Element 16: (3, (15, 9), ['.', '%', '', '.'], [(16, 6), (11, 10), (17, 6)], [False, True, False, False], 68, False, [True, False, False, True], 4464, 'East', (16, 9))
Element 17: (3, (16, 9), ['', '%', '%', '.'], [(15, 6), (12, 10), (16, 6)], [False, True, True, False], 66, False, [False, False, False, True], 4483, 'East', (17, 9))
Element 18: (3, (17, 9), ['', '%', '.', '.'], [(15, 7), (12, 9), (15, 6)], [False, True, False, False], 64, False, [False, False, True, True], 4502, 'East', (18, 9))
Element 19: (3, (18, 9), ['', '%', '%', '%'], [(14, 7), (13, 9), (14, 6)], [False, True, True, True], 62, False, [False, False, False, False], 4521, 'West', (17, 9))
Element 20: (3, (17, 9), ['', '%', '.', ''], [(14, 8), (14, 9), (13, 6)], [False, True, False, False], 60, False, [False, False, True, False], 4540, 'North', (17, 10))
Element 21: (3, (17, 10), ['%', '', '.', '%'], [(13, 8), (15, 9), (12, 6)], [True, False, False, True], 58, False, [False, False, True, False], 4569, 'North', (17, 11))
Element 22: (3, (17, 11), ['.', '', '%', '.'], [(12, 8), (16, 9), (11, 6)], [False, False, True, False], 56, False, [True, False, False, True], 4598, 'East', (18, 11))
Element 23: (3, (18, 11), ['', '%', '%', '%'], [(12, 9), (17, 9), (10, 6)], [False, True, True, True], 54, False, [False, False, False, False], 4617, 'West', (17, 11))
Element 24: (3, (17, 11), ['.', '', '%', ''], [(11, 9), (18, 9), (10, 5)], [False, False, True, False], 52, False, [True, False, False, False], 4636, 'West', (16, 11))
Element 25: (3, (16, 11), ['%', '%', '', ''], [(11, 10), (17, 9), (9, 5)], [True, True, False, False], 50, False, [False, False, False, False], 4655, 'East', (17, 11))
Element 26: (3, (17, 11), ['', 'G', '%', ''], [(10, 10), (17, 10), (9, 6)], [False, False, True, False], 48, False, [False, False, False, False], 4674, 'West', (16, 11))
Element 27: (3, (16, 11), ['%', '%', '', 'G'], [(10, 11), (17, 11), (9, 7)], [True, True, False, False], 46, False, [False, False, False, False], 4693, 'Stop', (16, 11))
Element 28: (3, (16, 11), ['%', '%', '', ''], [(11, 11), (18, 11), (9, 6)], [True, True, False, False], 44, False, [False, False, False, False], 4692, 'Stop', (16, 11))
Element 29: (3, (16, 11), ['%', '%', '', 'G'], [(12, 11), (17, 11), (8, 6)], [True, True, False, False], 42, False, [False, False, False, False], 4701, 'Stop', (16, 11))
Element 30: (3, (16, 11), ['%', '%', '', ''], [(13, 11), (17, 10), (8, 5)], [True, True, False, False], 40, False, [False, False, False, False], 4710, 'Stop', (16, 11))
Element 31: (3, (16, 11), ['%', '%', '', ''], [(13, 12), (17, 9), (7, 5)], [True, True, False, False], 38, False, [False, False, False, False], 4719, 'Stop', (16, 11))
Element 32: (3, (16, 11), ['%', '%', '', ''], [(14, 12), (16, 9), (7, 6)], [True, True, False, False], 36, False, [False, False, False, False], 4728, 'Stop', (16, 11))
