Element 1: (0, (18, 11), ['.', '%', '%', '%'], [(2, 3), (6, 3), (15, 10)], [False, True, True, True], 98, False, [True, False, False, False], 0, 'West', (17, 11))
Element 2: (0, (17, 11), ['.', '.', '%', ''], [(3, 3), (6, 4), (15, 9)], [False, False, True, False], 96, False, [True, True, False, False], 1029, 'South', (17, 10))
Element 3: (0, (17, 10), ['%', '.', '', '%'], [(4, 3), (6, 5), (16, 9)], [True, False, False, True], 94, False, [False, True, False, False], 1068, 'South', (17, 9))
Element 4: (0, (17, 9), ['', '%', '', '.'], [(5, 3), (7, 5), (15, 9)], [False, True, False, False], 92, False, [False, False, False, True], 1097, 'East', (18, 9))
Element 5: (0, (18, 9), ['', '%', '%', '%'], [(5, 2), (8, 5), (14, 9)], [False, True, True, True], 90, False, [False, False, False, False], 1136, 'West', (17, 9))
Element 6: (0, (17, 9), ['', '%', '', ''], [(6, 2), (9, 5), (14, 10)], [False, True, False, False], 88, False, [False, False, False, False], 1165, 'West', (16, 9))
Element 7: (0, (16, 9), ['', '%', '%', ''], [(6, 1), (10, 5), (13, 10)], [False, True, True, False], 86, False, [False, False, False, False], 1194, 'West', (15, 9))
Element 8: (0, (15, 9), ['', '%', '', ''], [(7, 1), (11, 5), (13, 11)], [False, True, False, False], 84, False, [False, False, False, False], 1223, 'North', (15, 10))
Element 9: (0, (15, 10), ['', '', '%', '%'], [(8, 1), (12, 5), (13, 12)], [False, False, True, True], 82, False, [False, False, False, False], 1252, 'West', (14, 10))
Element 10: (0, (14, 10), ['', '', '%', ''], [(7, 1), (13, 5), (14, 12)], [False, False, True, False], 80, False, [False, False, False, False], 1271, 'South', (14, 9))
Element 11: (0, (14, 9), ['.', '.', '', ''], [(6, 1), (13, 6), (15, 12)], [False, False, False, False], 78, False, [True, True, False, False], 1290, 'South', (14, 8))
Element 12: (0, (14, 8), ['.', '.', '', '%'], [(5, 1), (14, 6), (16, 12)], [False, False, False, True], 76, False, [True, True, False, False], 1329, 'South', (14, 7))
Element 13: (0, (14, 7), ['.', '', '', '.'], [(4, 1), (15, 6), (16, 13)], [False, False, False, False], 74, False, [True, False, False, True], 1368, 'East', (15, 7))
Element 14: (0, (15, 7), ['', '', '%', '.'], [(4, 2), (16, 6), (15, 13)], [False, False, True, False], 72, False, [False, False, False, True], 1407, 'East', (16, 7))
Element 15: (0, (16, 7), ['', '', '%', '.'], [(3, 2), (17, 6), (14, 13)], [False, False, True, False], 70, False, [False, False, False, True], 1446, 'East', (17, 7))
Element 16: (0, (17, 7), ['', '', '%', '.'], [(3, 1), (16, 6), (13, 13)], [False, False, True, False], 68, False, [False, False, False, True], 1475, 'East', (18, 7))
Element 17: (0, (18, 7), ['', '%', '%', '%'], [(2, 1), (15, 6), (12, 13)], [False, True, True, True], 66, False, [False, False, False, False], 1504, 'West', (17, 7))
Element 18: (0, (17, 7), ['', '', '%', ''], [(2, 2), (14, 6), (12, 12)], [False, False, True, False], 64, False, [False, False, False, False], 1523, 'South', (17, 6))
Element 19: (0, (17, 6), ['', '%', '', '%'], [(1, 2), (13, 6), (12, 11)], [False, True, False, True], 62, False, [False, False, False, False], 1542, 'West', (16, 6))
Element 20: (0, (16, 6), ['', '%', '', ''], [(1, 1), (13, 7), (12, 10)], [False, True, False, False], 60, False, [False, False, False, False], 1571, 'West', (15, 6))
Element 21: (0, (15, 6), ['', '%', '', ''], [(1, 2), (13, 8), (12, 9)], [False, True, False, False], 58, False, [False, False, False, False], 1590, 'West', (14, 6))
Element 22: (0, (14, 6), ['', '%', '', ''], [(2, 2), (13, 9), (12, 8)], [False, True, False, False], 56, False, [False, False, False, False], 1609, 'West', (13, 6))
Element 23: (0, (13, 6), ['.', '', '', ''], [(2, 1), (14, 9), (12, 7)], [False, False, False, False], 54, False, [True, False, False, False], 1618, 'West', (12, 6))
Element 24: (0, (12, 6), ['.', '', '', ''], [(1, 1), (15, 9), (11, 7)], [False, False, False, False], 52, False, [True, False, False, False], 1637, 'West', (11, 6))
Element 25: (0, (11, 6), ['.', '', '', ''], [(2, 1), (16, 9), (10, 7)], [False, False, False, False], 50, False, [True, False, False, False], 1656, 'West', (10, 6))
Element 26: (0, (10, 6), ['.', '', '', ''], [(3, 1), (17, 9), (10, 8)], [False, False, False, False], 48, False, [True, False, False, False], 2665, 'West', (9, 6))
Element 27: (0, (9, 6), ['.', '', '.', ''], [(3, 2), (18, 9), (9, 8)], [False, False, False, False], 46, False, [True, False, True, False], 2684, 'North', (9, 7))
Element 28: (0, (9, 7), ['%', '', '', ''], [(2, 2), (17, 9), (8, 8)], [True, False, False, False], 44, False, [False, False, False, False], 2703, 'East', (10, 7))
Element 29: (0, (10, 7), ['', '', '', ''], [(3, 2), (17, 10), (7, 8)], [False, False, False, False], 42, False, [False, False, False, False], 2712, 'East', (11, 7))
Element 30: (0, (11, 7), ['', '', '%', ''], [(4, 2), (17, 11), (6, 8)], [False, False, True, False], 40, False, [False, False, False, False], 3711, 'East', (12, 7))
Element 31: (0, (12, 7), ['', '', '', ''], [(4, 1), (16, 11), (5, 8)], [False, False, False, False], 38, False, [False, False, False, False], 3730, 'East', (13, 7))
Element 32: (0, (13, 7), ['', '', '', ''], [(3, 1), (16, 12), (5, 9)], [False, False, False, False], 36, False, [False, False, False, False], 3739, 'North', (13, 8))
Element 33: (0, (13, 8), ['', '', '', ''], [(4, 1), (16, 13), (5, 10)], [False, False, False, False], 34, False, [False, False, False, False], 3748, 'North', (13, 9))
Element 34: (0, (13, 9), ['', '', '', ''], [(5, 1), (15, 13), (6, 10)], [False, False, False, False], 32, False, [False, False, False, False], 3757, 'North', (13, 10))
Element 35: (0, (13, 10), ['', '', '', ''], [(6, 1), (15, 12), (7, 10)], [False, False, False, False], 30, False, [False, False, False, False], 3766, 'North', (13, 11))
Element 36: (0, (13, 11), ['', '', '', '%'], [(6, 2), (14, 12), (8, 10)], [False, False, False, True], 28, False, [False, False, False, False], 3775, 'North', (13, 12))
