Element 1: (1, (7, 10), ['.', '%', '.', '.'], [(6, 5), (9, 10), (15, 2)], [False, True, False, False], 98, False, [True, False, True, True], 9, 'East', (8, 10))
Element 2: (1, (8, 10), ['', '%', 'F', ''], [(6, 4), (10, 10), (15, 1)], [False, True, False, False], 96, False, [False, False, False, False], 1038, 'North', (8, 11))
Element 3: (1, (8, 11), ['.', '', '%', '.'], [(6, 3), (11, 10), (14, 1)], [False, False, True, False], 94, False, [True, False, False, True], 2067, 'East', (9, 11))
Element 4: (1, (9, 11), ['', '', 'F', '.'], [(6, 2), (12, 10), (14, 2)], [False, False, False, False], 92, False, [False, False, False, True], 2106, 'North', (9, 12))
Element 5: (1, (9, 12), ['%', '', '%', '.'], [(6, 1), (13, 10), (13, 2)], [True, False, True, False], 90, False, [False, False, False, True], 3135, 'East', (10, 12))
Element 6: (1, (10, 12), ['', '.', '%', '.'], [(7, 1), (14, 10), (13, 1)], [False, False, True, False], 88, False, [False, True, False, True], 3174, 'East', (11, 12))
Element 7: (1, (11, 12), ['', '.', '%', '.'], [(8, 1), (15, 10), (12, 1)], [False, False, True, False], 86, False, [False, True, False, True], 3213, 'East', (12, 12))
Element 8: (1, (12, 12), ['', '.', '.', '.'], [(7, 1), (15, 9), (12, 2)], [False, False, False, False], 84, False, [False, True, True, True], 3242, 'East', (13, 12))
Element 9: (1, (13, 12), ['', '.', '.', '.'], [(6, 1), (16, 9), (12, 3)], [False, False, False, False], 82, False, [False, True, True, True], 3271, 'East', (14, 12))
Element 10: (1, (14, 12), ['', '%', '.', '.'], [(5, 1), (17, 9), (11, 3)], [False, True, False, False], 80, False, [False, False, True, True], 3310, 'East', (15, 12))
Element 11: (1, (15, 12), ['', '%', '.', '.'], [(5, 2), (18, 9), (11, 2)], [False, True, False, False], 78, False, [False, False, True, True], 3349, 'East', (16, 12))
Element 12: (1, (16, 12), ['', '.', '.', '%'], [(5, 3), (17, 9), (11, 1)], [False, False, False, True], 76, False, [False, True, True, False], 3378, 'North', (16, 13))
Element 13: (1, (16, 13), ['.', '', '%', '%'], [(4, 3), (17, 10), (11, 2)], [False, False, True, True], 74, False, [True, False, False, False], 3407, 'West', (15, 13))
Element 14: (1, (15, 13), ['.', '', '%', ''], [(4, 2), (17, 11), (10, 2)], [False, False, True, False], 72, False, [True, False, False, False], 3446, 'West', (14, 13))
Element 15: (1, (14, 13), ['.', '', '%', ''], [(4, 1), (18, 11), (10, 3)], [False, False, True, False], 70, False, [True, False, False, False], 3485, 'West', (13, 13))
Element 16: (1, (13, 13), ['.', '', '%', ''], [(3, 1), (17, 11), (9, 3)], [False, False, True, False], 68, False, [True, False, False, False], 3514, 'West', (12, 13))
