Element 1: (2, (13, 12), ['', '.', '.', '.'], [(7, 6), (12, 13), (18, 3)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (14, 12))
Element 2: (2, (14, 12), ['', '%', '.', '.'], [(8, 6), (13, 13), (17, 3)], [False, True, False, False], 96, False, [False, False, True, True], 58, 'East', (15, 12))
Element 3: (2, (15, 12), ['', '%', '.', '.'], [(9, 6), (14, 13), (16, 3)], [False, True, False, False], 94, False, [False, False, True, True], 97, 'East', (16, 12))
Element 4: (2, (16, 12), ['', '.', '.', '%'], [(10, 6), (15, 13), (16, 4)], [False, False, False, True], 92, False, [False, True, True, False], 136, 'North', (16, 13))
Element 5: (2, (16, 13), ['', '', '%', '%'], [(11, 6), (15, 12), (15, 4)], [False, False, True, True], 90, False, [False, False, False, False], 165, 'West', (15, 13))
Element 6: (2, (15, 13), ['', '', '%', ''], [(12, 6), (16, 12), (14, 4)], [False, False, True, False], 88, False, [False, False, False, False], 184, 'West', (14, 13))
Element 7: (2, (14, 13), ['', '', '%', ''], [(13, 6), (16, 11), (15, 4)], [False, False, True, False], 86, False, [False, False, False, False], 203, 'West', (13, 13))
Element 8: (2, (13, 13), ['', '', '%', ''], [(14, 6), (17, 11), (16, 4)], [False, False, True, False], 84, False, [False, False, False, False], 222, 'West', (12, 13))
Element 9: (2, (12, 13), ['%', '', '%', ''], [(15, 6), (18, 11), (16, 3)], [True, False, True, False], 82, False, [False, False, False, False], 241, 'South', (12, 12))
Element 10: (2, (12, 12), ['.', '.', '', ''], [(16, 6), (17, 11), (17, 3)], [False, False, False, False], 80, False, [True, True, False, False], 250, 'South', (12, 11))
Element 11: (2, (12, 11), ['.', '.', '', '.'], [(17, 6), (17, 10), (18, 3)], [False, False, False, False], 78, False, [True, True, False, True], 279, 'East', (13, 11))
Element 12: (2, (13, 11), ['', '.', '', '%'], [(17, 7), (17, 9), (18, 3)], [False, False, False, True], 76, False, [False, True, False, False], 308, 'South', (13, 10))
Element 13: (2, (13, 10), ['.', '.', '', '.'], [(18, 7), (18, 9), (17, 3)], [False, False, False, False], 74, False, [True, True, False, True], 337, 'East', (14, 10))
Element 14: (2, (14, 10), ['', '.', '%', '.'], [(17, 7), (17, 9), (16, 3)], [False, False, True, False], 72, False, [False, True, False, True], 346, 'East', (15, 10))
Element 15: (2, (15, 10), ['', '.', '%', '%'], [(16, 7), (16, 9), (16, 4)], [False, False, True, True], 70, False, [False, True, False, False], 375, 'South', (15, 9))
Element 16: (2, (15, 9), ['.', '%', '', ''], [(15, 7), (17, 9), (15, 4)], [False, True, False, False], 68, False, [True, False, False, False], 394, 'West', (14, 9))
