Element 1: (0, (7, 11), ['.', '.', '%', 'F'], [(8, 1), (13, 7), (14, 2)], [False, False, True, False], 98, False, [True, True, False, False], 0, 'East', (8, 11))
Element 2: (0, (8, 11), ['', '.', '%', '.'], [(7, 1), (14, 7), (15, 2)], [False, False, True, False], 96, False, [False, True, False, True], 1029, 'East', (9, 11))
Element 3: (0, (9, 11), ['', '.', 'F', '.'], [(6, 1), (15, 7), (15, 1)], [False, False, False, False], 94, False, [False, True, False, True], 1068, 'North', (9, 12))
Element 4: (0, (9, 12), ['%', '', '%', '.'], [(6, 2), (16, 7), (14, 1)], [True, False, True, False], 92, False, [False, False, False, True], 2097, 'East', (10, 12))
Element 5: (0, (10, 12), ['', '.', '%', '.'], [(6, 3), (17, 7), (13, 1)], [False, False, True, False], 90, False, [False, True, False, True], 2136, 'East', (11, 12))
Element 6: (0, (11, 12), ['', '.', '%', '.'], [(6, 4), (18, 7), (13, 2)], [False, False, True, False], 88, False, [False, True, False, True], 3165, 'East', (12, 12))
Element 7: (0, (12, 12), ['', '.', '.', '.'], [(6, 5), (17, 7), (12, 2)], [False, False, False, False], 86, False, [False, True, True, True], 3194, 'East', (13, 12))
Element 8: (0, (13, 12), ['', '.', '.', '.'], [(7, 5), (17, 6), (12, 3)], [False, False, False, False], 84, False, [False, True, True, True], 3233, 'East', (14, 12))
Element 9: (0, (14, 12), ['', '%', '.', '.'], [(8, 5), (16, 6), (11, 3)], [False, True, False, False], 82, False, [False, False, True, True], 3272, 'East', (15, 12))
Element 10: (0, (15, 12), ['', '%', '.', '.'], [(9, 5), (15, 6), (11, 2)], [False, True, False, False], 80, False, [False, False, True, True], 3311, 'East', (16, 12))
Element 11: (0, (16, 12), ['', '.', '.', '%'], [(10, 5), (14, 6), (11, 1)], [False, False, False, True], 78, False, [False, True, True, False], 3350, 'North', (16, 13))
Element 12: (0, (16, 13), ['.', '', '%', '%'], [(11, 5), (13, 6), (12, 1)], [False, False, True, True], 76, False, [True, False, False, False], 3389, 'West', (15, 13))
Element 13: (0, (15, 13), ['.', '', '%', ''], [(12, 5), (13, 5), (11, 1)], [False, False, True, False], 74, False, [True, False, False, False], 3418, 'West', (14, 13))
Element 14: (0, (14, 13), ['.', '', '%', ''], [(12, 6), (12, 5), (11, 2)], [False, False, True, False], 72, False, [True, False, False, False], 3437, 'West', (13, 13))
Element 15: (0, (13, 13), ['.', '', '%', ''], [(12, 7), (12, 6), (10, 2)], [False, False, True, False], 70, False, [True, False, False, False], 3466, 'West', (12, 13))
Element 16: (0, (12, 13), ['%', '', '%', ''], [(12, 8), (11, 6), (10, 3)], [True, False, True, False], 68, False, [False, False, False, False], 3505, 'East', (13, 13))
Element 17: (0, (13, 13), ['', '', '%', ''], [(13, 8), (11, 7), (9, 3)], [False, False, True, False], 66, False, [False, False, False, False], 3534, 'East', (14, 13))
Element 18: (0, (14, 13), ['', '', '%', ''], [(14, 8), (10, 7), (9, 2)], [False, False, True, False], 64, False, [False, False, False, False], 3563, 'East', (15, 13))
Element 19: (0, (15, 13), ['', '', '%', ''], [(14, 9), (10, 8), (9, 3)], [False, False, True, False], 62, False, [False, False, False, False], 4572, 'East', (16, 13))
Element 20: (0, (16, 13), ['', '', '%', '%'], [(15, 9), (9, 8), (10, 3)], [False, False, True, True], 60, False, [False, False, False, False], 4591, 'South', (16, 12))
