Element 1: (3, (13, 9), ['G', '.', '.', '.'], [(12, 9), (11, 10), (12, 3)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (14, 9))
Element 2: (3, (14, 9), ['', '.', '.', '.'], [(12, 10), (11, 11), (12, 2)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (15, 9))
Element 3: (3, (15, 9), ['', '%', '.', '.'], [(13, 10), (12, 11), (13, 2)], [False, True, False, False], 94, False, [False, False, True, True], 107, 'East', (16, 9))
Element 4: (3, (16, 9), ['', '%', '%', '.'], [(14, 10), (13, 11), (14, 2)], [False, True, True, False], 92, False, [False, False, False, True], 146, 'East', (17, 9))
Element 5: (3, (17, 9), ['', '%', '.', '.'], [(15, 10), (13, 12), (15, 2)], [False, True, False, False], 90, False, [False, False, True, True], 185, 'East', (18, 9))
Element 6: (3, (18, 9), ['', '%', '%', '%'], [(15, 9), (14, 12), (15, 1)], [False, True, True, True], 88, False, [False, False, False, False], 214, 'West', (17, 9))
Element 7: (3, (17, 9), ['G', '%', '.', ''], [(16, 9), (15, 12), (14, 1)], [False, True, False, False], 86, False, [False, False, True, False], 233, 'North', (17, 10))
Element 8: (3, (17, 10), ['%', 'G', '.', '%'], [(17, 9), (16, 12), (13, 1)], [True, False, False, True], 84, False, [False, False, True, False], 262, 'North', (17, 11))
Element 9: (3, (17, 11), ['.', '', '%', '.'], [(18, 9), (16, 13), (12, 1)], [False, False, True, False], 82, False, [True, False, False, True], 291, 'East', (18, 11))
Element 10: (3, (18, 11), ['', '%', '%', '%'], [(17, 9), (15, 13), (11, 1)], [False, True, True, True], 80, False, [False, False, False, False], 320, 'West', (17, 11))
Element 11: (3, (17, 11), ['.', 'G', '%', ''], [(17, 10), (14, 13), (11, 2)], [False, False, True, False], 78, False, [True, False, False, False], 339, 'West', (16, 11))
Element 12: (3, (16, 11), ['%', '%', '', 'G'], [(17, 11), (13, 13), (10, 2)], [True, True, False, False], 76, False, [False, False, False, False], 368, 'North', (16, 12))
Element 13: (3, (16, 12), ['', '', '', '%'], [(18, 11), (12, 13), (10, 3)], [False, False, False, True], 74, False, [False, False, False, False], 387, 'North', (16, 13))
Element 14: (3, (16, 13), ['', '', '%', '%'], [(17, 11), (12, 12), (9, 3)], [False, False, True, True], 72, False, [False, False, False, False], 406, 'West', (15, 13))
Element 15: (3, (15, 13), ['', '', '%', ''], [(16, 11), (11, 12), (9, 2)], [False, False, True, False], 70, False, [False, False, False, False], 425, 'South', (15, 12))
Element 16: (3, (15, 12), ['', '%', '', 'G'], [(16, 12), (10, 12), (9, 3)], [False, True, False, False], 68, False, [False, False, False, False], 434, 'West', (14, 12))
Element 17: (3, (14, 12), ['', '%', '', ''], [(16, 13), (9, 12), (10, 3)], [False, True, False, False], 66, False, [False, False, False, False], 1433, 'North', (14, 13))
