Element 1: (2, (9, 6), ['G', '.', '.', '.'], [(2, 13), (8, 6), (15, 7)], [False, False, False, False], 98, False, [False, True, True, True], 19, 'East', (10, 6))
Element 27: (2, (14, 13), ['', '', '%', 'G'], [(13, 10), (12, 8), (15, 13)], [False, False, True, False], 46, False, [False, False, False, False], 2583, 'West', (13, 13))
Element 28: (2, (13, 13), ['', '', '%', ''], [(14, 10), (12, 7), (15, 12)], [False, False, True, False], 44, False, [False, False, False, False], 2592, 'South', (13, 12))
Element 29: (2, (13, 12), ['', '', '', 'G'], [(15, 10), (11, 7), (14, 12)], [False, False, False, False], 42, False, [False, False, False, False], 2601, 'South', (13, 11))
Element 30: (2, (13, 11), ['', '', '', '%'], [(15, 9), (10, 7), (14, 13)], [False, False, False, True], 40, False, [False, False, False, False], 2610, 'South', (13, 10))
Element 31: (2, (13, 10), ['', '', '', ''], [(16, 9), (10, 8), (13, 13)], [False, False, False, False], 38, False, [False, False, False, False], 3609, 'East', (14, 10))
Element 32: (2, (14, 10), ['', '', '%', ''], [(17, 9), (9, 8), (13, 12)], [False, False, True, False], 36, False, [False, False, False, False], 3618, 'East', (15, 10))
Element 33: (2, (15, 10), ['', '', '%', '%'], [(18, 9), (9, 7), (13, 11)], [False, False, True, True], 34, False, [False, False, False, False], 3627, 'West', (14, 10))
Element 34: (2, (14, 10), ['G', '', '%', ''], [(17, 9), (9, 6), (13, 10)], [False, False, True, False], 32, False, [False, False, False, False], 3626, 'South', (14, 9))
Element 35: (2, (14, 9), ['G', '', '', ''], [(17, 10), (10, 6), (13, 9)], [False, False, False, False], 30, False, [False, False, False, False], 3625, 'South', (14, 8))
Element 36: (2, (14, 8), ['G', '', '', '%'], [(17, 11), (11, 6), (13, 8)], [False, False, False, True], 28, False, [False, False, False, False], 3624, 'North', (14, 9))
Element 37: (2, (14, 9), ['', '', '', ''], [(18, 11), (12, 6), (13, 7)], [False, False, False, False], 26, False, [False, False, False, False], 3623, 'North', (14, 10))
Element 38: (2, (14, 10), ['', '', '%', ''], [(17, 11), (11, 6), (13, 6)], [False, False, True, False], 24, False, [False, False, False, False], 3622, 'West', (13, 10))
Element 39: (2, (13, 10), ['', '', '', ''], [(16, 11), (10, 6), (13, 5)], [False, False, False, False], 22, False, [False, False, False, False], 3621, 'North', (13, 11))
Element 40: (2, (13, 11), ['', '', '', '%'], [(17, 11), (9, 6), (12, 5)], [False, False, False, True], 20, False, [False, False, False, False], 3620, 'West', (12, 11))
Element 41: (2, (12, 11), ['.', '', '', ''], [(17, 10), (9, 7), (12, 6)], [False, False, False, False], 18, False, [True, False, False, False], 3619, 'West', (11, 11))
Element 42: (2, (11, 11), ['.', '.', '', ''], [(17, 9), (9, 8), (12, 7)], [False, False, False, False], 16, False, [True, True, False, False], 3628, 'South', (11, 10))
Element 43: (2, (11, 10), ['.', '.', '', ''], [(16, 9), (8, 8), (12, 8)], [False, False, False, False], 14, False, [True, True, False, False], 3647, 'South', (11, 9))
Element 44: (2, (11, 9), ['%', '%', '', 'G'], [(15, 9), (7, 8), (12, 9)], [True, True, False, False], 12, False, [False, False, False, False], 3666, 'North', (11, 10))
Element 45: (2, (11, 10), ['.', '', '', 'G'], [(14, 9), (6, 8), (12, 10)], [False, False, False, False], 10, False, [True, False, False, False], 4665, 'West', (10, 10))
Element 46: (2, (10, 10), ['.', '%', '.', ''], [(14, 8), (5, 8), (12, 11)], [False, True, False, False], 8, False, [True, False, True, False], 4684, 'North', (10, 11))
Element 47: (2, (10, 11), ['', '', '', ''], [(14, 7), (5, 9), (12, 12)], [False, False, False, False], 6, False, [False, False, False, False], 4703, 'North', (10, 12))
Element 48: (2, (10, 12), ['', '', '%', ''], [(15, 7), (5, 10), (12, 13)], [False, False, True, False], 4, False, [False, False, False, False], 4712, 'East', (11, 12))
Element 49: (2, (11, 12), ['', '', '%', 'G'], [(16, 7), (6, 10), (12, 12)], [False, False, True, False], 2, False, [False, False, False, False], 4721, 'West', (10, 12))
Element 50: (2, (10, 12), ['', '', '%', 'G'], [(16, 7), (6, 10), (11, 12)], [False, False, True, False], 0, False, [False, False, False, False], 4720, 'Stop', (10, 12))
Element 51: #0#
