Element 1: (0, (8, 10), ['.', '%', 'F', '.'], [(1, 9), (6, 3), (14, 6)], [False, True, False, False], 98, False, [True, False, False, True], 0, 'North', (8, 11))
Element 2: (0, (8, 11), ['.', '', '%', '.'], [(2, 9), (6, 4), (15, 6)], [False, False, True, False], 96, False, [True, False, False, True], 2019, 'East', (9, 11))
Element 3: (0, (9, 11), ['', '.', 'F', '.'], [(3, 9), (6, 5), (16, 6)], [False, False, False, False], 94, False, [False, True, False, True], 2058, 'North', (9, 12))
Element 4: (0, (9, 12), ['%', '', '%', '.'], [(4, 9), (7, 5), (17, 6)], [True, False, True, False], 92, False, [False, False, False, True], 3087, 'East', (10, 12))
Element 5: (0, (10, 12), ['', '.', '%', '.'], [(5, 9), (8, 5), (17, 7)], [False, False, True, False], 90, False, [False, True, False, True], 3126, 'East', (11, 12))
Element 6: (0, (11, 12), ['', '.', '%', '.'], [(5, 10), (9, 5), (18, 7)], [False, False, True, False], 88, False, [False, True, False, True], 3165, 'East', (12, 12))
Element 7: (0, (12, 12), ['', '.', '.', '.'], [(6, 10), (10, 5), (17, 7)], [False, False, False, False], 86, False, [False, True, True, True], 3194, 'East', (13, 12))
Element 8: (0, (13, 12), ['', '.', '.', '.'], [(7, 10), (11, 5), (16, 7)], [False, False, False, False], 84, False, [False, True, True, True], 3233, 'East', (14, 12))
Element 9: (0, (14, 12), ['', '%', '.', '.'], [(7, 11), (12, 5), (15, 7)], [False, True, False, False], 82, False, [False, False, True, True], 3272, 'East', (15, 12))
Element 10: (0, (15, 12), ['', '%', '.', '.'], [(6, 11), (13, 5), (14, 7)], [False, True, False, False], 80, False, [False, False, True, True], 3311, 'East', (16, 12))
Element 11: (0, (16, 12), ['', '.', '.', '%'], [(6, 12), (13, 6), (14, 8)], [False, False, False, True], 78, False, [False, True, True, False], 3350, 'North', (16, 13))
Element 12: (0, (16, 13), ['.', '', '%', '%'], [(5, 12), (13, 7), (14, 9)], [False, False, True, True], 76, False, [True, False, False, False], 3389, 'West', (15, 13))
Element 13: (0, (15, 13), ['.', '', '%', ''], [(5, 13), (13, 8), (15, 9)], [False, False, True, False], 74, False, [True, False, False, False], 3428, 'West', (14, 13))
Element 14: (0, (14, 13), ['.', '', '%', ''], [(4, 13), (13, 9), (16, 9)], [False, False, True, False], 72, False, [True, False, False, False], 3467, 'West', (13, 13))
Element 15: (0, (13, 13), ['.', '', '%', ''], [(3, 13), (13, 10), (17, 9)], [False, False, True, False], 70, False, [True, False, False, False], 3506, 'West', (12, 13))
Element 16: (0, (12, 13), ['%', '', '%', ''], [(2, 13), (14, 10), (18, 9)], [True, False, True, False], 68, False, [False, False, False, False], 3545, 'East', (13, 13))
Element 17: (0, (13, 13), ['', '', '%', ''], [(1, 13), (15, 10), (17, 9)], [False, False, True, False], 66, False, [False, False, False, False], 3564, 'East', (14, 13))
Element 18: (0, (14, 13), ['', '', '%', ''], [(2, 13), (15, 9), (17, 10)], [False, False, True, False], 64, False, [False, False, False, False], 3573, 'East', (15, 13))
Element 19: (0, (15, 13), ['', '', '%', ''], [(3, 13), (16, 9), (17, 11)], [False, False, True, False], 62, False, [False, False, False, False], 3582, 'East', (16, 13))
Element 20: (0, (16, 13), ['', '', '%', '%'], [(4, 13), (17, 9), (18, 11)], [False, False, True, True], 60, False, [False, False, False, False], 3591, 'South', (16, 12))
Element 21: (0, (16, 12), ['', '.', '', '%'], [(5, 13), (18, 9), (17, 11)], [False, False, False, True], 58, False, [False, True, False, False], 3590, 'South', (16, 11))
Element 22: (0, (16, 11), ['%', '%', '', ''], [(5, 12), (17, 9), (17, 10)], [True, True, False, False], 56, False, [False, False, False, False], 3599, 'East', (17, 11))
Element 23: (0, (17, 11), ['', '', '%', ''], [(5, 11), (16, 9), (17, 9)], [False, False, True, False], 54, False, [False, False, False, False], 3608, 'East', (18, 11))
Element 24: (0, (18, 11), ['', '%', '%', '%'], [(4, 11), (15, 9), (17, 10)], [False, True, True, True], 52, False, [False, False, False, False], 3617, 'West', (17, 11))
Element 25: (0, (17, 11), ['', '', '%', ''], [(4, 10), (16, 9), (17, 9)], [False, False, True, False], 50, False, [False, False, False, False], 3626, 'South', (17, 10))
Element 26: (0, (17, 10), ['%', '', '', '%'], [(3, 10), (15, 9), (16, 9)], [True, False, False, True], 48, False, [False, False, False, False], 3635, 'South', (17, 9))
Element 27: (0, (17, 9), ['', '%', '', ''], [(3, 11), (14, 9), (15, 9)], [False, True, False, False], 46, False, [False, False, False, False], 3644, 'East', (18, 9))
Element 28: (0, (18, 9), ['', '%', '%', '%'], [(2, 11), (14, 8), (15, 10)], [False, True, True, True], 44, False, [False, False, False, False], 3653, 'West', (17, 9))
Element 29: (0, (17, 9), ['', '%', '', ''], [(2, 10), (14, 7), (14, 10)], [False, True, False, False], 42, False, [False, False, False, False], 3662, 'West', (16, 9))
Element 30: (0, (16, 9), ['', '%', '%', ''], [(1, 10), (15, 7), (13, 10)], [False, True, True, False], 40, False, [False, False, False, False], 3671, 'West', (15, 9))
Element 31: (0, (15, 9), ['', '%', '', ''], [(2, 10), (16, 7), (13, 11)], [False, True, False, False], 38, False, [False, False, False, False], 3680, 'North', (15, 10))
Element 32: (0, (15, 10), ['', '', '%', '%'], [(2, 11), (17, 7), (12, 11)], [False, False, True, True], 36, False, [False, False, False, False], 3689, 'West', (14, 10))
Element 33: (0, (14, 10), ['', '', '%', ''], [(3, 11), (18, 7), (12, 10)], [False, False, True, False], 34, False, [False, False, False, False], 3698, 'South', (14, 9))
Element 34: (0, (14, 9), ['', '', '', ''], [(3, 10), (17, 7), (12, 9)], [False, False, False, False], 32, False, [False, False, False, False], 3707, 'South', (14, 8))
Element 35: (0, (14, 8), ['', '', '', '%'], [(2, 10), (17, 6), (12, 8)], [False, False, False, True], 30, False, [False, False, False, False], 3716, 'South', (14, 7))
Element 36: (0, (14, 7), ['', '', '', ''], [(3, 10), (16, 6), (12, 7)], [False, False, False, False], 28, False, [False, False, False, False], 3725, 'East', (15, 7))
Element 37: (0, (15, 7), ['', 'G', '%', ''], [(4, 10), (15, 6), (12, 6)], [False, False, True, False], 26, False, [False, False, False, False], 3734, 'East', (16, 7))
Element 38: (0, (16, 7), ['', '', '%', ''], [(4, 11), (14, 6), (11, 6)], [False, False, True, False], 24, False, [False, False, False, False], 3743, 'East', (17, 7))
Element 39: (0, (17, 7), ['', '', '%', ''], [(3, 11), (15, 6), (11, 7)], [False, False, True, False], 22, False, [False, False, False, False], 3752, 'East', (18, 7))
Element 40: (0, (18, 7), ['', '%', '%', '%'], [(4, 11), (16, 6), (10, 7)], [False, True, True, True], 20, False, [False, False, False, False], 3761, 'West', (17, 7))
Element 41: (0, (17, 7), ['', 'G', '%', ''], [(5, 11), (17, 6), (10, 8)], [False, False, True, False], 18, False, [False, False, False, False], 4760, 'West', (16, 7))
Element 42: (0, (16, 7), ['', '', '%', 'G'], [(5, 12), (17, 7), (9, 8)], [False, False, True, False], 16, False, [False, False, False, False], 4769, 'West', (15, 7))
Element 43: (0, (15, 7), ['', '', '%', 'G'], [(6, 12), (16, 7), (9, 7)], [False, False, True, False], 14, False, [False, False, False, False], 4778, 'West', (14, 7))
Element 44: (0, (14, 7), ['', '', '', ''], [(6, 11), (16, 6), (9, 6)], [False, False, False, False], 12, False, [False, False, False, False], 4787, 'West', (13, 7))
Element 45: (0, (13, 7), ['', '', '', ''], [(5, 11), (16, 7), (10, 6)], [False, False, False, False], 10, False, [False, False, False, False], 4796, 'North', (13, 8))
Element 46: (0, (13, 8), ['', '', '', ''], [(6, 11), (15, 7), (10, 5)], [False, False, False, False], 8, False, [False, False, False, False], 4795, 'North', (13, 9))
Element 47: (0, (13, 9), ['', '', '', ''], [(7, 11), (15, 6), (11, 5)], [False, False, False, False], 6, False, [False, False, False, False], 4794, 'North', (13, 10))
Element 48: (0, (13, 10), ['', '', '', ''], [(8, 11), (15, 7), (12, 5)], [False, False, False, False], 4, False, [False, False, False, False], 4793, 'North', (13, 11))
Element 49: (0, (13, 11), ['', '', '', '%'], [(9, 11), (14, 7), (13, 5)], [False, False, False, True], 2, False, [False, False, False, False], 4792, 'West', (12, 11))
Element 50: (0, (12, 11), ['.', '', '', ''], [(10, 11), (14, 6), (13, 6)], [False, False, False, False], 0, False, [True, False, False, False], 4801, 'Stop', (12, 11))
Element 51: #0#
