Element 1: (0, (10, 6), ['.', '.', '.', 'G'], [(2, 10), (2, 11), (11, 6)], [False, False, False, False], 98, False, [True, True, True, False], 0, 'North', (10, 7))
Element 2: (0, (10, 7), ['.', '', 'F', '.'], [(3, 10), (3, 11), (12, 6)], [False, False, False, False], 96, False, [True, False, False, True], 39, 'North', (10, 8))
Element 3: (0, (10, 8), ['.', '', '%', '%'], [(4, 10), (4, 11), (13, 6)], [False, False, True, True], 94, False, [True, False, False, False], 1068, 'West', (9, 8))
Element 4: (0, (9, 8), ['.', '.', '%', ''], [(5, 10), (5, 11), (14, 6)], [False, False, True, False], 92, False, [True, True, False, False], 1107, 'South', (9, 7))
Element 5: (0, (9, 7), ['%', '.', '', ''], [(6, 10), (6, 11), (15, 6)], [True, False, False, False], 90, False, [False, True, False, False], 1146, 'South', (9, 6))
Element 6: (0, (9, 6), ['.', '.', '', ''], [(7, 10), (7, 11), (16, 6)], [False, False, False, False], 88, False, [True, True, False, False], 1185, 'South', (9, 5))
Element 7: (0, (9, 5), ['.', '%', '', '.'], [(8, 10), (8, 11), (17, 6)], [False, True, False, False], 86, False, [True, False, False, True], 2214, 'East', (10, 5))
Element 8: (0, (10, 5), ['', '%', '', '.'], [(9, 10), (9, 11), (17, 7)], [False, True, False, False], 84, False, [False, False, False, True], 2253, 'East', (11, 5))
Element 9: (0, (11, 5), ['', '%', '', '.'], [(10, 10), (9, 12), (18, 7)], [False, True, False, False], 82, False, [False, False, False, True], 3282, 'East', (12, 5))
Element 10: (0, (12, 5), ['', '%', '', '.'], [(11, 10), (10, 12), (17, 7)], [False, True, False, False], 80, False, [False, False, False, True], 3311, 'East', (13, 5))
Element 11: (0, (13, 5), ['', '%', '', '%'], [(12, 10), (11, 12), (16, 7)], [False, True, False, True], 78, False, [False, False, False, False], 3350, 'North', (13, 6))
Element 12: (0, (13, 6), ['', '', '.', ''], [(13, 10), (12, 12), (15, 7)], [False, False, False, False], 76, False, [False, False, True, False], 3379, 'North', (13, 7))
Element 13: (0, (13, 7), ['.', '', '.', 'G'], [(14, 10), (13, 12), (14, 7)], [False, False, False, False], 74, False, [True, False, True, False], 3418, 'North', (13, 8))
Element 14: (0, (13, 8), ['.', '', '.', 'G'], [(15, 10), (14, 12), (14, 8)], [False, False, False, False], 72, False, [True, False, True, False], 3457, 'North', (13, 9))
Element 15: (0, (13, 9), ['.', '', '', 'G'], [(15, 9), (15, 12), (14, 9)], [False, False, False, False], 70, False, [True, False, False, False], 3496, 'West', (12, 9))
Element 16: (0, (12, 9), ['.', '.', '', ''], [(16, 9), (16, 12), (15, 9)], [False, False, False, False], 68, False, [True, True, False, False], 3525, 'South', (12, 8))
Element 17: (0, (12, 8), ['%', '.', '', ''], [(17, 9), (16, 13), (16, 9)], [True, False, False, False], 66, False, [False, True, False, False], 3554, 'South', (12, 7))
Element 18: (0, (12, 7), ['.', '', '', ''], [(18, 9), (15, 13), (17, 9)], [False, False, False, False], 64, False, [True, False, False, False], 3583, 'West', (11, 7))
Element 19: (0, (11, 7), ['', '', '%', ''], [(18, 9), (14, 13), (17, 10)], [False, False, True, False], 62, False, [False, False, False, False], 3612, 'South', (11, 6))
Element 20: (0, (11, 6), ['', '', '', ''], [(17, 9), (13, 13), (17, 11)], [False, False, False, False], 60, False, [False, False, False, False], 3631, 'East', (12, 6))
Element 21: (0, (12, 6), ['', '', '', ''], [(17, 9), (12, 13), (18, 11)], [False, False, False, False], 58, False, [False, False, False, False], 3650, 'West', (11, 6))
Element 22: (0, (11, 6), ['', '', '', ''], [(16, 9), (13, 13), (17, 11)], [False, False, False, False], 56, False, [False, False, False, False], 3649, 'North', (11, 7))
Element 23: (0, (11, 7), ['', '', '%', ''], [(15, 9), (14, 13), (16, 11)], [False, False, True, False], 54, False, [False, False, False, False], 3658, 'East', (12, 7))
Element 24: (0, (12, 7), ['', '', '', ''], [(15, 10), (15, 13), (16, 12)], [False, False, False, False], 52, False, [False, False, False, False], 3657, 'South', (12, 6))
Element 25: (0, (12, 6), ['', '', '', ''], [(14, 10), (16, 13), (15, 12)], [False, False, False, False], 50, False, [False, False, False, False], 3656, 'North', (12, 7))
Element 26: (0, (12, 7), ['', '', '', ''], [(14, 9), (16, 12), (15, 13)], [False, False, False, False], 48, False, [False, False, False, False], 3655, 'North', (12, 8))
Element 27: (0, (12, 8), ['%', '', '', ''], [(14, 8), (16, 11), (16, 13)], [True, False, False, False], 46, False, [False, False, False, False], 3654, 'North', (12, 9))
Element 28: (0, (12, 9), ['.', '', '', ''], [(14, 7), (17, 11), (15, 13)], [False, False, False, False], 44, False, [True, False, False, False], 3653, 'West', (11, 9))
Element 29: (0, (11, 9), ['%', '%', '', ''], [(15, 7), (18, 11), (14, 13)], [True, True, False, False], 42, False, [False, False, False, False], 3662, 'North', (11, 10))
Element 30: (0, (11, 10), ['', '', '.', ''], [(16, 7), (17, 11), (14, 12)], [False, False, False, False], 40, False, [False, False, True, False], 3661, 'North', (11, 11))
Element 31: (0, (11, 11), ['.', '', '', '.'], [(17, 7), (17, 10), (13, 12)], [False, False, False, False], 38, False, [True, False, False, True], 3670, 'East', (12, 11))
Element 32: (0, (12, 11), ['', '', '', 'G'], [(18, 7), (17, 9), (13, 11)], [False, False, False, False], 36, False, [False, False, False, False], 3689, 'North', (12, 12))
Element 33: (0, (12, 12), ['', '', '', ''], [(17, 7), (18, 9), (13, 10)], [False, False, False, False], 34, False, [False, False, False, False], 3688, 'East', (13, 12))
Element 34: (0, (13, 12), ['', '', '', ''], [(17, 6), (17, 9), (14, 10)], [False, False, False, False], 32, False, [False, False, False, False], 3687, 'East', (14, 12))
Element 35: (0, (14, 12), ['', '%', '', ''], [(16, 6), (16, 9), (15, 10)], [False, True, False, False], 30, False, [False, False, False, False], 3686, 'East', (15, 12))
