Element 1: (3, (7, 11), ['.', '.', '%', 'F'], [(2, 6), (3, 5), (7, 6)], [False, False, True, False], 98, False, [True, True, False, False], 29, 'East', (8, 11))
Element 2: (3, (8, 11), ['', '.', '%', '.'], [(3, 6), (4, 5), (8, 6)], [False, False, True, False], 96, False, [False, True, False, True], 1058, 'East', (9, 11))
Element 3: (3, (9, 11), ['', '.', 'F', '.'], [(4, 6), (5, 5), (9, 6)], [False, False, False, False], 94, False, [False, True, False, True], 1097, 'North', (9, 12))
Element 4: (3, (9, 12), ['%', '', '%', '.'], [(5, 6), (6, 5), (10, 6)], [True, False, True, False], 92, False, [False, False, False, True], 2126, 'East', (10, 12))
Element 5: (3, (10, 12), ['', '.', '%', '.'], [(6, 6), (6, 4), (11, 6)], [False, False, True, False], 90, False, [False, True, False, True], 3145, 'East', (11, 12))
Element 6: (3, (11, 12), ['', '.', '%', '.'], [(7, 6), (6, 3), (12, 6)], [False, False, True, False], 88, False, [False, True, False, True], 3174, 'East', (12, 12))
Element 7: (3, (12, 12), ['', '.', '.', '.'], [(7, 5), (6, 2), (13, 6)], [False, False, False, False], 86, False, [False, True, True, True], 3213, 'East', (13, 12))
Element 8: (3, (13, 12), ['', '.', '.', '.'], [(8, 5), (6, 1), (14, 6)], [False, False, False, False], 84, False, [False, True, True, True], 3252, 'East', (14, 12))
Element 9: (3, (14, 12), ['', '%', '.', '.'], [(9, 5), (7, 1), (15, 6)], [False, True, False, False], 82, False, [False, False, True, True], 3291, 'East', (15, 12))
Element 10: (3, (15, 12), ['', '%', '.', '.'], [(10, 5), (8, 1), (16, 6)], [False, True, False, False], 80, False, [False, False, True, True], 3330, 'East', (16, 12))
Element 11: (3, (16, 12), ['', '.', '.', '%'], [(11, 5), (7, 1), (17, 6)], [False, False, False, True], 78, False, [False, True, True, False], 3359, 'North', (16, 13))
Element 12: (3, (16, 13), ['.', '', '%', '%'], [(12, 5), (6, 1), (17, 7)], [False, False, True, True], 76, False, [True, False, False, False], 3388, 'West', (15, 13))
Element 13: (3, (15, 13), ['.', '', '%', ''], [(13, 5), (5, 1), (18, 7)], [False, False, True, False], 74, False, [True, False, False, False], 3427, 'West', (14, 13))
Element 14: (3, (14, 13), ['.', '', '%', ''], [(13, 6), (5, 2), (17, 7)], [False, False, True, False], 72, False, [True, False, False, False], 3446, 'West', (13, 13))
Element 15: (3, (13, 13), ['.', '', '%', ''], [(13, 7), (5, 3), (16, 7)], [False, False, True, False], 70, False, [True, False, False, False], 3485, 'West', (12, 13))
Element 16: (3, (12, 13), ['%', '', '%', ''], [(14, 7), (4, 3), (15, 7)], [True, False, True, False], 68, False, [False, False, False, False], 3524, 'East', (13, 13))
Element 17: (3, (13, 13), ['', '', '%', ''], [(14, 8), (4, 2), (14, 7)], [False, False, True, False], 66, False, [False, False, False, False], 3543, 'East', (14, 13))
Element 18: (3, (14, 13), ['', '', '%', ''], [(14, 9), (4, 1), (14, 8)], [False, False, True, False], 64, False, [False, False, False, False], 3562, 'East', (15, 13))
Element 19: (3, (15, 13), ['', '', '%', ''], [(15, 9), (3, 1), (13, 8)], [False, False, True, False], 62, False, [False, False, False, False], 3591, 'East', (16, 13))
Element 20: (3, (16, 13), ['', '', '%', '%'], [(16, 9), (3, 2), (13, 9)], [False, False, True, True], 60, False, [False, False, False, False], 3620, 'South', (16, 12))
Element 21: (3, (16, 12), ['', '.', '', '%'], [(17, 9), (3, 3), (13, 10)], [False, False, False, True], 58, False, [False, True, False, False], 3649, 'South', (16, 11))
Element 22: (3, (16, 11), ['%', '%', '', '.'], [(18, 9), (2, 3), (14, 10)], [True, True, False, False], 56, False, [False, False, False, True], 3688, 'East', (17, 11))
Element 23: (3, (17, 11), ['', '.', '%', '.'], [(17, 9), (2, 4), (15, 10)], [False, False, True, False], 54, False, [False, True, False, True], 3717, 'East', (18, 11))
Element 24: (3, (18, 11), ['', '%', '%', '%'], [(17, 10), (2, 5), (15, 9)], [False, True, True, True], 52, False, [False, False, False, False], 3746, 'West', (17, 11))
Element 25: (3, (17, 11), ['', '', '%', ''], [(17, 9), (2, 6), (16, 9)], [False, False, True, False], 50, False, [False, False, False, False], 3745, 'South', (17, 10))
Element 26: (3, (17, 10), ['%', 'G', '', '%'], [(18, 9), (2, 7), (17, 9)], [True, False, False, True], 48, False, [False, False, False, False], 3754, 'North', (17, 11))
Element 27: (3, (17, 11), ['', '', '%', ''], [(17, 9), (3, 7), (18, 9)], [False, False, True, False], 46, False, [False, False, False, False], 3763, 'West', (16, 11))
Element 28: (3, (16, 11), ['%', '%', '', ''], [(17, 10), (4, 7), (17, 9)], [True, True, False, False], 44, False, [False, False, False, False], 3772, 'North', (16, 12))
Element 29: (3, (16, 12), ['', '', '', '%'], [(17, 9), (4, 8), (17, 10)], [False, False, False, True], 42, False, [False, False, False, False], 3781, 'West', (15, 12))
Element 30: (3, (15, 12), ['', '%', '', ''], [(16, 9), (5, 8), (17, 11)], [False, True, False, False], 40, False, [False, False, False, False], 3790, 'North', (15, 13))
Element 31: (3, (15, 13), ['', '', '%', ''], [(16, 9), (6, 8), (18, 11)], [False, False, True, False], 38, False, [False, False, False, False], 4789, 'South', (15, 12))
Element 32: (3, (15, 12), ['', '%', '', ''], [(15, 9), (7, 8), (17, 11)], [False, True, False, False], 36, False, [False, False, False, False], 4798, 'West', (14, 12))
Element 33: (3, (14, 12), ['', '%', '', ''], [(14, 9), (8, 8), (16, 11)], [False, True, False, False], 34, False, [False, False, False, False], 4807, 'North', (14, 13))
Element 34: (3, (14, 13), ['', '', '%', ''], [(14, 9), (9, 8), (16, 12)], [False, False, True, False], 32, False, [False, False, False, False], 4816, 'South', (14, 12))
Element 35: #1#
