Element 1: (2, (4, 8), ['.', 'G', '.', '.'], [(6, 4), (4, 7), (15, 7)], [False, False, False, False], 98, False, [True, False, True, True], 1009, 'East', (5, 8))
Element 2: (2, (5, 8), ['', '%', '.', 'F'], [(6, 3), (4, 6), (16, 7)], [False, True, False, False], 96, False, [False, False, True, False], 1048, 'East', (6, 8))
Element 3: (2, (6, 8), ['', '%', '%', '.'], [(6, 2), (5, 6), (17, 7)], [False, True, True, False], 94, False, [False, False, False, True], 2077, 'East', (7, 8))
Element 4: (2, (7, 8), ['', '%', '%', '.'], [(6, 1), (6, 6), (18, 7)], [False, True, True, False], 92, False, [False, False, False, True], 2116, 'East', (8, 8))
Element 5: (2, (8, 8), ['', '%', '%', '.'], [(7, 1), (7, 6), (17, 7)], [False, True, True, False], 90, False, [False, False, False, True], 2145, 'East', (9, 8))
Element 6: (2, (9, 8), ['', '.', '%', 'F'], [(8, 1), (8, 6), (17, 6)], [False, False, True, False], 88, False, [False, True, False, False], 2184, 'East', (10, 8))
Element 7: (2, (10, 8), ['', '.', '%', '%'], [(7, 1), (9, 6), (16, 6)], [False, False, True, True], 86, False, [False, True, False, False], 3203, 'South', (10, 7))
Element 8: (2, (10, 7), ['.', 'G', '', '.'], [(6, 1), (10, 6), (15, 6)], [False, False, False, False], 84, False, [True, False, False, True], 3232, 'East', (11, 7))
Element 9: (2, (11, 7), ['', 'G', '%', '.'], [(5, 1), (11, 6), (14, 6)], [False, False, True, False], 82, False, [False, False, False, True], 3271, 'East', (12, 7))
Element 10: (2, (12, 7), ['', 'G', '.', '.'], [(5, 2), (12, 6), (14, 7)], [False, False, False, False], 80, False, [False, False, True, True], 3310, 'East', (13, 7))
Element 11: (2, (13, 7), ['', 'G', '.', ''], [(5, 3), (13, 6), (14, 8)], [False, False, False, False], 78, False, [False, False, True, False], 3349, 'North', (13, 8))
Element 12: (2, (13, 8), ['.', '', '.', ''], [(4, 3), (13, 5), (14, 9)], [False, False, False, False], 76, False, [True, False, True, False], 3388, 'North', (13, 9))
Element 13: (2, (13, 9), ['.', '', '.', ''], [(4, 2), (12, 5), (15, 9)], [False, False, False, False], 74, False, [True, False, True, False], 3427, 'North', (13, 10))
Element 14: (2, (13, 10), ['.', '', '.', '.'], [(4, 1), (11, 5), (16, 9)], [False, False, False, False], 72, False, [True, False, True, True], 3466, 'East', (14, 10))
Element 15: (2, (14, 10), ['', '', '%', '.'], [(3, 1), (10, 5), (17, 9)], [False, False, True, False], 70, False, [False, False, False, True], 3505, 'East', (15, 10))
Element 16: (2, (15, 10), ['', '', '%', '%'], [(3, 2), (9, 5), (18, 9)], [False, False, True, True], 68, False, [False, False, False, False], 3544, 'South', (15, 9))
Element 17: (2, (15, 9), ['', '%', '', ''], [(3, 3), (8, 5), (17, 9)], [False, True, False, False], 66, False, [False, False, False, False], 3563, 'East', (16, 9))
Element 18: (2, (16, 9), ['', '%', '%', ''], [(3, 4), (7, 5), (17, 10)], [False, True, True, False], 64, False, [False, False, False, False], 3592, 'East', (17, 9))
Element 19: (2, (17, 9), ['', '%', '', ''], [(3, 5), (6, 5), (17, 11)], [False, True, False, False], 62, False, [False, False, False, False], 3611, 'East', (18, 9))
Element 20: (2, (18, 9), ['', '%', '%', '%'], [(4, 5), (5, 5), (18, 11)], [False, True, True, True], 60, False, [False, False, False, False], 3640, 'West', (17, 9))
Element 21: (2, (17, 9), ['', '%', '', ''], [(4, 6), (4, 5), (17, 11)], [False, True, False, False], 58, False, [False, False, False, False], 3639, 'North', (17, 10))
Element 22: (2, (17, 10), ['%', '', '', '%'], [(3, 6), (3, 5), (16, 11)], [True, False, False, True], 56, False, [False, False, False, False], 3658, 'North', (17, 11))
Element 23: (2, (17, 11), ['', '', '%', ''], [(2, 6), (2, 5), (16, 12)], [False, False, True, False], 54, False, [False, False, False, False], 3687, 'East', (18, 11))
Element 24: (2, (18, 11), ['', '%', '%', '%'], [(2, 7), (2, 4), (16, 13)], [False, True, True, True], 52, False, [False, False, False, False], 3716, 'West', (17, 11))
Element 25: (2, (17, 11), ['', '', '%', ''], [(2, 8), (2, 3), (15, 13)], [False, False, True, False], 50, False, [False, False, False, False], 3745, 'West', (16, 11))
Element 26: (2, (16, 11), ['%', '%', '', ''], [(3, 8), (2, 2), (15, 12)], [True, True, False, False], 48, False, [False, False, False, False], 3774, 'North', (16, 12))
Element 27: (2, (16, 12), ['', '', '', '%'], [(3, 9), (2, 1), (14, 12)], [False, False, False, True], 46, False, [False, False, False, False], 3803, 'North', (16, 13))
Element 28: (2, (16, 13), ['', '', '%', '%'], [(4, 9), (1, 1), (14, 13)], [False, False, True, True], 44, False, [False, False, False, False], 3832, 'West', (15, 13))
Element 29: (2, (15, 13), ['', '', '%', ''], [(5, 9), (1, 2), (13, 13)], [False, False, True, False], 42, False, [False, False, False, False], 3861, 'South', (15, 12))
Element 30: (2, (15, 12), ['', '%', '', ''], [(5, 10), (1, 1), (13, 12)], [False, True, False, False], 40, False, [False, False, False, False], 3880, 'West', (14, 12))
Element 31: (2, (14, 12), ['', '%', '', ''], [(6, 10), (2, 1), (13, 11)], [False, True, False, False], 38, False, [False, False, False, False], 3899, 'North', (14, 13))
Element 32: (2, (14, 13), ['', '', '%', ''], [(7, 10), (3, 1), (12, 11)], [False, False, True, False], 36, False, [False, False, False, False], 3918, 'West', (13, 13))
Element 33: (2, (13, 13), ['.', '', '%', ''], [(8, 10), (4, 1), (12, 12)], [False, False, True, False], 34, False, [True, False, False, False], 3937, 'West', (12, 13))
Element 34: (2, (12, 13), ['%', '', '%', ''], [(8, 11), (5, 1), (11, 12)], [True, False, True, False], 32, False, [False, False, False, False], 4956, 'South', (12, 12))
Element 35: (2, (12, 12), ['', '', '', ''], [(9, 11), (6, 1), (11, 11)], [False, False, False, False], 30, False, [False, False, False, False], 4975, 'East', (13, 12))
Element 36: #1#
