Element 1: (2, (7, 11), ['.', '.', '%', 'F'], [(16, 4), (2, 13), (18, 11)], [False, False, True, False], 98, False, [True, True, False, False], 19, 'East', (8, 11))
Element 2: (2, (8, 11), ['', '.', '%', '.'], [(16, 3), (3, 13), (17, 11)], [False, False, True, False], 96, False, [False, True, False, True], 1048, 'East', (9, 11))
Element 3: (2, (9, 11), ['', '.', 'F', '.'], [(17, 3), (4, 13), (17, 10)], [False, False, False, False], 94, False, [False, True, False, True], 1087, 'North', (9, 12))
Element 4: (2, (9, 12), ['%', '', '%', '.'], [(18, 3), (5, 13), (17, 9)], [True, False, True, False], 92, False, [False, False, False, True], 2116, 'East', (10, 12))
Element 5: (2, (10, 12), ['', '.', '%', '.'], [(17, 3), (5, 12), (18, 9)], [False, False, True, False], 90, False, [False, True, False, True], 2145, 'East', (11, 12))
Element 6: (2, (11, 12), ['', '.', '%', '.'], [(16, 3), (6, 12), (17, 9)], [False, False, True, False], 88, False, [False, True, False, True], 2164, 'East', (12, 12))
Element 7: (2, (12, 12), ['', '.', '.', '.'], [(16, 4), (6, 11), (16, 9)], [False, False, False, False], 86, False, [False, True, True, True], 2193, 'East', (13, 12))
Element 8: (2, (13, 12), ['', '.', '.', '.'], [(15, 4), (6, 10), (15, 9)], [False, False, False, False], 84, False, [False, True, True, True], 2222, 'East', (14, 12))
Element 9: (2, (14, 12), ['', '%', '.', '.'], [(14, 4), (7, 10), (15, 10)], [False, True, False, False], 82, False, [False, False, True, True], 2261, 'East', (15, 12))
Element 10: (2, (15, 12), ['', '%', '.', '.'], [(15, 4), (8, 10), (14, 10)], [False, True, False, False], 80, False, [False, False, True, True], 2290, 'East', (16, 12))
Element 11: (2, (16, 12), ['', '.', '.', '%'], [(15, 4), (9, 10), (14, 9)], [False, False, False, True], 78, False, [False, True, True, False], 2319, 'North', (16, 13))
Element 12: (2, (16, 13), ['.', '', '%', '%'], [(16, 4), (10, 10), (14, 8)], [False, False, True, True], 76, False, [True, False, False, False], 2348, 'West', (15, 13))
Element 13: (2, (15, 13), ['.', '', '%', ''], [(16, 3), (11, 10), (14, 7)], [False, False, True, False], 74, False, [True, False, False, False], 2377, 'West', (14, 13))
Element 14: (2, (14, 13), ['.', '', '%', ''], [(17, 3), (12, 10), (15, 7)], [False, False, True, False], 72, False, [True, False, False, False], 2406, 'West', (13, 13))
Element 15: (2, (13, 13), ['.', '', '%', ''], [(18, 3), (13, 10), (16, 7)], [False, False, True, False], 70, False, [True, False, False, False], 2435, 'West', (12, 13))
