Element 1: (1, (5, 8), ['.', '%', '.', 'F'], [(9, 8), (12, 11), (14, 9)], [False, True, False, False], 98, False, [True, False, True, False], 9, 'East', (6, 8))
Element 2: (1, (6, 8), ['', '%', '%', '.'], [(10, 8), (13, 11), (15, 9)], [False, True, True, False], 96, False, [False, False, False, True], 2028, 'East', (7, 8))
Element 3: (1, (7, 8), ['', '%', '%', ''], [(10, 7), (13, 12), (16, 9)], [False, True, True, False], 94, False, [False, False, False, False], 2067, 'East', (8, 8))
Element 4: (1, (8, 8), ['', '%', '%', ''], [(11, 7), (14, 12), (17, 9)], [False, True, True, False], 92, False, [False, False, False, False], 2096, 'East', (9, 8))
Element 5: (1, (9, 8), ['', '.', '%', ''], [(12, 7), (15, 12), (18, 9)], [False, False, True, False], 90, False, [False, True, False, False], 2125, 'South', (9, 7))
Element 6: (1, (9, 7), ['%', '.', '', ''], [(13, 7), (16, 12), (17, 9)], [True, False, False, False], 88, False, [False, True, False, False], 2154, 'South', (9, 6))
Element 7: (1, (9, 6), ['.', '.', '', '.'], [(14, 7), (16, 13), (17, 10)], [False, False, False, False], 86, False, [True, True, False, True], 2193, 'East', (10, 6))
Element 8: (1, (10, 6), ['', '.', '', '.'], [(15, 7), (15, 13), (17, 11)], [False, False, False, False], 84, False, [False, True, False, True], 2232, 'East', (11, 6))
Element 9: (1, (11, 6), ['', '.', '', '.'], [(16, 7), (14, 13), (18, 11)], [False, False, False, False], 82, False, [False, True, False, True], 2271, 'East', (12, 6))
Element 10: (1, (12, 6), ['', '.', '', '.'], [(17, 7), (13, 13), (17, 11)], [False, False, False, False], 80, False, [False, True, False, True], 2300, 'East', (13, 6))
Element 11: (1, (13, 6), ['', '.', '', '.'], [(18, 7), (12, 13), (16, 11)], [False, False, False, False], 78, False, [False, True, False, True], 2339, 'East', (14, 6))
Element 12: (1, (14, 6), ['', '%', '', '.'], [(17, 7), (12, 12), (16, 12)], [False, True, False, False], 76, False, [False, False, False, True], 2358, 'East', (15, 6))
Element 13: (1, (15, 6), ['', '%', '', '.'], [(17, 6), (11, 12), (16, 13)], [False, True, False, False], 74, False, [False, False, False, True], 2387, 'East', (16, 6))
Element 14: (1, (16, 6), ['', '%', '', ''], [(17, 7), (11, 11), (15, 13)], [False, True, False, False], 72, False, [False, False, False, False], 2406, 'East', (17, 6))
Element 15: (1, (17, 6), ['', '%', '', '%'], [(16, 7), (11, 10), (15, 12)], [False, True, False, True], 70, False, [False, False, False, False], 2415, 'North', (17, 7))
Element 16: (1, (17, 7), ['', '', '%', ''], [(16, 6), (12, 10), (14, 12)], [False, False, True, False], 68, False, [False, False, False, False], 2424, 'East', (18, 7))
Element 17: (1, (18, 7), ['', '%', '%', '%'], [(15, 6), (13, 10), (14, 13)], [False, True, True, True], 66, False, [False, False, False, False], 2433, 'West', (17, 7))
Element 18: (1, (17, 7), ['', '', '%', ''], [(14, 6), (14, 10), (13, 13)], [False, False, True, False], 64, False, [False, False, False, False], 2442, 'West', (16, 7))
Element 19: (1, (16, 7), ['', '', '%', ''], [(13, 6), (15, 10), (13, 12)], [False, False, True, False], 62, False, [False, False, False, False], 2451, 'West', (15, 7))
Element 20: (1, (15, 7), ['', '', '%', ''], [(13, 5), (15, 9), (13, 11)], [False, False, True, False], 60, False, [False, False, False, False], 2460, 'West', (14, 7))
Element 21: (1, (14, 7), ['', '', '.', ''], [(12, 5), (16, 9), (13, 10)], [False, False, False, False], 58, False, [False, False, True, False], 2469, 'North', (14, 8))
Element 22: (1, (14, 8), ['.', '', '', '%'], [(11, 5), (17, 9), (13, 9)], [False, False, False, True], 56, False, [True, False, False, False], 2498, 'West', (13, 8))
Element 23: (1, (13, 8), ['.', '', '', ''], [(10, 5), (18, 9), (12, 9)], [False, False, False, False], 54, False, [True, False, False, False], 2527, 'West', (12, 8))
Element 24: (1, (12, 8), ['%', '', '', ''], [(9, 5), (17, 9), (11, 9)], [True, False, False, False], 52, False, [False, False, False, False], 2556, 'North', (12, 9))
Element 25: (1, (12, 9), ['', '', '', ''], [(8, 5), (17, 10), (11, 10)], [False, False, False, False], 50, False, [False, False, False, False], 2565, 'East', (13, 9))
Element 26: (1, (13, 9), ['', '', '', ''], [(8, 6), (17, 11), (10, 10)], [False, False, False, False], 48, False, [False, False, False, False], 2584, 'East', (14, 9))
Element 27: (1, (14, 9), ['', '', '', ''], [(7, 6), (18, 11), (10, 11)], [False, False, False, False], 46, False, [False, False, False, False], 2603, 'East', (15, 9))
Element 28: (1, (15, 9), ['', '%', '', ''], [(7, 5), (17, 11), (10, 12)], [False, True, False, False], 44, False, [False, False, False, False], 2622, 'East', (16, 9))
Element 29: (1, (16, 9), ['', '%', '%', ''], [(6, 5), (16, 11), (9, 12)], [False, True, True, False], 42, False, [False, False, False, False], 3631, 'East', (17, 9))
Element 30: (1, (17, 9), ['', '%', '', ''], [(6, 4), (17, 11), (9, 11)], [False, True, False, False], 40, False, [False, False, False, False], 4640, 'East', (18, 9))
Element 31: #1#
