Element 1: (3, (11, 10), ['.', '', '.', '.'], [(15, 6), (5, 1), (12, 9)], [False, False, False, False], 98, False, [True, False, True, True], 29, 'East', (12, 10))
Element 2: (3, (12, 10), ['', '', '.', '.'], [(16, 6), (6, 1), (13, 9)], [False, False, False, False], 96, False, [False, False, True, True], 68, 'East', (13, 10))
Element 3: (3, (13, 10), ['', '', '.', '.'], [(17, 6), (7, 1), (14, 9)], [False, False, False, False], 94, False, [False, False, True, True], 107, 'East', (14, 10))
Element 4: (3, (14, 10), ['', '', '%', '.'], [(17, 7), (8, 1), (15, 9)], [False, False, True, False], 92, False, [False, False, False, True], 146, 'East', (15, 10))
Element 5: (3, (15, 10), ['', '', '%', '%'], [(18, 7), (7, 1), (16, 9)], [False, False, True, True], 90, False, [False, False, False, False], 175, 'South', (15, 9))
Element 6: (3, (15, 9), ['', '%', '', ''], [(17, 7), (6, 1), (17, 9)], [False, True, False, False], 88, False, [False, False, False, False], 184, 'East', (16, 9))
Element 7: (3, (16, 9), ['', '%', '%', ''], [(16, 7), (6, 2), (18, 9)], [False, True, True, False], 86, False, [False, False, False, False], 213, 'East', (17, 9))
Element 8: (3, (17, 9), ['', '%', '.', 'G'], [(15, 7), (6, 3), (18, 9)], [False, True, False, False], 84, False, [False, False, True, False], 232, 'North', (17, 10))
Element 9: (3, (17, 10), ['%', 'G', '.', '%'], [(14, 7), (6, 4), (17, 9)], [True, False, False, True], 82, False, [False, False, True, False], 1251, 'North', (17, 11))
Element 10: (3, (17, 11), ['.', '', '%', '.'], [(14, 8), (6, 5), (17, 9)], [False, False, True, False], 80, False, [True, False, False, True], 1280, 'East', (18, 11))
Element 11: (3, (18, 11), ['', '%', '%', '%'], [(13, 8), (7, 5), (16, 9)], [False, True, True, True], 78, False, [False, False, False, False], 1309, 'West', (17, 11))
Element 12: (3, (17, 11), ['.', '', '%', ''], [(13, 7), (8, 5), (15, 9)], [False, False, True, False], 76, False, [True, False, False, False], 1328, 'West', (16, 11))
Element 13: (3, (16, 11), ['%', '%', '.', ''], [(13, 6), (9, 5), (14, 9)], [True, True, False, False], 74, False, [False, False, True, False], 1357, 'North', (16, 12))
Element 14: (3, (16, 12), ['.', '', '.', '%'], [(13, 5), (10, 5), (14, 8)], [False, False, False, True], 72, False, [True, False, True, False], 1386, 'North', (16, 13))
Element 15: (3, (16, 13), ['.', '', '%', '%'], [(12, 5), (11, 5), (14, 7)], [False, False, True, True], 70, False, [True, False, False, False], 1415, 'West', (15, 13))
Element 16: (3, (15, 13), ['.', '.', '%', ''], [(12, 6), (11, 6), (15, 7)], [False, False, True, False], 68, False, [True, True, False, False], 1444, 'South', (15, 12))
Element 17: (3, (15, 12), ['.', '%', '', ''], [(12, 7), (11, 7), (16, 7)], [False, True, False, False], 66, False, [True, False, False, False], 1473, 'West', (14, 12))
Element 18: (3, (14, 12), ['.', '%', '.', ''], [(12, 8), (10, 7), (17, 7)], [False, True, False, False], 64, False, [True, False, True, False], 1502, 'North', (14, 13))
Element 19: (3, (14, 13), ['.', '', '%', ''], [(12, 9), (10, 8), (18, 7)], [False, False, True, False], 62, False, [True, False, False, False], 2511, 'West', (13, 13))
Element 20: (3, (13, 13), ['.', '.', '%', ''], [(13, 9), (9, 8), (17, 7)], [False, False, True, False], 60, False, [True, True, False, False], 2530, 'South', (13, 12))
Element 21: (3, (13, 12), ['.', '.', '', ''], [(14, 9), (9, 7), (17, 6)], [False, False, False, False], 58, False, [True, True, False, False], 2549, 'South', (13, 11))
Element 22: (3, (13, 11), ['.', '', '', '%'], [(15, 9), (9, 6), (16, 6)], [False, False, False, True], 56, False, [True, False, False, False], 2568, 'West', (12, 11))
Element 23: (3, (12, 11), ['.', '', '.', ''], [(16, 9), (10, 6), (15, 6)], [False, False, False, False], 54, False, [True, False, True, False], 2587, 'North', (12, 12))
Element 24: (3, (12, 12), ['.', '', '.', ''], [(17, 9), (9, 6), (14, 6)], [False, False, False, False], 52, False, [True, False, True, False], 2596, 'North', (12, 13))
Element 25: (3, (12, 13), ['%', '', '%', ''], [(18, 9), (8, 6), (13, 6)], [True, False, True, False], 50, False, [False, False, False, False], 2615, 'South', (12, 12))
Element 26: (3, (12, 12), ['.', '', '', ''], [(17, 9), (7, 6), (13, 7)], [False, False, False, False], 48, False, [True, False, False, False], 2624, 'West', (11, 12))
Element 27: (3, (11, 12), ['.', '.', '%', ''], [(17, 10), (6, 6), (13, 8)], [False, False, True, False], 46, False, [True, True, False, False], 2643, 'South', (11, 11))
Element 28: (3, (11, 11), ['.', '', '', ''], [(17, 11), (5, 6), (12, 8)], [False, False, False, False], 44, False, [True, False, False, False], 2662, 'West', (10, 11))
Element 29: (3, (10, 11), ['.', '.', '.', ''], [(18, 11), (5, 5), (12, 7)], [False, False, False, False], 42, False, [True, True, True, False], 2681, 'North', (10, 12))
Element 30: (3, (10, 12), ['F', '', '%', ''], [(17, 11), (4, 5), (12, 6)], [False, False, True, False], 40, False, [False, False, False, False], 2700, 'West', (9, 12))
Element 31: (3, (9, 12), ['%', '.', '%', ''], [(16, 11), (4, 6), (12, 5)], [True, False, True, False], 38, False, [False, True, False, False], 3709, 'South', (9, 11))
Element 32: (3, (9, 11), ['F', '.', '', ''], [(16, 12), (4, 7), (13, 5)], [False, False, False, False], 36, False, [False, True, False, False], 3728, 'West', (8, 11))
Element 33: (3, (8, 11), ['.', '.', '%', ''], [(16, 13), (4, 8), (12, 5)], [False, False, True, False], 34, False, [True, True, False, False], 4737, 'South', (8, 10))
Element 34: (3, (8, 10), ['.', '%', '', '.'], [(15, 13), (5, 8), (11, 5)], [False, True, False, False], 32, False, [True, False, False, True], 4756, 'East', (9, 10))
Element 35: #1#
