Element 1: (2, (11, 2), ['.', '.', '.', 'G'], [(4, 7), (5, 2), (12, 2)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'North', (11, 3))
Element 2: (2, (11, 3), ['.', '', '%', '.'], [(4, 8), (6, 2), (13, 2)], [False, False, True, False], 96, False, [True, False, False, True], 58, 'East', (12, 3))
Element 3: (2, (12, 3), ['', '', '%', '%'], [(5, 8), (6, 3), (14, 2)], [False, False, True, True], 94, False, [False, False, False, False], 97, 'South', (12, 2))
Element 4: (2, (12, 2), ['', '.', '', ''], [(6, 8), (6, 4), (15, 2)], [False, False, False, False], 92, False, [False, True, False, False], 2106, 'South', (12, 1))
Element 5: (2, (12, 1), ['.', '%', '', '.'], [(7, 8), (6, 5), (15, 1)], [False, True, False, False], 90, False, [True, False, False, True], 2145, 'East', (13, 1))
Element 6: (2, (13, 1), ['', '%', '', 'G'], [(8, 8), (7, 5), (14, 1)], [False, True, False, False], 88, False, [False, False, False, False], 2184, 'North', (13, 2))
Element 7: (2, (13, 2), ['', 'G', '%', ''], [(9, 8), (8, 5), (13, 1)], [False, False, True, False], 86, False, [False, False, False, False], 2203, 'East', (14, 2))
Element 8: (2, (14, 2), ['', '', '%', ''], [(10, 8), (9, 5), (12, 1)], [False, False, True, False], 84, False, [False, False, False, False], 3212, 'East', (15, 2))
Element 9: (2, (15, 2), ['', '', '%', '%'], [(10, 7), (10, 5), (11, 1)], [False, False, True, True], 82, False, [False, False, False, False], 3241, 'South', (15, 1))
Element 10: (2, (15, 1), ['', '%', '', '%'], [(11, 7), (11, 5), (11, 2)], [False, True, False, True], 80, False, [False, False, False, False], 3260, 'West', (14, 1))
Element 11: (2, (14, 1), ['', '%', '', ''], [(12, 7), (12, 5), (10, 2)], [False, True, False, False], 78, False, [False, False, False, False], 3289, 'East', (15, 1))
Element 12: (2, (15, 1), ['', '%', '', '%'], [(13, 7), (13, 5), (10, 3)], [False, True, False, True], 76, False, [False, False, False, False], 3318, 'North', (15, 2))
Element 13: (2, (15, 2), ['', '', '%', '%'], [(14, 7), (13, 6), (9, 3)], [False, False, True, True], 74, False, [False, False, False, False], 3347, 'West', (14, 2))
Element 14: (2, (14, 2), ['', '', '%', ''], [(15, 7), (14, 6), (9, 2)], [False, False, True, False], 72, False, [False, False, False, False], 3376, 'South', (14, 1))
Element 15: (2, (14, 1), ['', '%', '', ''], [(16, 7), (15, 6), (9, 3)], [False, True, False, False], 70, False, [False, False, False, False], 3395, 'North', (14, 2))
Element 16: (2, (14, 2), ['', '', '%', ''], [(17, 7), (16, 6), (10, 3)], [False, False, True, False], 68, False, [False, False, False, False], 3414, 'West', (13, 2))
Element 17: (2, (13, 2), ['', '', '%', ''], [(18, 7), (17, 6), (11, 3)], [False, False, True, False], 66, False, [False, False, False, False], 3433, 'South', (13, 1))
Element 18: (2, (13, 1), ['', '%', '', ''], [(17, 7), (16, 6), (12, 3)], [False, True, False, False], 64, False, [False, False, False, False], 3432, 'West', (12, 1))
Element 19: (2, (12, 1), ['', '%', '', ''], [(17, 6), (16, 7), (11, 3)], [False, True, False, False], 62, False, [False, False, False, False], 3431, 'West', (11, 1))
Element 20: (2, (11, 1), ['%', '%', '', ''], [(16, 6), (17, 7), (10, 3)], [True, True, False, False], 60, False, [False, False, False, False], 3430, 'East', (12, 1))
Element 21: (2, (12, 1), ['', '%', '', ''], [(15, 6), (18, 7), (10, 2)], [False, True, False, False], 58, False, [False, False, False, False], 3429, 'North', (12, 2))
Element 22: (2, (12, 2), ['', '', '', ''], [(14, 6), (17, 7), (9, 2)], [False, False, False, False], 56, False, [False, False, False, False], 3428, 'East', (13, 2))
Element 23: (2, (13, 2), ['', '', '%', ''], [(13, 6), (16, 7), (10, 2)], [False, False, True, False], 54, False, [False, False, False, False], 3427, 'West', (12, 2))
Element 24: (2, (12, 2), ['G', '', '', ''], [(12, 6), (15, 7), (11, 2)], [False, False, False, False], 52, False, [False, False, False, False], 3436, 'North', (12, 3))
Element 25: (2, (12, 3), ['G', '', '%', '%'], [(11, 6), (14, 7), (11, 3)], [False, False, True, True], 50, False, [False, False, False, False], 3445, 'South', (12, 2))
Element 26: (2, (12, 2), ['G', '', '', ''], [(10, 6), (14, 8), (11, 2)], [False, False, False, False], 48, False, [False, False, False, False], 3464, 'North', (12, 3))
Element 27: (2, (12, 3), ['', '', '%', '%'], [(9, 6), (14, 9), (11, 1)], [False, False, True, True], 46, False, [False, False, False, False], 3483, 'West', (11, 3))
Element 28: (2, (11, 3), ['', '', '%', ''], [(9, 7), (15, 9), (12, 1)], [False, False, True, False], 44, False, [False, False, False, False], 3502, 'South', (11, 2))
Element 29: (2, (11, 2), ['', '', '', ''], [(9, 6), (16, 9), (13, 1)], [False, False, False, False], 42, False, [False, False, False, False], 3511, 'South', (11, 1))
Element 30: (2, (11, 1), ['%', '%', '', ''], [(8, 6), (17, 9), (14, 1)], [True, True, False, False], 40, False, [False, False, False, False], 3530, 'North', (11, 2))
Element 31: (2, (11, 2), ['', '', '', ''], [(7, 6), (18, 9), (15, 1)], [False, False, False, False], 38, False, [False, False, False, False], 3549, 'West', (10, 2))
Element 32: (2, (10, 2), ['', '%', '', ''], [(6, 6), (17, 9), (15, 2)], [False, True, False, False], 36, False, [False, False, False, False], 3558, 'North', (10, 3))
Element 33: (2, (10, 3), ['', '', '%', ''], [(5, 6), (17, 10), (14, 2)], [False, False, True, False], 34, False, [False, False, False, False], 3577, 'West', (9, 3))
Element 34: (2, (9, 3), ['%', '', '%', ''], [(5, 5), (17, 11), (14, 1)], [True, False, True, False], 32, False, [False, False, False, False], 3596, 'South', (9, 2))
Element 35: (2, (9, 2), ['%', '%', '', ''], [(4, 5), (18, 11), (14, 2)], [True, True, False, False], 30, False, [False, False, False, False], 3615, 'North', (9, 3))
Element 36: (2, (9, 3), ['%', '', '%', ''], [(4, 6), (17, 11), (13, 2)], [True, False, True, False], 28, False, [False, False, False, False], 3624, 'East', (10, 3))
