Element 1: (0, (5, 8), ['.', '%', '.', 'F'], [(2, 3), (15, 6), (17, 9)], [False, True, False, False], 98, False, [True, False, True, False], 0, 'East', (6, 8))
Element 2: (0, (6, 8), ['', '%', '%', '.'], [(3, 3), (16, 6), (18, 9)], [False, True, True, False], 96, False, [False, False, False, True], 1029, 'East', (7, 8))
Element 3: (0, (7, 8), ['', '%', '%', '.'], [(4, 3), (17, 6), (17, 9)], [False, True, True, False], 94, False, [False, False, False, True], 1058, 'East', (8, 8))
Element 4: (0, (8, 8), ['', '%', '%', '.'], [(5, 3), (17, 7), (17, 10)], [False, True, True, False], 92, False, [False, False, False, True], 1097, 'East', (9, 8))
Element 5: (0, (9, 8), ['', '.', '%', 'F'], [(6, 3), (18, 7), (17, 11)], [False, False, True, False], 90, False, [False, True, False, False], 1136, 'East', (10, 8))
Element 6: (0, (10, 8), ['', '.', '%', '%'], [(6, 4), (17, 7), (18, 11)], [False, False, True, True], 88, False, [False, True, False, False], 3145, 'South', (10, 7))
Element 7: (0, (10, 7), ['.', '.', '', '.'], [(6, 5), (16, 7), (17, 11)], [False, False, False, False], 86, False, [True, True, False, True], 3174, 'East', (11, 7))
Element 8: (0, (11, 7), ['', '.', '%', '.'], [(7, 5), (15, 7), (16, 11)], [False, False, True, False], 84, False, [False, True, False, True], 3213, 'East', (12, 7))
Element 9: (0, (12, 7), ['', '.', '.', '.'], [(8, 5), (14, 7), (16, 12)], [False, False, False, False], 82, False, [False, True, True, True], 3252, 'East', (13, 7))
Element 10: (0, (13, 7), ['', '.', '.', ''], [(9, 5), (14, 8), (16, 13)], [False, False, False, False], 80, False, [False, True, True, False], 3291, 'North', (13, 8))
Element 11: (0, (13, 8), ['.', '', '.', ''], [(10, 5), (14, 9), (15, 13)], [False, False, False, False], 78, False, [True, False, True, False], 3330, 'North', (13, 9))
Element 12: (0, (13, 9), ['.', '', '.', ''], [(11, 5), (15, 9), (15, 12)], [False, False, False, False], 76, False, [True, False, True, False], 3369, 'North', (13, 10))
Element 13: (0, (13, 10), ['.', '', '.', '.'], [(12, 5), (16, 9), (14, 12)], [False, False, False, False], 74, False, [True, False, True, True], 3408, 'East', (14, 10))
Element 14: (0, (14, 10), ['', '', '%', '.'], [(13, 5), (17, 9), (14, 13)], [False, False, True, False], 72, False, [False, False, False, True], 3437, 'East', (15, 10))
Element 15: (0, (15, 10), ['', '', '%', '%'], [(13, 6), (18, 9), (13, 13)], [False, False, True, True], 70, False, [False, False, False, False], 3466, 'South', (15, 9))
