Element 1: (2, (10, 7), ['.', '.', 'F', '.'], [(16, 13), (6, 10), (10, 10)], [False, False, False, False], 98, False, [True, True, False, True], 19, 'North', (10, 8))
Element 2: (2, (10, 8), ['.', '', '%', '%'], [(15, 13), (7, 10), (11, 10)], [False, False, True, True], 96, False, [True, False, False, False], 1048, 'West', (9, 8))
Element 3: (2, (9, 8), ['.', '.', '%', ''], [(15, 12), (8, 10), (12, 10)], [False, False, True, False], 94, False, [True, True, False, False], 1087, 'South', (9, 7))
Element 4: (2, (9, 7), ['%', '.', '', ''], [(14, 12), (8, 11), (13, 10)], [True, False, False, False], 92, False, [False, True, False, False], 2116, 'South', (9, 6))
Element 5: (2, (9, 6), ['.', '.', '', '.'], [(14, 13), (9, 11), (14, 10)], [False, False, False, False], 90, False, [True, True, False, True], 2155, 'East', (10, 6))
Element 6: (2, (10, 6), ['', '.', '', '.'], [(13, 13), (9, 12), (15, 10)], [False, False, False, False], 88, False, [False, True, False, True], 3184, 'East', (11, 6))
Element 7: (2, (11, 6), ['', '.', '.', '.'], [(13, 12), (10, 12), (15, 9)], [False, False, False, False], 86, False, [False, True, True, True], 3223, 'East', (12, 6))
Element 8: (2, (12, 6), ['', '.', '.', '.'], [(13, 11), (11, 12), (16, 9)], [False, False, False, False], 84, False, [False, True, True, True], 3262, 'East', (13, 6))
Element 9: (2, (13, 6), ['', '.', '.', '.'], [(12, 11), (12, 12), (17, 9)], [False, False, False, False], 82, False, [False, True, True, True], 3301, 'East', (14, 6))
Element 10: (2, (14, 6), ['', '%', '.', '.'], [(11, 11), (12, 13), (18, 9)], [False, True, False, False], 80, False, [False, False, True, True], 3340, 'East', (15, 6))
Element 11: (2, (15, 6), ['', '%', '.', '.'], [(10, 11), (13, 13), (17, 9)], [False, True, False, False], 78, False, [False, False, True, True], 3359, 'East', (16, 6))
Element 12: (2, (16, 6), ['', '%', '.', '.'], [(10, 12), (14, 13), (17, 10)], [False, True, False, False], 76, False, [False, False, True, True], 3378, 'East', (17, 6))
Element 13: (2, (17, 6), ['', '%', '.', '%'], [(11, 12), (15, 13), (17, 11)], [False, True, False, True], 74, False, [False, False, True, False], 3397, 'North', (17, 7))
Element 14: (2, (17, 7), ['.', '', '%', '.'], [(12, 12), (16, 13), (18, 11)], [False, False, True, False], 72, False, [True, False, False, True], 3416, 'East', (18, 7))
Element 15: (2, (18, 7), ['', '%', '%', '%'], [(12, 13), (16, 12), (17, 11)], [False, True, True, True], 70, False, [False, False, False, False], 3425, 'West', (17, 7))
Element 16: (2, (17, 7), ['.', '', '%', ''], [(12, 12), (15, 12), (16, 11)], [False, False, True, False], 68, False, [True, False, False, False], 3434, 'West', (16, 7))
Element 17: (2, (16, 7), ['.', '', '%', ''], [(11, 12), (14, 12), (16, 12)], [False, False, True, False], 66, False, [True, False, False, False], 3443, 'West', (15, 7))
Element 18: (2, (15, 7), ['.', '', '%', ''], [(10, 12), (13, 12), (16, 13)], [False, False, True, False], 64, False, [True, False, False, False], 3452, 'West', (14, 7))
Element 19: (2, (14, 7), ['.', '', '.', ''], [(9, 12), (13, 11), (15, 13)], [False, False, False, False], 62, False, [True, False, True, False], 3461, 'North', (14, 8))
Element 20: (2, (14, 8), ['.', '', '.', '%'], [(9, 11), (13, 10), (15, 12)], [False, False, False, True], 60, False, [True, False, True, False], 3470, 'North', (14, 9))
Element 21: (2, (14, 9), ['G', '', '', ''], [(9, 10), (13, 9), (14, 12)], [False, False, False, False], 58, False, [False, False, False, False], 3499, 'East', (15, 9))
Element 22: (2, (15, 9), ['', '%', '', ''], [(10, 10), (13, 8), (14, 13)], [False, True, False, False], 56, False, [False, False, False, False], 3508, 'East', (16, 9))
Element 23: (2, (16, 9), ['', '%', '%', ''], [(11, 10), (13, 7), (13, 13)], [False, True, True, False], 54, False, [False, False, False, False], 3517, 'East', (17, 9))
Element 24: (2, (17, 9), ['', '%', '', ''], [(11, 9), (12, 7), (13, 12)], [False, True, False, False], 52, False, [False, False, False, False], 3536, 'East', (18, 9))
Element 25: (2, (18, 9), ['', '%', '%', '%'], [(12, 9), (12, 8), (13, 11)], [False, True, True, True], 50, False, [False, False, False, False], 3555, 'West', (17, 9))
Element 26: (2, (17, 9), ['', '%', '', ''], [(13, 9), (12, 9), (12, 11)], [False, True, False, False], 48, False, [False, False, False, False], 3554, 'North', (17, 10))
Element 27: (2, (17, 10), ['%', '', '', '%'], [(14, 9), (12, 10), (12, 12)], [True, False, False, True], 46, False, [False, False, False, False], 3553, 'North', (17, 11))
Element 28: (2, (17, 11), ['', '', '%', ''], [(15, 9), (12, 11), (12, 13)], [False, False, True, False], 44, False, [False, False, False, False], 3552, 'East', (18, 11))
Element 29: (2, (18, 11), ['', '%', '%', '%'], [(16, 9), (11, 11), (12, 12)], [False, True, True, True], 42, False, [False, False, False, False], 3551, 'West', (17, 11))
Element 30: (2, (17, 11), ['', '', '%', ''], [(17, 9), (11, 10), (11, 12)], [False, False, True, False], 40, False, [False, False, False, False], 3550, 'West', (16, 11))
Element 31: (2, (16, 11), ['%', '%', '', ''], [(18, 9), (11, 9), (11, 11)], [True, True, False, False], 38, False, [False, False, False, False], 3549, 'North', (16, 12))
Element 32: (2, (16, 12), ['', '', '', '%'], [(17, 9), (11, 10), (10, 11)], [False, False, False, True], 36, False, [False, False, False, False], 3548, 'North', (16, 13))
Element 33: (2, (16, 13), ['', '', '%', '%'], [(17, 10), (10, 10), (10, 12)], [False, False, True, True], 34, False, [False, False, False, False], 3547, 'West', (15, 13))
Element 34: (2, (15, 13), ['', '', '%', ''], [(17, 11), (10, 11), (9, 12)], [False, False, True, False], 32, False, [False, False, False, False], 3546, 'South', (15, 12))
Element 35: (2, (15, 12), ['', '%', '', ''], [(18, 11), (10, 10), (9, 11)], [False, True, False, False], 30, False, [False, False, False, False], 3545, 'West', (14, 12))
Element 36: (2, (14, 12), ['', '%', '', ''], [(17, 11), (10, 11), (9, 10)], [False, True, False, False], 28, False, [False, False, False, False], 3544, 'North', (14, 13))
Element 37: (2, (14, 13), ['', '', '%', ''], [(16, 11), (10, 10), (8, 10)], [False, False, True, False], 26, False, [False, False, False, False], 3543, 'West', (13, 13))
Element 38: (2, (13, 13), ['', '', '%', ''], [(17, 11), (11, 10), (8, 11)], [False, False, True, False], 24, False, [False, False, False, False], 3542, 'South', (13, 12))
Element 39: (2, (13, 12), ['', '', '', ''], [(17, 10), (11, 11), (7, 11)], [False, False, False, False], 22, False, [False, False, False, False], 3551, 'South', (13, 11))
Element 40: (2, (13, 11), ['', '', '', '%'], [(17, 9), (10, 11), (6, 11)], [False, False, False, True], 20, False, [False, False, False, False], 3560, 'South', (13, 10))
Element 41: (2, (13, 10), ['', '', '', ''], [(16, 9), (11, 11), (6, 12)], [False, False, False, False], 18, False, [False, False, False, False], 3569, 'East', (14, 10))
Element 42: (2, (14, 10), ['', '', '%', ''], [(15, 9), (12, 11), (5, 12)], [False, False, True, False], 16, False, [False, False, False, False], 3578, 'East', (15, 10))
Element 43: (2, (15, 10), ['', '', '%', '%'], [(14, 9), (12, 10), (5, 13)], [False, False, True, True], 14, False, [False, False, False, False], 3587, 'West', (14, 10))
Element 44: (2, (14, 10), ['', '', '%', ''], [(15, 9), (11, 10), (4, 13)], [False, False, True, False], 12, False, [False, False, False, False], 3596, 'West', (13, 10))
Element 45: (2, (13, 10), ['G', '', '', ''], [(14, 9), (12, 10), (3, 13)], [False, False, False, False], 10, False, [False, False, False, False], 3605, 'South', (13, 9))
Element 46: (2, (13, 9), ['G', '', '', ''], [(14, 10), (12, 9), (2, 13)], [False, False, False, False], 8, False, [False, False, False, False], 3614, 'South', (13, 8))
Element 47: (2, (13, 8), ['', '', '', ''], [(15, 10), (11, 9), (1, 13)], [False, False, False, False], 6, False, [False, False, False, False], 3623, 'South', (13, 7))
Element 48: (2, (13, 7), ['', '', '', ''], [(14, 10), (12, 9), (2, 13)], [False, False, False, False], 4, False, [False, False, False, False], 3622, 'West', (12, 7))
Element 49: (2, (12, 7), ['.', '', 'G', ''], [(13, 10), (12, 8), (3, 13)], [False, False, False, False], 2, False, [True, False, False, False], 3621, 'West', (11, 7))
Element 50: (2, (11, 7), ['', '', '%', ''], [(13, 10), (12, 8), (4, 13)], [False, False, True, False], 0, False, [False, False, False, False], 3630, 'Stop', (11, 7))
Element 51: #0#
