Element 1: (1, (2, 10), ['.', '.', 'G', '.'], [(10, 7), (2, 11), (11, 6)], [False, False, False, False], 98, False, [True, True, False, True], 9, 'East', (3, 10))
Element 2: (1, (3, 10), ['', '.', 'G', '.'], [(10, 8), (3, 11), (12, 6)], [False, False, False, False], 96, False, [False, True, False, True], 1038, 'East', (4, 10))
Element 3: (1, (4, 10), ['', '.', 'G', '.'], [(9, 8), (4, 11), (13, 6)], [False, False, False, False], 94, False, [False, True, False, True], 1077, 'East', (5, 10))
Element 4: (1, (5, 10), ['', '.', 'G', '.'], [(9, 7), (5, 11), (14, 6)], [False, False, False, False], 92, False, [False, True, False, True], 1116, 'East', (6, 10))
Element 5: (1, (6, 10), ['', '%', 'G', '.'], [(9, 6), (6, 11), (15, 6)], [False, True, False, False], 90, False, [False, False, False, True], 1155, 'East', (7, 10))
Element 6: (1, (7, 10), ['', '%', 'G', '.'], [(9, 5), (7, 11), (16, 6)], [False, True, False, False], 88, False, [False, False, False, True], 1194, 'East', (8, 10))
Element 7: (1, (8, 10), ['', '%', 'G', '.'], [(10, 5), (8, 11), (17, 6)], [False, True, False, False], 86, False, [False, False, False, True], 2223, 'East', (9, 10))
Element 8: (1, (9, 10), ['', '%', 'G', '.'], [(11, 5), (9, 11), (17, 7)], [False, True, False, False], 84, False, [False, False, False, True], 2262, 'East', (10, 10))
Element 9: (1, (10, 10), ['', '%', '.', '.'], [(12, 5), (9, 12), (18, 7)], [False, True, False, False], 82, False, [False, False, True, True], 3291, 'East', (11, 10))
Element 10: (1, (11, 10), ['', '.', '.', '.'], [(13, 5), (10, 12), (17, 7)], [False, False, False, False], 80, False, [False, True, True, True], 3320, 'East', (12, 10))
Element 11: (1, (12, 10), ['', '.', '.', '.'], [(13, 6), (11, 12), (16, 7)], [False, False, False, False], 78, False, [False, True, True, True], 3349, 'East', (13, 10))
Element 12: (1, (13, 10), ['', '.', '.', '.'], [(13, 7), (12, 12), (15, 7)], [False, False, False, False], 76, False, [False, True, True, True], 3388, 'East', (14, 10))
Element 13: (1, (14, 10), ['', '.', '%', '.'], [(13, 8), (13, 12), (14, 7)], [False, False, True, False], 74, False, [False, True, False, True], 3427, 'East', (15, 10))
Element 14: (1, (15, 10), ['', '.', '%', '%'], [(13, 9), (14, 12), (14, 8)], [False, False, True, True], 72, False, [False, True, False, False], 3466, 'South', (15, 9))
Element 15: (1, (15, 9), ['G', '%', '', '.'], [(12, 9), (15, 12), (14, 9)], [False, True, False, False], 70, False, [False, False, False, True], 3505, 'East', (16, 9))
Element 16: (1, (16, 9), ['G', '%', '%', '.'], [(12, 8), (16, 12), (15, 9)], [False, True, True, False], 68, False, [False, False, False, True], 3534, 'East', (17, 9))
Element 17: (1, (17, 9), ['G', '%', '.', '.'], [(12, 7), (16, 13), (16, 9)], [False, True, False, False], 66, False, [False, False, True, True], 3563, 'East', (18, 9))
Element 18: (1, (18, 9), ['G', '%', '%', '%'], [(11, 7), (15, 13), (17, 9)], [False, True, True, True], 64, False, [False, False, False, False], 3592, 'Stop', (18, 9))
Element 19: (1, (18, 9), ['', '%', '%', '%'], [(11, 6), (14, 13), (17, 10)], [False, True, True, True], 62, False, [False, False, False, False], 3611, 'West', (17, 9))
Element 20: (1, (17, 9), ['', '%', '', ''], [(12, 6), (13, 13), (17, 11)], [False, True, False, False], 60, False, [False, False, False, False], 3630, 'Stop', (17, 9))
Element 21: (1, (17, 9), ['', '%', '', ''], [(11, 6), (12, 13), (18, 11)], [False, True, False, False], 58, False, [False, False, False, False], 3649, 'West', (16, 9))
Element 22: (1, (16, 9), ['', '%', '%', ''], [(11, 7), (13, 13), (17, 11)], [False, True, True, False], 56, False, [False, False, False, False], 3648, 'West', (15, 9))
Element 23: (1, (15, 9), ['', '%', '', ''], [(12, 7), (14, 13), (16, 11)], [False, True, False, False], 54, False, [False, False, False, False], 3657, 'North', (15, 10))
Element 24: (1, (15, 10), ['', '', '%', '%'], [(12, 6), (15, 13), (16, 12)], [False, False, True, True], 52, False, [False, False, False, False], 3656, 'West', (14, 10))
Element 25: (1, (14, 10), ['', '', '%', ''], [(12, 7), (16, 13), (15, 12)], [False, False, True, False], 50, False, [False, False, False, False], 3655, 'South', (14, 9))
Element 26: (1, (14, 9), ['', '', '', ''], [(12, 8), (16, 12), (15, 13)], [False, False, False, False], 48, False, [False, False, False, False], 3654, 'South', (14, 8))
Element 27: (1, (14, 8), ['', '', '', '%'], [(12, 9), (16, 11), (16, 13)], [False, False, False, True], 46, False, [False, False, False, False], 3653, 'South', (14, 7))
Element 28: (1, (14, 7), ['', '', '', ''], [(11, 9), (17, 11), (15, 13)], [False, False, False, False], 44, False, [False, False, False, False], 3662, 'East', (15, 7))
Element 29: (1, (15, 7), ['', '', '%', ''], [(11, 10), (18, 11), (14, 13)], [False, False, True, False], 42, False, [False, False, False, False], 3661, 'East', (16, 7))
Element 30: (1, (16, 7), ['', '', '%', ''], [(11, 11), (17, 11), (14, 12)], [False, False, True, False], 40, False, [False, False, False, False], 3670, 'East', (17, 7))
Element 31: (1, (17, 7), ['', '', '%', ''], [(12, 11), (17, 10), (13, 12)], [False, False, True, False], 38, False, [False, False, False, False], 3679, 'East', (18, 7))
Element 32: (1, (18, 7), ['', '%', '%', '%'], [(12, 12), (17, 9), (13, 11)], [False, True, True, True], 36, False, [False, False, False, False], 3688, 'West', (17, 7))
Element 33: (1, (17, 7), ['', '', '%', ''], [(13, 12), (18, 9), (13, 10)], [False, False, True, False], 34, False, [False, False, False, False], 3687, 'South', (17, 6))
Element 34: (1, (17, 6), ['', '%', '', '%'], [(14, 12), (17, 9), (14, 10)], [False, True, False, True], 32, False, [False, False, False, False], 3686, 'West', (16, 6))
Element 35: (1, (16, 6), ['', '%', '', ''], [(15, 12), (16, 9), (15, 10)], [False, True, False, False], 30, False, [False, False, False, False], 3685, 'West', (15, 6))
