Element 1: (1, (5, 2), ['G', '.', '.', '.'], [(4, 2), (13, 10), (16, 9)], [False, False, False, False], 98, False, [False, True, True, True], 9, 'East', (6, 2))
Element 2: (1, (6, 2), ['', '.', '.', '%'], [(4, 3), (14, 10), (17, 9)], [False, False, False, True], 96, False, [False, True, True, False], 48, 'North', (6, 3))
Element 3: (1, (6, 3), ['G', '', 'F', '%'], [(5, 3), (15, 10), (18, 9)], [False, False, False, True], 94, False, [False, False, False, False], 87, 'North', (6, 4))
Element 4: (1, (6, 4), ['%', 'G', '.', '%'], [(6, 3), (15, 9), (17, 9)], [True, False, False, True], 92, False, [False, False, True, False], 1096, 'North', (6, 5))
Element 5: (1, (6, 5), ['.', 'G', '.', '.'], [(6, 4), (14, 9), (17, 10)], [False, False, False, False], 90, False, [True, False, True, True], 1125, 'East', (7, 5))
Element 6: (1, (7, 5), ['G', '%', '.', '.'], [(6, 5), (14, 8), (17, 11)], [False, True, False, False], 88, False, [False, False, True, True], 1154, 'East', (8, 5))
Element 7: (1, (8, 5), ['', '%', '.', '.'], [(6, 6), (14, 7), (18, 11)], [False, True, False, False], 86, False, [False, False, True, True], 1193, 'East', (9, 5))
Element 8: (1, (9, 5), ['', '%', '.', '.'], [(7, 6), (15, 7), (17, 11)], [False, True, False, False], 84, False, [False, False, True, True], 1222, 'East', (10, 5))
Element 9: (1, (10, 5), ['', '%', '.', '.'], [(8, 6), (16, 7), (16, 11)], [False, True, False, False], 82, False, [False, False, True, True], 1261, 'East', (11, 5))
Element 10: (1, (11, 5), ['', '%', '.', '.'], [(9, 6), (17, 7), (16, 12)], [False, True, False, False], 80, False, [False, False, True, True], 1300, 'East', (12, 5))
Element 11: (1, (12, 5), ['', '%', '.', '.'], [(10, 6), (18, 7), (16, 13)], [False, True, False, False], 78, False, [False, False, True, True], 1339, 'East', (13, 5))
Element 12: (1, (13, 5), ['', '%', '.', '%'], [(11, 6), (17, 7), (15, 13)], [False, True, False, True], 76, False, [False, False, True, False], 1368, 'North', (13, 6))
Element 13: (1, (13, 6), ['G', '', '.', '.'], [(12, 6), (17, 6), (15, 12)], [False, False, False, False], 74, False, [False, False, True, True], 1407, 'East', (14, 6))
Element 14: (1, (14, 6), ['', '%', '', '.'], [(12, 7), (16, 6), (14, 12)], [False, True, False, False], 72, False, [False, False, False, True], 1446, 'East', (15, 6))
Element 15: (1, (15, 6), ['', '%', '', ''], [(13, 7), (17, 6), (14, 13)], [False, True, False, False], 70, False, [False, False, False, False], 1475, 'East', (16, 6))
Element 16: (1, (16, 6), ['', '%', '', ''], [(13, 8), (17, 7), (13, 13)], [False, True, False, False], 68, False, [False, False, False, False], 1494, 'East', (17, 6))
Element 17: (1, (17, 6), ['', '%', '', '%'], [(13, 9), (16, 7), (13, 12)], [False, True, False, True], 66, False, [False, False, False, False], 1513, 'North', (17, 7))
Element 18: (1, (17, 7), ['', '', '%', ''], [(12, 9), (16, 6), (13, 11)], [False, False, True, False], 64, False, [False, False, False, False], 1532, 'East', (18, 7))
Element 19: (1, (18, 7), ['', '%', '%', '%'], [(12, 10), (16, 7), (12, 11)], [False, True, True, True], 62, False, [False, False, False, False], 1551, 'West', (17, 7))
Element 20: (1, (17, 7), ['', '', '%', ''], [(11, 10), (15, 7), (12, 12)], [False, False, True, False], 60, False, [False, False, False, False], 1570, 'West', (16, 7))
Element 21: (1, (16, 7), ['', '', '%', ''], [(11, 11), (15, 6), (12, 13)], [False, False, True, False], 58, False, [False, False, False, False], 1589, 'West', (15, 7))
Element 22: (1, (15, 7), ['', '', '%', ''], [(11, 12), (14, 6), (12, 12)], [False, False, True, False], 56, False, [False, False, False, False], 1598, 'West', (14, 7))
Element 23: (1, (14, 7), ['', '', '', ''], [(10, 12), (13, 6), (12, 11)], [False, False, False, False], 54, False, [False, False, False, False], 1607, 'North', (14, 8))
Element 24: (1, (14, 8), ['', '', '', '%'], [(9, 12), (13, 7), (12, 12)], [False, False, False, True], 52, False, [False, False, False, False], 2606, 'North', (14, 9))
Element 25: (1, (14, 9), ['', '', '', ''], [(9, 11), (13, 8), (12, 11)], [False, False, False, False], 50, False, [False, False, False, False], 2615, 'East', (15, 9))
Element 26: (1, (15, 9), ['', '%', '', ''], [(8, 11), (12, 8), (11, 11)], [False, True, False, False], 48, False, [False, False, False, False], 3624, 'East', (16, 9))
Element 27: (1, (16, 9), ['', '%', '%', ''], [(8, 10), (12, 9), (10, 11)], [False, True, True, False], 46, False, [False, False, False, False], 3643, 'East', (17, 9))
Element 28: (1, (17, 9), ['', '%', '', ''], [(9, 10), (11, 9), (10, 10)], [False, True, False, False], 44, False, [False, False, False, False], 3672, 'East', (18, 9))
Element 29: (1, (18, 9), ['', '%', '%', '%'], [(10, 10), (11, 10), (10, 11)], [False, True, True, True], 42, False, [False, False, False, False], 3671, 'West', (17, 9))
Element 30: (1, (17, 9), ['', '%', '', ''], [(10, 11), (12, 10), (10, 12)], [False, True, False, False], 40, False, [False, False, False, False], 3670, 'North', (17, 10))
Element 31: (1, (17, 10), ['%', '', '', '%'], [(10, 10), (12, 11), (11, 12)], [True, False, False, True], 38, False, [False, False, False, False], 3669, 'North', (17, 11))
Element 32: (1, (17, 11), ['', '', '%', ''], [(9, 10), (13, 11), (10, 12)], [False, False, True, False], 36, False, [False, False, False, False], 3668, 'East', (18, 11))
Element 33: (1, (18, 11), ['', '%', '%', '%'], [(8, 10), (13, 12), (9, 12)], [False, True, True, True], 34, False, [False, False, False, False], 3667, 'West', (17, 11))
Element 34: (1, (17, 11), ['', '', '%', ''], [(7, 10), (14, 12), (9, 11)], [False, False, True, False], 32, False, [False, False, False, False], 3676, 'West', (16, 11))
Element 35: (1, (16, 11), ['%', '%', '', ''], [(7, 11), (15, 12), (9, 10)], [True, True, False, False], 30, False, [False, False, False, False], 3685, 'North', (16, 12))
Element 36: (1, (16, 12), ['', '', '', '%'], [(6, 11), (15, 13), (8, 10)], [False, False, False, True], 28, False, [False, False, False, False], 3694, 'North', (16, 13))
Element 37: (1, (16, 13), ['', '', '%', '%'], [(6, 12), (14, 13), (8, 11)], [False, False, True, True], 26, False, [False, False, False, False], 3703, 'West', (15, 13))
Element 38: (1, (15, 13), ['', '', '%', ''], [(5, 12), (13, 13), (7, 11)], [False, False, True, False], 24, False, [False, False, False, False], 3712, 'South', (15, 12))
Element 39: (1, (15, 12), ['', '%', '', ''], [(5, 13), (12, 13), (7, 10)], [False, True, False, False], 22, False, [False, False, False, False], 3721, 'West', (14, 12))
Element 40: (1, (14, 12), ['', '%', '', ''], [(4, 13), (12, 12), (6, 10)], [False, True, False, False], 20, False, [False, False, False, False], 3740, 'North', (14, 13))
Element 41: (1, (14, 13), ['', '', '%', ''], [(3, 13), (11, 12), (5, 10)], [False, False, True, False], 18, False, [False, False, False, False], 3759, 'West', (13, 13))
Element 42: (1, (13, 13), ['', '', '%', ''], [(2, 13), (11, 11), (5, 11)], [False, False, True, False], 16, False, [False, False, False, False], 3778, 'South', (13, 12))
Element 43: (1, (13, 12), ['', '', '', ''], [(1, 13), (10, 11), (4, 11)], [False, False, False, False], 14, False, [False, False, False, False], 3797, 'South', (13, 11))
Element 44: (1, (13, 11), ['', '', '', '%'], [(2, 13), (10, 12), (4, 10)], [False, False, False, True], 12, False, [False, False, False, False], 3806, 'South', (13, 10))
Element 45: (1, (13, 10), ['', '', '', ''], [(3, 13), (9, 12), (4, 9)], [False, False, False, False], 10, False, [False, False, False, False], 3815, 'East', (14, 10))
Element 46: (1, (14, 10), ['', '', '%', ''], [(4, 13), (9, 11), (5, 9)], [False, False, True, False], 8, False, [False, False, False, False], 3824, 'East', (15, 10))
Element 47: (1, (15, 10), ['', '', '%', '%'], [(5, 13), (9, 10), (5, 8)], [False, False, True, True], 6, False, [False, False, False, False], 3833, 'West', (14, 10))
Element 48: (1, (14, 10), ['', '', '%', ''], [(5, 12), (10, 10), (6, 8)], [False, False, True, False], 4, False, [False, False, False, False], 4832, 'West', (13, 10))
Element 49: (1, (13, 10), ['', '', '', ''], [(5, 11), (9, 10), (7, 8)], [False, False, False, False], 2, False, [False, False, False, False], 4841, 'South', (13, 9))
Element 50: (1, (13, 9), ['', '', '', ''], [(5, 11), (8, 10), (8, 8)], [False, False, False, False], 0, False, [False, False, False, False], 4850, 'Stop', (13, 9))
Element 51: #0#
