Element 1: (1, (1, 13), ['%', '%', '%', '.'], [(2, 1), (6, 1), (14, 12)], [True, True, True, False], 98, False, [False, False, False, True], 9, 'East', (2, 13))
Element 2: (1, (2, 13), ['', '%', '%', '.'], [(3, 1), (7, 1), (15, 12)], [False, True, True, False], 96, False, [False, False, False, True], 48, 'East', (3, 13))
Element 3: (1, (3, 13), ['', '%', '%', '.'], [(4, 1), (8, 1), (16, 12)], [False, True, True, False], 94, False, [False, False, False, True], 87, 'East', (4, 13))
Element 4: (1, (4, 13), ['', '%', '%', '.'], [(5, 1), (7, 1), (16, 13)], [False, True, True, False], 92, False, [False, False, False, True], 116, 'East', (5, 13))
Element 5: (1, (5, 13), ['', '.', '%', '%'], [(5, 2), (6, 1), (15, 13)], [False, False, True, True], 90, False, [False, True, False, False], 145, 'South', (5, 12))
Element 6: (1, (5, 12), ['%', '.', '', '.'], [(5, 3), (6, 2), (14, 13)], [True, False, False, False], 88, False, [False, True, False, True], 184, 'East', (6, 12))
Element 7: (1, (6, 12), ['', '.', '%', '%'], [(4, 3), (6, 3), (13, 13)], [False, False, True, True], 86, False, [False, True, False, False], 223, 'South', (6, 11))
Element 8: (1, (6, 11), ['.', '.', '', '.'], [(4, 2), (6, 4), (13, 12)], [False, False, False, False], 84, False, [True, True, False, True], 1252, 'East', (7, 11))
Element 9: (1, (7, 11), ['', '.', '%', 'F'], [(3, 2), (6, 5), (13, 11)], [False, False, True, False], 82, False, [False, True, False, False], 1291, 'East', (8, 11))
Element 10: (1, (8, 11), ['', '.', '%', '.'], [(3, 3), (7, 5), (13, 10)], [False, False, True, False], 80, False, [False, True, False, True], 2320, 'East', (9, 11))
Element 11: (1, (9, 11), ['', '.', 'F', '.'], [(3, 4), (8, 5), (14, 10)], [False, False, False, False], 78, False, [False, True, False, True], 2359, 'North', (9, 12))
Element 12: (1, (9, 12), ['%', '', '%', '.'], [(3, 5), (9, 5), (15, 10)], [True, False, True, False], 76, False, [False, False, False, True], 3388, 'East', (10, 12))
Element 13: (1, (10, 12), ['', '.', '%', '.'], [(4, 5), (10, 5), (15, 9)], [False, False, True, False], 74, False, [False, True, False, True], 3427, 'East', (11, 12))
Element 14: (1, (11, 12), ['', '.', '%', '.'], [(5, 5), (11, 5), (16, 9)], [False, False, True, False], 72, False, [False, True, False, True], 3466, 'East', (12, 12))
Element 15: (1, (12, 12), ['', '.', '.', ''], [(5, 6), (12, 5), (17, 9)], [False, False, False, False], 70, False, [False, True, True, False], 3505, 'North', (12, 13))
Element 16: (1, (12, 13), ['%', '', '%', ''], [(6, 6), (13, 5), (18, 9)], [True, False, True, False], 68, False, [False, False, False, False], 3544, 'East', (13, 13))
