Element 1: (3, (18, 9), ['.', '%', '%', '%'], [(6, 1), (3, 2), (17, 6)], [False, True, True, True], 98, False, [True, False, False, False], 29, 'West', (17, 9))
Element 2: (3, (17, 9), ['.', '%', '.', ''], [(7, 1), (4, 2), (17, 7)], [False, True, False, False], 96, False, [True, False, True, False], 68, 'North', (17, 10))
Element 3: (3, (17, 10), ['%', '', '.', '%'], [(8, 1), (5, 2), (18, 7)], [True, False, False, True], 94, False, [False, False, True, False], 107, 'North', (17, 11))
Element 4: (3, (17, 11), ['.', '', '%', '.'], [(7, 1), (6, 2), (17, 7)], [False, False, True, False], 92, False, [True, False, False, True], 126, 'East', (18, 11))
Element 5: (3, (18, 11), ['', '%', '%', '%'], [(6, 1), (6, 3), (16, 7)], [False, True, True, True], 90, False, [False, False, False, False], 155, 'West', (17, 11))
Element 6: (3, (17, 11), ['.', '', '%', ''], [(6, 2), (6, 4), (15, 7)], [False, False, True, False], 88, False, [True, False, False, False], 1164, 'West', (16, 11))
Element 7: (3, (16, 11), ['%', '%', '.', ''], [(6, 3), (6, 5), (15, 6)], [True, True, False, False], 86, False, [False, False, True, False], 1193, 'North', (16, 12))
Element 8: (3, (16, 12), ['.', '', '.', '%'], [(5, 3), (7, 5), (14, 6)], [False, False, False, True], 84, False, [True, False, True, False], 1232, 'North', (16, 13))
Element 9: (3, (16, 13), ['.', '', '%', '%'], [(4, 3), (8, 5), (14, 7)], [False, False, True, True], 82, False, [True, False, False, False], 1271, 'West', (15, 13))
Element 10: (3, (15, 13), ['.', '.', '%', ''], [(3, 3), (9, 5), (14, 8)], [False, False, True, False], 80, False, [True, True, False, False], 1310, 'South', (15, 12))
Element 11: (3, (15, 12), ['.', '%', '', ''], [(3, 4), (10, 5), (14, 9)], [False, True, False, False], 78, False, [True, False, False, False], 1349, 'West', (14, 12))
Element 12: (3, (14, 12), ['.', '%', '.', ''], [(3, 5), (11, 5), (15, 9)], [False, True, False, False], 76, False, [True, False, True, False], 1388, 'North', (14, 13))
Element 13: (3, (14, 13), ['.', '', '%', ''], [(4, 5), (12, 5), (16, 9)], [False, False, True, False], 74, False, [True, False, False, False], 1427, 'West', (13, 13))
Element 14: (3, (13, 13), ['.', '.', '%', ''], [(5, 5), (13, 5), (17, 9)], [False, False, True, False], 72, False, [True, True, False, False], 1456, 'South', (13, 12))
Element 15: (3, (13, 12), ['.', '.', '', ''], [(5, 6), (13, 6), (18, 9)], [False, False, False, False], 70, False, [True, True, False, False], 1485, 'South', (13, 11))
Element 16: (3, (13, 11), ['.', '.', '', '%'], [(6, 6), (13, 7), (17, 9)], [False, False, False, True], 68, False, [True, True, False, False], 1514, 'South', (13, 10))
Element 17: (3, (13, 10), ['.', '.', '', '.'], [(7, 6), (13, 8), (17, 10)], [False, False, False, False], 66, False, [True, True, False, True], 1543, 'East', (14, 10))
Element 18: (3, (14, 10), ['', '', '%', '.'], [(8, 6), (13, 9), (17, 11)], [False, False, True, False], 64, False, [False, False, False, True], 1572, 'East', (15, 10))
Element 19: (3, (15, 10), ['', '', '%', '%'], [(9, 6), (12, 9), (18, 11)], [False, False, True, True], 62, False, [False, False, False, False], 1601, 'South', (15, 9))
Element 20: (3, (15, 9), ['', '%', '', ''], [(10, 6), (12, 10), (17, 11)], [False, True, False, False], 60, False, [False, False, False, False], 1620, 'East', (16, 9))
Element 21: (3, (16, 9), ['', '%', '%', ''], [(11, 6), (12, 11), (16, 11)], [False, True, True, False], 58, False, [False, False, False, False], 1639, 'West', (15, 9))
