Element 1: (0, (13, 8), ['.', 'G', '.', '.'], [(4, 3), (13, 7), (14, 9)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'East', (14, 8))
Element 2: (0, (14, 8), ['', 'G', '', '%'], [(5, 3), (14, 7), (15, 9)], [False, False, False, True], 96, False, [False, False, False, False], 39, 'North', (14, 9))
Element 3: (0, (14, 9), ['.', '', '.', ''], [(6, 3), (15, 7), (16, 9)], [False, False, False, False], 94, False, [True, False, True, False], 68, 'North', (14, 10))
Element 4: (0, (14, 10), ['.', '', '%', '.'], [(6, 4), (16, 7), (17, 9)], [False, False, True, False], 92, False, [True, False, False, True], 1097, 'East', (15, 10))
Element 5: (0, (15, 10), ['', '', '%', '%'], [(6, 5), (17, 7), (18, 9)], [False, False, True, True], 90, False, [False, False, False, False], 1136, 'South', (15, 9))
Element 6: (0, (15, 9), ['', '%', '', ''], [(7, 5), (18, 7), (17, 9)], [False, True, False, False], 88, False, [False, False, False, False], 1155, 'East', (16, 9))
Element 7: (0, (16, 9), ['', '%', '%', ''], [(8, 5), (17, 7), (17, 10)], [False, True, True, False], 86, False, [False, False, False, False], 1174, 'East', (17, 9))
Element 8: (0, (17, 9), ['', '%', '', ''], [(9, 5), (17, 6), (17, 11)], [False, True, False, False], 84, False, [False, False, False, False], 1203, 'East', (18, 9))
Element 9: (0, (18, 9), ['', '%', '%', '%'], [(10, 5), (16, 6), (18, 11)], [False, True, True, True], 82, False, [False, False, False, False], 1232, 'West', (17, 9))
Element 10: (0, (17, 9), ['', '%', '', ''], [(11, 5), (15, 6), (17, 11)], [False, True, False, False], 80, False, [False, False, False, False], 1251, 'North', (17, 10))
Element 11: (0, (17, 10), ['%', '', '', '%'], [(12, 5), (14, 6), (16, 11)], [True, False, False, True], 78, False, [False, False, False, False], 1280, 'North', (17, 11))
Element 12: (0, (17, 11), ['', '', '%', ''], [(13, 5), (13, 6), (16, 12)], [False, False, True, False], 76, False, [False, False, False, False], 1309, 'East', (18, 11))
Element 13: (0, (18, 11), ['', '%', '%', '%'], [(12, 5), (12, 6), (16, 13)], [False, True, True, True], 74, False, [False, False, False, False], 1328, 'West', (17, 11))
Element 14: (0, (17, 11), ['', '', '%', ''], [(11, 5), (12, 7), (15, 13)], [False, False, True, False], 72, False, [False, False, False, False], 1347, 'West', (16, 11))
Element 15: (0, (16, 11), ['%', '%', '', ''], [(12, 5), (12, 8), (15, 12)], [True, True, False, False], 70, False, [False, False, False, False], 1366, 'North', (16, 12))
Element 16: (0, (16, 12), ['', '', '', '%'], [(11, 5), (12, 9), (14, 12)], [False, False, False, True], 68, False, [False, False, False, False], 1385, 'North', (16, 13))
Element 17: (0, (16, 13), ['', '', '%', '%'], [(11, 6), (13, 9), (14, 13)], [False, False, True, True], 66, False, [False, False, False, False], 1414, 'West', (15, 13))
Element 18: (0, (15, 13), ['', '', '%', ''], [(11, 7), (13, 10), (13, 13)], [False, False, True, False], 64, False, [False, False, False, False], 1443, 'South', (15, 12))
Element 19: (0, (15, 12), ['', '%', '', ''], [(10, 7), (13, 11), (13, 12)], [False, True, False, False], 62, False, [False, False, False, False], 1472, 'West', (14, 12))
Element 20: (0, (14, 12), ['', '%', '', ''], [(10, 8), (12, 11), (12, 12)], [False, True, False, False], 60, False, [False, False, False, False], 2491, 'North', (14, 13))
Element 21: (0, (14, 13), ['', '', '%', ''], [(9, 8), (12, 10), (12, 13)], [False, False, True, False], 58, False, [False, False, False, False], 2520, 'West', (13, 13))
