Element 1: (2, (4, 9), ['.', 'G', '.', '.'], [(4, 8), (3, 11), (14, 2)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (5, 9))
Element 2: (2, (5, 9), ['', 'G', '.', '%'], [(5, 8), (4, 11), (15, 2)], [False, False, False, True], 96, False, [False, False, True, False], 58, 'North', (5, 10))
Element 3: (2, (5, 10), ['.', '', 'G', '.'], [(6, 8), (5, 11), (15, 1)], [False, False, False, False], 94, False, [True, False, False, True], 1087, 'East', (6, 10))
Element 4: (2, (6, 10), ['', '%', 'G', '.'], [(7, 8), (6, 11), (14, 1)], [False, True, False, False], 92, False, [False, False, False, True], 1126, 'East', (7, 10))
Element 5: (2, (7, 10), ['', '%', 'G', '.'], [(8, 8), (7, 11), (13, 1)], [False, True, False, False], 90, False, [False, False, False, True], 1165, 'East', (8, 10))
Element 6: (2, (8, 10), ['', '%', 'G', '.'], [(9, 8), (8, 11), (13, 2)], [False, True, False, False], 88, False, [False, False, False, True], 2194, 'East', (9, 10))
Element 7: (2, (9, 10), ['', '%', 'G', '.'], [(10, 8), (9, 11), (12, 2)], [False, True, False, False], 86, False, [False, False, False, True], 3223, 'East', (10, 10))
Element 8: (2, (10, 10), ['', '%', '.', '.'], [(10, 7), (9, 12), (12, 3)], [False, True, False, False], 84, False, [False, False, True, True], 4252, 'East', (11, 10))
Element 9: (2, (11, 10), ['', '.', '.', '.'], [(11, 7), (10, 12), (11, 3)], [False, False, False, False], 82, False, [False, True, True, True], 4291, 'East', (12, 10))
Element 10: (2, (12, 10), ['', '.', '.', '.'], [(12, 7), (11, 12), (11, 2)], [False, False, False, False], 80, False, [False, True, True, True], 4330, 'East', (13, 10))
Element 11: (2, (13, 10), ['', '.', '.', '.'], [(13, 7), (12, 12), (11, 1)], [False, False, False, False], 78, False, [False, True, True, True], 4369, 'East', (14, 10))
Element 12: (2, (14, 10), ['', '.', '%', '.'], [(14, 7), (13, 12), (12, 1)], [False, False, True, False], 76, False, [False, True, False, True], 4408, 'East', (15, 10))
Element 13: (2, (15, 10), ['', '.', '%', '%'], [(15, 7), (14, 12), (11, 1)], [False, False, True, True], 74, False, [False, True, False, False], 4437, 'South', (15, 9))
Element 14: (2, (15, 9), ['.', '%', '', '.'], [(16, 7), (15, 12), (11, 2)], [False, True, False, False], 72, False, [True, False, False, True], 4466, 'East', (16, 9))
Element 15: (2, (16, 9), ['', '%', '%', '.'], [(17, 7), (16, 12), (10, 2)], [False, True, True, False], 70, False, [False, False, False, True], 4505, 'East', (17, 9))
Element 16: (2, (17, 9), ['', '%', '.', '.'], [(18, 7), (16, 13), (10, 3)], [False, True, False, False], 68, False, [False, False, True, True], 4544, 'East', (18, 9))
Element 17: (2, (18, 9), ['', '%', '%', '%'], [(17, 7), (15, 13), (9, 3)], [False, True, True, True], 66, False, [False, False, False, False], 4573, 'West', (17, 9))
