Element 1: (1, (5, 8), ['.', '%', '.', 'F'], [(7, 11), (7, 10), (8, 10)], [False, True, False, False], 98, False, [True, False, True, False], 9, 'East', (6, 8))
Element 2: (1, (6, 8), ['', '%', '%', '.'], [(7, 10), (6, 10), (8, 11)], [False, True, True, False], 96, False, [False, False, False, True], 2018, 'East', (7, 8))
Element 3: (1, (7, 8), ['', '%', '%', '.'], [(8, 10), (5, 10), (9, 11)], [False, True, True, False], 94, False, [False, False, False, True], 2047, 'East', (8, 8))
Element 4: (1, (8, 8), ['', '%', '%', '.'], [(9, 10), (5, 11), (9, 12)], [False, True, True, False], 92, False, [False, False, False, True], 3076, 'East', (9, 8))
Element 5: (1, (9, 8), ['', '.', '%', 'F'], [(10, 10), (5, 12), (10, 12)], [False, False, True, False], 90, False, [False, True, False, False], 3115, 'East', (10, 8))
Element 6: (1, (10, 8), ['', '.', '%', '%'], [(11, 10), (6, 12), (11, 12)], [False, False, True, True], 88, False, [False, True, False, False], 4144, 'South', (10, 7))
Element 7: (1, (10, 7), ['.', '.', '', '.'], [(12, 10), (6, 11), (12, 12)], [False, False, False, False], 86, False, [True, True, False, True], 4173, 'East', (11, 7))
Element 8: (1, (11, 7), ['', '.', '%', '.'], [(13, 10), (7, 11), (13, 12)], [False, False, True, False], 84, False, [False, True, False, True], 4202, 'East', (12, 7))
Element 9: (1, (12, 7), ['', '.', '.', '.'], [(14, 10), (8, 11), (14, 12)], [False, False, False, False], 82, False, [False, True, True, True], 4231, 'East', (13, 7))
Element 10: (1, (13, 7), ['', '.', '.', '.'], [(15, 10), (9, 11), (15, 12)], [False, False, False, False], 80, False, [False, True, True, True], 4260, 'East', (14, 7))
Element 11: (1, (14, 7), ['', '.', '.', '.'], [(15, 9), (10, 11), (16, 12)], [False, False, False, False], 78, False, [False, True, True, True], 4299, 'East', (15, 7))
