Element 1: (1, (6, 3), ['.', '.', 'F', '%'], [(4, 5), (13, 1), (15, 9)], [False, False, False, True], 98, False, [True, True, False, False], 9, 'North', (6, 4))
Element 24: (1, (13, 9), ['.', '.', '', 'G'], [(11, 5), (11, 2), (14, 9)], [False, False, False, False], 52, False, [True, True, False, False], 1646, 'South', (13, 8))
Element 25: (1, (13, 8), ['.', '', '', 'G'], [(10, 5), (11, 3), (14, 8)], [False, False, False, False], 50, False, [True, False, False, False], 1655, 'West', (12, 8))
Element 26: (1, (12, 8), ['%', '', '.', ''], [(9, 5), (10, 3), (14, 7)], [True, False, False, False], 48, False, [False, False, True, False], 1664, 'North', (12, 9))
Element 27: (1, (12, 9), ['.', '', '.', ''], [(8, 5), (11, 3), (15, 7)], [False, False, False, False], 46, False, [True, False, True, False], 1673, 'North', (12, 10))
Element 28: (1, (12, 10), ['.', '', '.', ''], [(7, 5), (12, 3), (16, 7)], [False, False, False, False], 44, False, [True, False, True, False], 1682, 'North', (12, 11))
Element 29: (1, (12, 11), ['.', '', '.', ''], [(6, 5), (12, 2), (17, 7)], [False, False, False, False], 42, False, [True, False, True, False], 1691, 'North', (12, 12))
Element 30: (1, (12, 12), ['.', '', '.', ''], [(6, 4), (12, 1), (18, 7)], [False, False, False, False], 40, False, [True, False, True, False], 1700, 'North', (12, 13))
Element 31: (1, (12, 13), ['%', '', '%', ''], [(6, 3), (12, 2), (17, 7)], [True, False, True, False], 38, False, [False, False, False, False], 1709, 'East', (13, 13))
Element 32: (1, (13, 13), ['', '', '%', ''], [(6, 2), (11, 2), (17, 6)], [False, False, True, False], 36, False, [False, False, False, False], 1718, 'East', (14, 13))
Element 33: (1, (14, 13), ['', '', '%', ''], [(6, 1), (12, 2), (16, 6)], [False, False, True, False], 34, False, [False, False, False, False], 1727, 'East', (15, 13))
Element 34: (1, (15, 13), ['', '', '%', ''], [(7, 1), (13, 2), (15, 6)], [False, False, True, False], 32, False, [False, False, False, False], 1736, 'East', (16, 13))
Element 35: (1, (16, 13), ['', '', '%', '%'], [(8, 1), (14, 2), (14, 6)], [False, False, True, True], 30, False, [False, False, False, False], 1745, 'South', (16, 12))
Element 36: (1, (16, 12), ['', '', '', '%'], [(7, 1), (15, 2), (13, 6)], [False, False, False, True], 28, False, [False, False, False, False], 1744, 'South', (16, 11))
Element 37: (1, (16, 11), ['%', '%', '', ''], [(6, 1), (15, 1), (13, 7)], [True, True, False, False], 26, False, [False, False, False, False], 1743, 'East', (17, 11))
Element 38: (1, (17, 11), ['', '', '%', ''], [(5, 1), (14, 1), (13, 8)], [False, False, True, False], 24, False, [False, False, False, False], 1752, 'East', (18, 11))
Element 39: (1, (18, 11), ['', '%', '%', '%'], [(5, 2), (14, 2), (13, 9)], [False, True, True, True], 22, False, [False, False, False, False], 1761, 'West', (17, 11))
Element 40: (1, (17, 11), ['', '', '%', ''], [(5, 3), (14, 1), (12, 9)], [False, False, True, False], 20, False, [False, False, False, False], 1770, 'South', (17, 10))
Element 41: (1, (17, 10), ['%', '', '', '%'], [(4, 3), (13, 1), (11, 9)], [True, False, False, True], 18, False, [False, False, False, False], 1789, 'South', (17, 9))
Element 42: (1, (17, 9), ['', '%', '', ''], [(4, 2), (13, 2), (11, 10)], [False, True, False, False], 16, False, [False, False, False, False], 1808, 'East', (18, 9))
Element 43: (1, (18, 9), ['', '%', '%', '%'], [(4, 1), (13, 1), (11, 11)], [False, True, True, True], 14, False, [False, False, False, False], 1827, 'West', (17, 9))
Element 44: (1, (17, 9), ['', '%', '', ''], [(3, 1), (12, 1), (11, 12)], [False, True, False, False], 12, False, [False, False, False, False], 1846, 'West', (16, 9))
Element 45: (1, (16, 9), ['', '%', '%', ''], [(3, 2), (13, 1), (10, 12)], [False, True, True, False], 10, False, [False, False, False, False], 1865, 'West', (15, 9))
Element 46: (1, (15, 9), ['', '%', '', ''], [(3, 3), (13, 1), (9, 12)], [False, True, False, False], 8, False, [False, False, False, False], 2874, 'North', (15, 10))
Element 47: (1, (15, 10), ['', '', '%', '%'], [(3, 4), (14, 1), (9, 11)], [False, False, True, True], 6, False, [False, False, False, False], 2893, 'West', (14, 10))
Element 48: (1, (14, 10), ['', '', '%', ''], [(2, 4), (15, 1), (8, 11)], [False, False, True, False], 4, False, [False, False, False, False], 3902, 'West', (13, 10))
Element 49: (1, (13, 10), ['', '', '', ''], [(2, 5), (15, 2), (8, 10)], [False, False, False, False], 2, False, [False, False, False, False], 3921, 'North', (13, 11))
Element 50: (1, (13, 11), ['', '', '', '%'], [(2, 5), (14, 2), (9, 10)], [False, False, False, True], 0, False, [False, False, False, False], 3930, 'Stop', (13, 11))
Element 51: #0#
