Element 1: (1, (6, 3), ['.', '.', 'F', '%'], [(4, 5), (13, 1), (15, 9)], [False, False, False, True], 98, False, [True, True, False, False], 9, 'North', (6, 4))
Element 2: (1, (6, 4), ['%', '', '.', '%'], [(5, 5), (14, 1), (16, 9)], [True, False, False, True], 96, False, [False, False, True, False], 1038, 'North', (6, 5))
Element 3: (1, (6, 5), ['', '', '.', '.'], [(5, 6), (15, 1), (17, 9)], [False, False, False, False], 94, False, [False, False, True, True], 1077, 'East', (7, 5))
Element 4: (1, (7, 5), ['', '%', '.', '.'], [(6, 6), (15, 2), (18, 9)], [False, True, False, False], 92, False, [False, False, True, True], 1116, 'East', (8, 5))
Element 5: (1, (8, 5), ['', '%', '.', '.'], [(7, 6), (14, 2), (17, 9)], [False, True, False, False], 90, False, [False, False, True, True], 1145, 'East', (9, 5))
Element 6: (1, (9, 5), ['', '%', '.', '.'], [(8, 6), (13, 2), (17, 10)], [False, True, False, False], 88, False, [False, False, True, True], 1184, 'East', (10, 5))
Element 7: (1, (10, 5), ['', '%', '.', '.'], [(9, 6), (12, 2), (17, 11)], [False, True, False, False], 86, False, [False, False, True, True], 1223, 'East', (11, 5))
Element 8: (1, (11, 5), ['', '%', '.', '.'], [(10, 6), (12, 3), (18, 11)], [False, True, False, False], 84, False, [False, False, True, True], 1262, 'East', (12, 5))
Element 9: (1, (12, 5), ['', '%', '.', '.'], [(11, 6), (11, 3), (17, 11)], [False, True, False, False], 82, False, [False, False, True, True], 1291, 'East', (13, 5))
Element 10: (1, (13, 5), ['', '%', '.', '%'], [(12, 6), (11, 2), (16, 11)], [False, True, False, True], 80, False, [False, False, True, False], 1330, 'North', (13, 6))
Element 11: (1, (13, 6), ['', '', '.', '.'], [(12, 7), (11, 1), (16, 12)], [False, False, False, False], 78, False, [False, False, True, True], 1369, 'East', (14, 6))
Element 12: (1, (14, 6), ['', '%', '.', '.'], [(13, 7), (12, 1), (16, 13)], [False, True, False, False], 76, False, [False, False, True, True], 1408, 'East', (15, 6))
Element 13: (1, (15, 6), ['', '%', '.', '.'], [(14, 7), (11, 1), (15, 13)], [False, True, False, False], 74, False, [False, False, True, True], 1437, 'East', (16, 6))
Element 14: (1, (16, 6), ['', '%', '.', '.'], [(15, 7), (11, 2), (15, 12)], [False, True, False, False], 72, False, [False, False, True, True], 1466, 'East', (17, 6))
Element 15: (1, (17, 6), ['', '%', '.', '%'], [(16, 7), (10, 2), (14, 12)], [False, True, False, True], 70, False, [False, False, True, False], 1505, 'North', (17, 7))
Element 16: (1, (17, 7), ['', '', '%', '.'], [(16, 6), (10, 3), (14, 13)], [False, False, True, False], 68, False, [False, False, False, True], 1534, 'East', (18, 7))
Element 17: (1, (18, 7), ['', '%', '%', '%'], [(17, 6), (9, 3), (13, 13)], [False, True, True, True], 66, False, [False, False, False, False], 1563, 'West', (17, 7))
Element 18: (1, (17, 7), ['', '', '%', ''], [(16, 6), (9, 2), (13, 12)], [False, False, True, False], 64, False, [False, False, False, False], 1582, 'West', (16, 7))
Element 19: (1, (16, 7), ['', '', '%', ''], [(15, 6), (9, 3), (13, 11)], [False, False, True, False], 62, False, [False, False, False, False], 1591, 'West', (15, 7))
Element 20: (1, (15, 7), ['', '', '%', ''], [(14, 6), (10, 3), (13, 10)], [False, False, True, False], 60, False, [False, False, False, False], 1600, 'West', (14, 7))
Element 21: (1, (14, 7), ['', '', '.', ''], [(13, 6), (10, 2), (14, 10)], [False, False, False, False], 58, False, [False, False, True, False], 1609, 'North', (14, 8))
Element 22: (1, (14, 8), ['.', '', '.', '%'], [(13, 5), (9, 2), (15, 10)], [False, False, False, True], 56, False, [True, False, True, False], 1628, 'North', (14, 9))
Element 23: (1, (14, 9), ['.', '', 'G', ''], [(12, 5), (10, 2), (14, 10)], [False, False, False, False], 54, False, [True, False, False, False], 1637, 'West', (13, 9))
