Element 1: (0, (6, 5), ['.', 'F', '.', '.'], [(2, 1), (7, 8), (12, 3)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'South', (6, 4))
Element 2: (0, (6, 4), ['%', '.', '', '%'], [(3, 1), (6, 8), (12, 2)], [True, False, False, True], 96, False, [False, True, False, False], 2019, 'South', (6, 3))
Element 3: (0, (6, 3), ['.', '.', '', '%'], [(4, 1), (5, 8), (13, 2)], [False, False, False, True], 94, False, [True, True, False, False], 2058, 'South', (6, 2))
Element 4: (0, (6, 2), ['.', '.', '', '%'], [(5, 1), (5, 9), (14, 2)], [False, False, False, True], 92, False, [True, True, False, False], 2097, 'South', (6, 1))
Element 5: (0, (6, 1), ['', '%', '', '.'], [(5, 2), (5, 10), (15, 2)], [False, True, False, False], 90, False, [False, False, False, True], 2136, 'East', (7, 1))
Element 6: (0, (7, 1), ['', '%', '%', '.'], [(5, 3), (6, 10), (15, 1)], [False, True, True, False], 88, False, [False, False, False, True], 2175, 'East', (8, 1))
Element 7: (0, (8, 1), ['', '%', '%', '%'], [(4, 3), (7, 10), (14, 1)], [False, True, True, True], 86, False, [False, False, False, False], 2214, 'West', (7, 1))
Element 8: (0, (7, 1), ['', '%', '%', ''], [(4, 2), (8, 10), (13, 1)], [False, True, True, False], 84, False, [False, False, False, False], 2243, 'West', (6, 1))
Element 9: (0, (6, 1), ['', '%', '', ''], [(3, 2), (8, 11), (12, 1)], [False, True, False, False], 82, False, [False, False, False, False], 3262, 'West', (5, 1))
Element 10: (0, (5, 1), ['', '%', '', ''], [(3, 3), (9, 11), (11, 1)], [False, True, False, False], 80, False, [False, False, False, False], 3291, 'North', (5, 2))
Element 11: (0, (5, 2), ['', '', '', ''], [(3, 4), (9, 12), (11, 2)], [False, False, False, False], 78, False, [False, False, False, False], 4310, 'North', (5, 3))
Element 12: (0, (5, 3), ['', '', '%', ''], [(3, 5), (10, 12), (11, 3)], [False, False, True, False], 76, False, [False, False, False, False], 4339, 'West', (4, 3))
Element 13: (0, (4, 3), ['', '', '%', ''], [(4, 5), (11, 12), (10, 3)], [False, False, True, False], 74, False, [False, False, False, False], 4368, 'South', (4, 2))
Element 14: (0, (4, 2), ['', '', '', ''], [(5, 5), (12, 12), (10, 2)], [False, False, False, False], 72, False, [False, False, False, False], 4397, 'South', (4, 1))
Element 15: (0, (4, 1), ['', '%', '', ''], [(5, 6), (13, 12), (9, 2)], [False, True, False, False], 70, False, [False, False, False, False], 4426, 'West', (3, 1))
Element 16: (0, (3, 1), ['', '%', '', ''], [(6, 6), (14, 12), (9, 3)], [False, True, False, False], 68, False, [False, False, False, False], 4455, 'North', (3, 2))
Element 17: (0, (3, 2), ['.', '', '', ''], [(7, 6), (15, 12), (9, 2)], [False, False, False, False], 66, False, [True, False, False, False], 4474, 'West', (2, 2))
Element 18: (0, (2, 2), ['.', '', '.', ''], [(8, 6), (16, 12), (10, 2)], [False, False, False, False], 64, False, [True, False, True, False], 4503, 'North', (2, 3))
Element 19: (0, (2, 3), ['%', '', '.', ''], [(9, 6), (16, 13), (10, 3)], [True, False, False, False], 62, False, [False, False, True, False], 4532, 'North', (2, 4))
Element 20: (0, (2, 4), ['.', '', '.', ''], [(10, 6), (15, 13), (9, 3)], [False, False, False, False], 60, False, [True, False, True, False], 4561, 'North', (2, 5))
Element 21: (0, (2, 5), ['%', '', '.', ''], [(11, 6), (14, 13), (10, 3)], [True, False, False, False], 58, False, [False, False, True, False], 4590, 'North', (2, 6))
Element 22: (0, (2, 6), ['.', '', '.', '.'], [(12, 6), (13, 13), (11, 3)], [False, False, False, False], 56, False, [True, False, True, True], 4619, 'East', (3, 6))
Element 23: (0, (3, 6), ['', '', '.', '.'], [(13, 6), (12, 13), (11, 2)], [False, False, False, False], 54, False, [False, False, True, True], 4648, 'East', (4, 6))
Element 24: (0, (4, 6), ['', '', '.', ''], [(14, 6), (13, 13), (10, 2)], [False, False, False, False], 52, False, [False, False, True, False], 4667, 'North', (4, 7))
Element 25: (0, (4, 7), ['.', '', '.', '%'], [(15, 6), (14, 13), (11, 2)], [False, False, False, True], 50, False, [True, False, True, False], 4686, 'North', (4, 8))
Element 26: (0, (4, 8), ['.', '', '.', ''], [(16, 6), (15, 13), (11, 1)], [False, False, False, False], 48, False, [True, False, True, False], 4705, 'North', (4, 9))
Element 27: (0, (4, 9), ['.', '', '.', ''], [(17, 6), (16, 13), (12, 1)], [False, False, False, False], 46, False, [True, False, True, False], 4724, 'North', (4, 10))
Element 28: (0, (4, 10), ['.', '', '.', ''], [(17, 7), (16, 12), (13, 1)], [False, False, False, False], 44, False, [True, False, True, False], 4743, 'North', (4, 11))
Element 29: (0, (4, 11), ['.', '', '%', '.'], [(18, 7), (16, 11), (14, 1)], [False, False, True, False], 42, False, [True, False, False, True], 4772, 'East', (5, 11))
Element 30: (0, (5, 11), ['', '', '.', '.'], [(17, 7), (17, 11), (15, 1)], [False, False, False, False], 40, False, [False, False, True, True], 4791, 'East', (6, 11))
Element 31: (0, (6, 11), ['', '', '.', '.'], [(16, 7), (18, 11), (15, 2)], [False, False, False, False], 38, False, [False, False, True, True], 4820, 'East', (7, 11))
Element 32: (0, (7, 11), ['', '', '%', ''], [(15, 7), (17, 11), (14, 2)], [False, False, True, False], 36, False, [False, False, False, False], 4839, 'East', (8, 11))
Element 33: (0, (8, 11), ['', '', '%', ''], [(14, 7), (17, 10), (14, 1)], [False, False, True, False], 34, False, [False, False, False, False], 4858, 'East', (9, 11))
Element 34: (0, (9, 11), ['', '.', '', '.'], [(14, 8), (17, 9), (14, 2)], [False, False, False, False], 32, False, [False, True, False, True], 4877, 'East', (10, 11))
Element 35: (0, (10, 11), ['', '.', '', '.'], [(14, 9), (18, 9), (13, 2)], [False, False, False, False], 30, False, [False, True, False, True], 4906, 'East', (11, 11))
Element 36: (0, (11, 11), ['', '.', '', '.'], [(15, 9), (17, 9), (13, 1)], [False, False, False, False], 28, False, [False, True, False, True], 4925, 'East', (12, 11))
Element 37: (0, (12, 11), ['', '.', '', '.'], [(16, 9), (17, 10), (13, 2)], [False, False, False, False], 26, False, [False, True, False, True], 4944, 'East', (13, 11))
Element 38: (0, (13, 11), ['', '.', '', '%'], [(17, 9), (17, 11), (12, 2)], [False, False, False, True], 24, False, [False, True, False, False], 4953, 'South', (13, 10))
Element 39: (0, (13, 10), ['.', '.', '', '.'], [(18, 9), (17, 10), (12, 1)], [False, False, False, False], 22, False, [True, True, False, True], 4962, 'East', (14, 10))
Element 40: (0, (14, 10), ['', '', '%', '.'], [(17, 9), (17, 11), (12, 2)], [False, False, True, False], 20, False, [False, False, False, True], 4971, 'East', (15, 10))
Element 41: (0, (15, 10), ['', '', '%', '%'], [(17, 10), (16, 11), (11, 2)], [False, False, True, True], 18, False, [False, False, False, False], 4980, 'South', (15, 9))
Element 42: (0, (15, 9), ['', '%', '', ''], [(17, 11), (16, 12), (12, 2)], [False, True, False, False], 16, False, [False, False, False, False], 4979, 'East', (16, 9))
Element 43: (0, (16, 9), ['', '%', '%', ''], [(18, 11), (15, 12), (12, 3)], [False, True, True, False], 14, False, [False, False, False, False], 4978, 'East', (17, 9))
Element 44: (0, (17, 9), ['', '%', '', ''], [(17, 11), (15, 13), (11, 3)], [False, True, False, False], 12, False, [False, False, False, False], 4977, 'East', (18, 9))
Element 45: (0, (18, 9), ['', '%', '%', '%'], [(16, 11), (15, 12), (12, 3)], [False, True, True, True], 10, False, [False, False, False, False], 4976, 'West', (17, 9))
Element 46: (0, (17, 9), ['', '%', '', ''], [(16, 12), (14, 12), (12, 3)], [False, True, False, False], 8, False, [False, False, False, False], 4975, 'North', (17, 10))
Element 47: (0, (17, 10), ['%', '', '', '%'], [(16, 13), (14, 13), (12, 2)], [True, False, False, True], 6, False, [False, False, False, False], 4974, 'North', (17, 11))
Element 48: (0, (17, 11), ['', '', '%', ''], [(15, 13), (14, 12), (13, 2)], [False, False, True, False], 4, False, [False, False, False, False], 4973, 'East', (18, 11))
Element 49: (0, (18, 11), ['', '%', '%', '%'], [(15, 12), (13, 12), (14, 2)], [False, True, True, True], 2, False, [False, False, False, False], 4972, 'West', (17, 11))
Element 50: (0, (17, 11), ['', '', '%', ''], [(14, 12), (13, 13), (15, 2)], [False, False, True, False], 0, False, [False, False, False, False], 4971, 'Stop', (17, 11))
Element 51: #0#
