Element 1: (2, (3, 1), ['G', '%', '.', '.'], [(14, 2), (2, 1), (5, 11)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'East', (4, 1))
Element 28: (2, (13, 8), ['.', '', '.', 'G'], [(11, 2), (14, 8), (17, 10)], [False, False, False, False], 44, False, [True, False, True, False], 3802, 'North', (13, 9))
Element 29: (2, (13, 9), ['.', '', '.', 'G'], [(12, 2), (14, 9), (17, 9)], [False, False, False, False], 42, False, [True, False, True, False], 3831, 'North', (13, 10))
Element 30: (2, (13, 10), ['.', '', '.', '.'], [(12, 1), (15, 9), (18, 9)], [False, False, False, False], 40, False, [True, False, True, True], 3860, 'East', (14, 10))
Element 31: (2, (14, 10), ['', '', '%', '.'], [(11, 1), (16, 9), (17, 9)], [False, False, True, False], 38, False, [False, False, False, True], 3879, 'East', (15, 10))
Element 32: (2, (15, 10), ['', '', '%', '%'], [(12, 1), (17, 9), (17, 10)], [False, False, True, True], 36, False, [False, False, False, False], 3888, 'South', (15, 9))
Element 33: (2, (15, 9), ['', '%', '', ''], [(13, 1), (18, 9), (17, 11)], [False, True, False, False], 34, False, [False, False, False, False], 3887, 'East', (16, 9))
Element 34: (2, (16, 9), ['', '%', '%', 'G'], [(14, 1), (17, 9), (17, 10)], [False, True, True, False], 32, False, [False, False, False, False], 3886, 'West', (15, 9))
Element 35: (2, (15, 9), ['', '%', '', ''], [(15, 1), (17, 10), (17, 11)], [False, True, False, False], 30, False, [False, False, False, False], 3885, 'West', (14, 9))
Element 36: (2, (14, 9), ['', '', '', ''], [(15, 2), (17, 11), (16, 11)], [False, False, False, False], 28, False, [False, False, False, False], 3884, 'South', (14, 8))
Element 37: (2, (14, 8), ['', '', '', '%'], [(14, 2), (18, 11), (16, 12)], [False, False, False, True], 26, False, [False, False, False, False], 3883, 'South', (14, 7))
Element 38: (2, (14, 7), ['', '', '', ''], [(14, 1), (17, 11), (15, 12)], [False, False, False, False], 24, False, [False, False, False, False], 3882, 'East', (15, 7))
Element 39: (2, (15, 7), ['', '', '%', ''], [(14, 2), (16, 11), (15, 13)], [False, False, True, False], 22, False, [False, False, False, False], 3881, 'East', (16, 7))
Element 40: (2, (16, 7), ['', '', '%', ''], [(13, 2), (16, 12), (15, 12)], [False, False, True, False], 20, False, [False, False, False, False], 3880, 'East', (17, 7))
Element 41: (2, (17, 7), ['', '', '%', ''], [(13, 1), (16, 13), (14, 12)], [False, False, True, False], 18, False, [False, False, False, False], 3879, 'East', (18, 7))
Element 42: (2, (18, 7), ['', '%', '%', '%'], [(13, 2), (15, 13), (14, 13)], [False, True, True, True], 16, False, [False, False, False, False], 3878, 'West', (17, 7))
Element 43: (2, (17, 7), ['', '', '%', ''], [(12, 2), (15, 12), (14, 12)], [False, False, True, False], 14, False, [False, False, False, False], 3877, 'South', (17, 6))
Element 44: (2, (17, 6), ['', '%', '', '%'], [(13, 2), (14, 12), (13, 12)], [False, True, False, True], 12, False, [False, False, False, False], 3876, 'West', (16, 6))
Element 45: (2, (16, 6), ['', '%', '', ''], [(13, 2), (14, 13), (13, 13)], [False, True, False, False], 10, False, [False, False, False, False], 3875, 'West', (15, 6))
Element 46: (2, (15, 6), ['', '%', '', ''], [(14, 2), (13, 13), (13, 12)], [False, True, False, False], 8, False, [False, False, False, False], 3874, 'West', (14, 6))
Element 47: (2, (14, 6), ['', '%', '', ''], [(15, 2), (13, 12), (13, 11)], [False, True, False, False], 6, False, [False, False, False, False], 3883, 'West', (13, 6))
Element 48: (2, (13, 6), ['', '', '', ''], [(15, 1), (13, 11), (12, 11)], [False, False, False, False], 4, False, [False, False, False, False], 3892, 'South', (13, 5))
Element 49: (2, (13, 5), ['', '%', '', '%'], [(14, 1), (13, 10), (12, 10)], [False, True, False, True], 2, False, [False, False, False, False], 3901, 'West', (12, 5))
Element 50: (2, (12, 5), ['', '%', '', ''], [(14, 1), (13, 10), (12, 9)], [False, True, False, False], 0, False, [False, False, False, False], 3910, 'Stop', (12, 5))
Element 51: #0#
