Element 1: (2, (3, 1), ['G', '%', '.', '.'], [(14, 2), (2, 1), (5, 11)], [False, True, False, False], 98, False, [False, False, True, True], 19, 'East', (4, 1))
Element 2: (2, (4, 1), ['', '%', '.', '.'], [(15, 2), (2, 2), (6, 11)], [False, True, False, False], 96, False, [False, False, True, True], 58, 'East', (5, 1))
Element 3: (2, (5, 1), ['', '%', '.', '.'], [(15, 1), (3, 2), (7, 11)], [False, True, False, False], 94, False, [False, False, True, True], 97, 'East', (6, 1))
Element 4: (2, (6, 1), ['', '%', '.', '.'], [(14, 1), (4, 2), (8, 11)], [False, True, False, False], 92, False, [False, False, True, True], 1126, 'East', (7, 1))
Element 5: (2, (7, 1), ['', '%', '%', '.'], [(13, 1), (5, 2), (9, 11)], [False, True, True, False], 90, False, [False, False, False, True], 1165, 'East', (8, 1))
Element 6: (2, (8, 1), ['', '%', '%', '%'], [(12, 1), (6, 2), (9, 12)], [False, True, True, True], 88, False, [False, False, False, False], 2194, 'West', (7, 1))
Element 7: (2, (7, 1), ['', '%', '%', ''], [(12, 2), (6, 3), (10, 12)], [False, True, True, False], 86, False, [False, False, False, False], 2223, 'West', (6, 1))
Element 8: (2, (6, 1), ['', '%', '', ''], [(12, 3), (6, 4), (11, 12)], [False, True, False, False], 84, False, [False, False, False, False], 3242, 'North', (6, 2))
Element 9: (2, (6, 2), ['', '', '', '%'], [(11, 3), (6, 5), (12, 12)], [False, False, False, True], 82, False, [False, False, False, False], 3271, 'North', (6, 3))
Element 10: (2, (6, 3), ['.', '', '', '%'], [(11, 2), (7, 5), (13, 12)], [False, False, False, True], 80, False, [True, False, False, False], 3300, 'West', (5, 3))
Element 11: (2, (5, 3), ['.', '', '%', ''], [(11, 1), (8, 5), (14, 12)], [False, False, True, False], 78, False, [True, False, False, False], 3339, 'West', (4, 3))
Element 12: (2, (4, 3), ['.', '', '%', ''], [(11, 2), (9, 5), (15, 12)], [False, False, True, False], 76, False, [True, False, False, False], 3368, 'West', (3, 3))
Element 13: (2, (3, 3), ['.', '', '.', ''], [(10, 2), (10, 5), (16, 12)], [False, False, False, False], 74, False, [True, False, True, False], 3407, 'North', (3, 4))
Element 14: (2, (3, 4), ['.', '', '.', '%'], [(10, 3), (11, 5), (16, 13)], [False, False, False, True], 72, False, [True, False, True, False], 3446, 'North', (3, 5))
Element 15: (2, (3, 5), ['.', '', '.', '.'], [(9, 3), (12, 5), (15, 13)], [False, False, False, False], 70, False, [True, False, True, True], 3485, 'East', (4, 5))
Element 16: (2, (4, 5), ['', '%', '.', '.'], [(9, 2), (13, 5), (14, 13)], [False, True, False, False], 68, False, [False, False, True, True], 3524, 'East', (5, 5))
Element 17: (2, (5, 5), ['', '%', '.', ''], [(9, 3), (13, 6), (13, 13)], [False, True, False, False], 66, False, [False, False, True, False], 3553, 'North', (5, 6))
Element 18: (2, (5, 6), ['.', '', '%', '.'], [(10, 3), (14, 6), (12, 13)], [False, False, True, False], 64, False, [True, False, False, True], 3582, 'East', (6, 6))
Element 19: (2, (6, 6), ['', '', '%', '.'], [(10, 2), (15, 6), (13, 13)], [False, False, True, False], 62, False, [False, False, False, True], 3601, 'East', (7, 6))
Element 20: (2, (7, 6), ['', '', '%', '.'], [(9, 2), (16, 6), (14, 13)], [False, False, True, False], 60, False, [False, False, False, True], 3620, 'East', (8, 6))
Element 21: (2, (8, 6), ['', '', '%', '.'], [(10, 2), (17, 6), (15, 13)], [False, False, True, False], 58, False, [False, False, False, True], 3639, 'East', (9, 6))
Element 22: (2, (9, 6), ['', '', '.', '.'], [(11, 2), (17, 7), (16, 13)], [False, False, False, False], 56, False, [False, False, True, True], 3658, 'East', (10, 6))
Element 23: (2, (10, 6), ['', '', '.', '.'], [(11, 3), (18, 7), (16, 12)], [False, False, False, False], 54, False, [False, False, True, True], 3677, 'East', (11, 6))
Element 24: (2, (11, 6), ['', '', '.', '.'], [(10, 3), (17, 7), (16, 11)], [False, False, False, False], 52, False, [False, False, True, True], 3696, 'East', (12, 6))
Element 25: (2, (12, 6), ['', '', '.', ''], [(11, 3), (16, 7), (17, 11)], [False, False, False, False], 50, False, [False, False, True, False], 3725, 'North', (12, 7))
Element 26: (2, (12, 7), ['.', '', '.', '.'], [(12, 3), (15, 7), (18, 11)], [False, False, False, False], 48, False, [True, False, True, True], 3754, 'East', (13, 7))
Element 27: (2, (13, 7), ['', '', '.', 'G'], [(12, 2), (14, 7), (17, 11)], [False, False, False, False], 46, False, [False, False, True, False], 3773, 'North', (13, 8))
