Element 1: (1, (6, 5), ['.', 'F', '.', '.'], [(15, 9), (10, 3), (17, 10)], [False, False, False, False], 98, False, [True, False, True, True], 9, 'South', (6, 4))
Element 2: (1, (6, 4), ['%', '.', '', '%'], [(16, 9), (11, 3), (17, 11)], [True, False, False, True], 96, False, [False, True, False, False], 1038, 'South', (6, 3))
Element 3: (1, (6, 3), ['.', '.', '', '%'], [(17, 9), (12, 3), (18, 11)], [False, False, False, True], 94, False, [True, True, False, False], 1077, 'South', (6, 2))
Element 4: (1, (6, 2), ['.', '.', '', '%'], [(18, 9), (12, 2), (17, 11)], [False, False, False, True], 92, False, [True, True, False, False], 1106, 'South', (6, 1))
Element 5: (1, (6, 1), ['.', '%', '', '.'], [(17, 9), (13, 2), (16, 11)], [False, True, False, False], 90, False, [True, False, False, True], 1135, 'East', (7, 1))
Element 6: (1, (7, 1), ['', '%', '%', '.'], [(17, 10), (14, 2), (16, 12)], [False, True, True, False], 88, False, [False, False, False, True], 1164, 'East', (8, 1))
Element 7: (1, (8, 1), ['', '%', '%', '%'], [(17, 11), (15, 2), (16, 13)], [False, True, True, True], 86, False, [False, False, False, False], 1193, 'West', (7, 1))
Element 8: (1, (7, 1), ['', '%', '%', ''], [(18, 11), (15, 1), (15, 13)], [False, True, True, False], 84, False, [False, False, False, False], 1212, 'West', (6, 1))
Element 9: (1, (6, 1), ['.', '%', '', ''], [(17, 11), (14, 1), (15, 12)], [False, True, False, False], 82, False, [True, False, False, False], 1231, 'West', (5, 1))
Element 10: (1, (5, 1), ['.', '%', '.', ''], [(16, 11), (13, 1), (14, 12)], [False, True, False, False], 80, False, [True, False, True, False], 1260, 'North', (5, 2))
Element 11: (1, (5, 2), ['.', '', '.', ''], [(16, 12), (12, 1), (14, 13)], [False, False, False, False], 78, False, [True, False, True, False], 1289, 'North', (5, 3))
Element 12: (1, (5, 3), ['.', '', '%', ''], [(16, 13), (11, 1), (13, 13)], [False, False, True, False], 76, False, [True, False, False, False], 1318, 'West', (4, 3))
Element 13: (1, (4, 3), ['.', '.', '%', ''], [(15, 13), (11, 2), (13, 12)], [False, False, True, False], 74, False, [True, True, False, False], 1347, 'South', (4, 2))
Element 14: (1, (4, 2), ['.', '.', '', ''], [(15, 12), (10, 2), (13, 11)], [False, False, False, False], 72, False, [True, True, False, False], 1376, 'South', (4, 1))
Element 15: (1, (4, 1), ['.', '%', '', ''], [(14, 12), (9, 2), (13, 10)], [False, True, False, False], 70, False, [True, False, False, False], 1405, 'West', (3, 1))
Element 16: (1, (3, 1), ['.', '%', '.', ''], [(14, 13), (9, 3), (14, 10)], [False, True, False, False], 68, False, [True, False, True, False], 1434, 'North', (3, 2))
Element 17: (1, (3, 2), ['.', '', '.', ''], [(13, 13), (9, 2), (14, 9)], [False, False, False, False], 66, False, [True, False, True, False], 1453, 'North', (3, 3))
Element 18: (1, (3, 3), ['.', '', '.', ''], [(12, 13), (10, 2), (14, 8)], [False, False, False, False], 64, False, [True, False, True, False], 1482, 'North', (3, 4))
Element 19: (1, (3, 4), ['.', '', '.', '%'], [(12, 12), (11, 2), (14, 7)], [False, False, False, True], 62, False, [True, False, True, False], 1511, 'North', (3, 5))
Element 20: (1, (3, 5), ['.', '', '.', '.'], [(12, 11), (11, 1), (15, 7)], [False, False, False, False], 60, False, [True, False, True, True], 1540, 'East', (4, 5))
Element 21: (1, (4, 5), ['', '%', '.', '.'], [(12, 10), (12, 1), (16, 7)], [False, True, False, False], 58, False, [False, False, True, True], 1569, 'East', (5, 5))
Element 22: (1, (5, 5), ['', '%', '.', ''], [(12, 9), (13, 1), (17, 7)], [False, True, False, False], 56, False, [False, False, True, False], 1598, 'North', (5, 6))
Element 23: (1, (5, 6), ['.', '', '%', '.'], [(13, 9), (14, 1), (18, 7)], [False, False, True, False], 54, False, [True, False, False, True], 1627, 'East', (6, 6))
Element 24: (1, (6, 6), ['', '', '%', '.'], [(13, 8), (15, 1), (17, 7)], [False, False, True, False], 52, False, [False, False, False, True], 1646, 'East', (7, 6))
Element 25: (1, (7, 6), ['', '.', '%', '.'], [(13, 7), (15, 2), (17, 6)], [False, False, True, False], 50, False, [False, True, False, True], 1675, 'East', (8, 6))
Element 26: (1, (8, 6), ['', '.', '%', '.'], [(13, 6), (14, 2), (16, 6)], [False, False, True, False], 48, False, [False, True, False, True], 1704, 'East', (9, 6))
Element 27: (1, (9, 6), ['', '.', '.', '.'], [(14, 6), (14, 1), (15, 6)], [False, False, False, False], 46, False, [False, True, True, True], 1733, 'East', (10, 6))
Element 28: (1, (10, 6), ['', '.', '.', '.'], [(15, 6), (14, 2), (16, 6)], [False, False, False, False], 44, False, [False, True, True, True], 1742, 'East', (11, 6))
Element 29: (1, (11, 6), ['', '.', '.', '.'], [(16, 6), (13, 2), (17, 6)], [False, False, False, False], 42, False, [False, True, True, True], 1751, 'East', (12, 6))
Element 30: (1, (12, 6), ['', '.', '.', ''], [(17, 6), (13, 1), (17, 7)], [False, False, False, False], 40, False, [False, True, True, False], 1760, 'North', (12, 7))
Element 31: (1, (12, 7), ['.', '', '.', ''], [(17, 7), (13, 2), (16, 7)], [False, False, False, False], 38, False, [True, False, True, False], 1769, 'North', (12, 8))
Element 32: (1, (12, 8), ['%', '', '', ''], [(18, 7), (12, 2), (16, 6)], [True, False, False, False], 36, False, [False, False, False, False], 1778, 'East', (13, 8))
Element 33: (1, (13, 8), ['', '', '', ''], [(17, 7), (12, 1), (16, 7)], [False, False, False, False], 34, False, [False, False, False, False], 1777, 'East', (14, 8))
