Element 1: (2, (5, 8), ['.', '%', '.', 'F'], [(5, 5), (3, 3), (11, 12)], [False, True, False, False], 98, False, [True, False, True, False], 19, 'East', (6, 8))
Element 2: (2, (6, 8), ['', '%', '%', '.'], [(6, 5), (4, 3), (12, 12)], [False, True, True, False], 96, False, [False, False, False, True], 1048, 'East', (7, 8))
Element 3: (2, (7, 8), ['', '%', '%', '.'], [(6, 4), (5, 3), (13, 12)], [False, True, True, False], 94, False, [False, False, False, True], 2077, 'East', (8, 8))
Element 4: (2, (8, 8), ['', '%', '%', '.'], [(6, 3), (5, 2), (14, 12)], [False, True, True, False], 92, False, [False, False, False, True], 2116, 'East', (9, 8))
Element 5: (2, (9, 8), ['', '.', '%', 'F'], [(6, 2), (5, 1), (15, 12)], [False, False, True, False], 90, False, [False, True, False, False], 2155, 'East', (10, 8))
Element 6: (2, (10, 8), ['', '.', '%', '%'], [(6, 1), (4, 1), (16, 12)], [False, False, True, True], 88, False, [False, True, False, False], 3184, 'South', (10, 7))
Element 7: (2, (10, 7), ['.', '.', '', '.'], [(7, 1), (4, 2), (16, 13)], [False, False, False, False], 86, False, [True, True, False, True], 3223, 'East', (11, 7))
Element 8: (2, (11, 7), ['', '.', '%', '.'], [(8, 1), (3, 2), (15, 13)], [False, False, True, False], 84, False, [False, True, False, True], 3262, 'East', (12, 7))
Element 9: (2, (12, 7), ['', '.', '.', '.'], [(7, 1), (3, 1), (14, 13)], [False, False, False, False], 82, False, [False, True, True, True], 3291, 'East', (13, 7))
Element 10: (2, (13, 7), ['', '.', '.', '.'], [(6, 1), (2, 1), (13, 13)], [False, False, False, False], 80, False, [False, True, True, True], 3320, 'East', (14, 7))
Element 11: (2, (14, 7), ['', '.', '.', '.'], [(5, 1), (2, 2), (12, 13)], [False, False, False, False], 78, False, [False, True, True, True], 3349, 'East', (15, 7))
Element 12: (2, (15, 7), ['', '.', '%', '.'], [(5, 2), (1, 2), (13, 13)], [False, False, True, False], 76, False, [False, True, False, True], 3368, 'East', (16, 7))
Element 13: (2, (16, 7), ['', '.', '%', '.'], [(5, 3), (1, 1), (14, 13)], [False, False, True, False], 74, False, [False, True, False, True], 3387, 'East', (17, 7))
Element 14: (2, (17, 7), ['', '.', '%', '.'], [(4, 3), (1, 2), (15, 13)], [False, False, True, False], 72, False, [False, True, False, True], 3396, 'East', (18, 7))
Element 15: (2, (18, 7), ['', '%', '%', '%'], [(4, 2), (2, 2), (16, 13)], [False, True, True, True], 70, False, [False, False, False, False], 3405, 'West', (17, 7))
Element 16: (2, (17, 7), ['', '.', '%', ''], [(4, 1), (2, 1), (16, 12)], [False, False, True, False], 68, False, [False, True, False, False], 3404, 'South', (17, 6))
Element 17: (2, (17, 6), ['.', '%', '', '%'], [(3, 1), (1, 1), (16, 11)], [False, True, False, True], 66, False, [True, False, False, False], 3423, 'West', (16, 6))
Element 18: (2, (16, 6), ['.', '%', '', ''], [(3, 2), (2, 1), (17, 11)], [False, True, False, False], 64, False, [True, False, False, False], 3442, 'West', (15, 6))
Element 19: (2, (15, 6), ['.', '%', '', ''], [(3, 3), (3, 1), (18, 11)], [False, True, False, False], 62, False, [True, False, False, False], 3461, 'West', (14, 6))
Element 20: (2, (14, 6), ['.', '%', '', ''], [(3, 4), (3, 2), (17, 11)], [False, True, False, False], 60, False, [True, False, False, False], 3480, 'West', (13, 6))
