Element 1: (2, (8, 10), ['.', '%', 'F', '.'], [(13, 5), (5, 1), (11, 12)], [False, True, False, False], 98, False, [True, False, False, True], 19, 'North', (8, 11))
Element 2: (2, (8, 11), ['.', '', '%', '.'], [(13, 6), (6, 1), (12, 12)], [False, False, True, False], 96, False, [True, False, False, True], 1048, 'East', (9, 11))
Element 3: (2, (9, 11), ['', '.', 'F', '.'], [(14, 6), (7, 1), (13, 12)], [False, False, False, False], 94, False, [False, True, False, True], 1087, 'North', (9, 12))
Element 4: (2, (9, 12), ['%', '', '%', '.'], [(15, 6), (8, 1), (14, 12)], [True, False, True, False], 92, False, [False, False, False, True], 2116, 'East', (10, 12))
Element 5: (2, (10, 12), ['', '.', '%', ''], [(16, 6), (7, 1), (15, 12)], [False, False, True, False], 90, False, [False, True, False, False], 2145, 'South', (10, 11))
Element 6: (2, (10, 11), ['', '.', '', '.'], [(17, 6), (6, 1), (16, 12)], [False, False, False, False], 88, False, [False, True, False, True], 2174, 'East', (11, 11))
Element 7: (2, (11, 11), ['', '.', '', '.'], [(17, 7), (6, 2), (16, 13)], [False, False, False, False], 86, False, [False, True, False, True], 2213, 'East', (12, 11))
Element 8: (2, (12, 11), ['', '.', '', '.'], [(18, 7), (6, 3), (15, 13)], [False, False, False, False], 84, False, [False, True, False, True], 2252, 'East', (13, 11))
Element 9: (2, (13, 11), ['', '.', '', '%'], [(17, 7), (6, 4), (14, 13)], [False, False, False, True], 82, False, [False, True, False, False], 3271, 'South', (13, 10))
Element 10: (2, (13, 10), ['.', '.', '', '.'], [(16, 7), (6, 5), (13, 13)], [False, False, False, False], 80, False, [True, True, False, True], 3310, 'East', (14, 10))
Element 11: (2, (14, 10), ['', '.', '%', '.'], [(15, 7), (7, 5), (12, 13)], [False, False, True, False], 78, False, [False, True, False, True], 3349, 'East', (15, 10))
Element 12: (2, (15, 10), ['', '.', '%', '%'], [(14, 7), (8, 5), (13, 13)], [False, False, True, True], 76, False, [False, True, False, False], 3378, 'South', (15, 9))
Element 13: (2, (15, 9), ['.', '%', '', '.'], [(14, 8), (9, 5), (14, 13)], [False, True, False, False], 74, False, [True, False, False, True], 3407, 'East', (16, 9))
Element 14: (2, (16, 9), ['', '%', '%', '.'], [(14, 9), (10, 5), (15, 13)], [False, True, True, False], 72, False, [False, False, False, True], 3436, 'East', (17, 9))
Element 15: (2, (17, 9), ['', '%', '.', '.'], [(13, 9), (11, 5), (16, 13)], [False, True, False, False], 70, False, [False, False, True, True], 3465, 'East', (18, 9))
Element 16: (2, (18, 9), ['', '%', '%', '%'], [(13, 8), (11, 6), (16, 12)], [False, True, True, True], 68, False, [False, False, False, False], 3494, 'West', (17, 9))
Element 17: (2, (17, 9), ['', '%', '.', ''], [(13, 7), (12, 6), (16, 11)], [False, True, False, False], 66, False, [False, False, True, False], 3523, 'North', (17, 10))
Element 18: (2, (17, 10), ['%', '', 'G', '%'], [(12, 7), (13, 6), (17, 11)], [True, False, False, True], 64, False, [False, False, False, False], 3552, 'South', (17, 9))
Element 19: (2, (17, 9), ['', '%', '', ''], [(12, 8), (14, 6), (18, 11)], [False, True, False, False], 62, False, [False, False, False, False], 3571, 'West', (16, 9))
Element 20: (2, (16, 9), ['', '%', '%', ''], [(12, 9), (15, 6), (17, 11)], [False, True, True, False], 60, False, [False, False, False, False], 3580, 'West', (15, 9))
