Element 1: (2, (8, 10), ['.', '%', 'F', '.'], [(13, 5), (5, 1), (11, 12)], [False, True, False, False], 98, False, [True, False, False, True], 19, 'North', (8, 11))
Element 21: (2, (15, 9), ['', '%', '', ''], [(12, 10), (16, 6), (17, 10)], [False, True, False, False], 58, False, [False, False, False, False], 3589, 'West', (14, 9))
Element 22: (2, (14, 9), ['', '', '', ''], [(11, 10), (17, 6), (17, 9)], [False, False, False, False], 56, False, [False, False, False, False], 3598, 'South', (14, 8))
Element 23: (2, (14, 8), ['', '', '', '%'], [(11, 9), (17, 7), (18, 9)], [False, False, False, True], 54, False, [False, False, False, False], 3607, 'South', (14, 7))
Element 24: (2, (14, 7), ['', '', '', ''], [(11, 10), (18, 7), (17, 9)], [False, False, False, False], 52, False, [False, False, False, False], 3606, 'East', (15, 7))
Element 25: (2, (15, 7), ['', '', '%', ''], [(10, 10), (17, 7), (16, 9)], [False, False, True, False], 50, False, [False, False, False, False], 3615, 'East', (16, 7))
Element 26: (2, (16, 7), ['', '', '%', ''], [(9, 10), (17, 6), (15, 9)], [False, False, True, False], 48, False, [False, False, False, False], 3624, 'East', (17, 7))
Element 27: (2, (17, 7), ['', '', '%', ''], [(9, 11), (16, 6), (15, 10)], [False, False, True, False], 46, False, [False, False, False, False], 3623, 'East', (18, 7))
Element 28: (2, (18, 7), ['', '%', '%', '%'], [(10, 11), (17, 6), (14, 10)], [False, True, True, True], 44, False, [False, False, False, False], 3622, 'West', (17, 7))
Element 29: (2, (17, 7), ['', '', '%', ''], [(11, 11), (16, 6), (14, 9)], [False, False, True, False], 42, False, [False, False, False, False], 3621, 'South', (17, 6))
Element 30: (2, (17, 6), ['', '%', '', '%'], [(12, 11), (16, 7), (14, 8)], [False, True, False, True], 40, False, [False, False, False, False], 3620, 'West', (16, 6))
Element 31: (2, (16, 6), ['', '%', '', ''], [(13, 11), (15, 7), (14, 7)], [False, True, False, False], 38, False, [False, False, False, False], 3619, 'West', (15, 6))
Element 32: (2, (15, 6), ['G', '%', '', ''], [(13, 12), (14, 7), (14, 6)], [False, True, False, False], 36, False, [False, False, False, False], 3618, 'East', (16, 6))
Element 33: (2, (16, 6), ['G', '%', '', ''], [(14, 12), (14, 8), (15, 6)], [False, True, False, False], 34, False, [False, False, False, False], 3617, 'East', (17, 6))
Element 34: (2, (17, 6), ['G', '%', '', '%'], [(15, 12), (14, 9), (16, 6)], [False, True, False, True], 32, False, [False, False, False, False], 3616, 'North', (17, 7))
Element 35: (2, (17, 7), ['', 'G', '%', ''], [(16, 12), (15, 9), (17, 6)], [False, False, True, False], 30, False, [False, False, False, False], 3615, 'West', (16, 7))
Element 36: (2, (16, 7), ['', '', '%', 'G'], [(16, 13), (16, 9), (17, 7)], [False, False, True, False], 28, False, [False, False, False, False], 3614, 'South', (16, 6))
Element 37: (2, (16, 6), ['', '%', '', ''], [(15, 13), (17, 9), (18, 7)], [False, True, False, False], 26, False, [False, False, False, False], 3613, 'North', (16, 7))
Element 38: (2, (16, 7), ['', '', '%', 'G'], [(14, 13), (18, 9), (17, 7)], [False, False, True, False], 24, False, [False, False, False, False], 3612, 'West', (15, 7))
Element 39: (2, (15, 7), ['', '', '%', 'G'], [(13, 13), (17, 9), (16, 7)], [False, False, True, False], 22, False, [False, False, False, False], 3611, 'South', (15, 6))
Element 40: (2, (15, 6), ['', '%', 'G', ''], [(12, 13), (17, 10), (15, 7)], [False, True, False, False], 20, False, [False, False, False, False], 3610, 'West', (14, 6))
Element 41: (2, (14, 6), ['', '%', '', ''], [(12, 12), (17, 11), (16, 7)], [False, True, False, False], 18, False, [False, False, False, False], 3609, 'West', (13, 6))
Element 42: (2, (13, 6), ['', '', '', ''], [(11, 12), (18, 11), (17, 7)], [False, False, False, False], 16, False, [False, False, False, False], 3608, 'North', (13, 7))
Element 43: (2, (13, 7), ['', '', '', ''], [(10, 12), (17, 11), (17, 6)], [False, False, False, False], 14, False, [False, False, False, False], 3607, 'North', (13, 8))
Element 44: (2, (13, 8), ['', '', '', ''], [(9, 12), (16, 11), (16, 6)], [False, False, False, False], 12, False, [False, False, False, False], 3606, 'North', (13, 9))
Element 45: (2, (13, 9), ['', '', '', ''], [(10, 12), (16, 12), (16, 7)], [False, False, False, False], 10, False, [False, False, False, False], 3605, 'West', (12, 9))
Element 46: (2, (12, 9), ['', '', '', ''], [(11, 12), (16, 13), (16, 6)], [False, False, False, False], 8, False, [False, False, False, False], 3604, 'North', (12, 10))
Element 47: (2, (12, 10), ['', '', '', ''], [(12, 12), (15, 13), (15, 6)], [False, False, False, False], 6, False, [False, False, False, False], 3603, 'West', (11, 10))
Element 48: (2, (11, 10), ['', '', '', ''], [(12, 13), (15, 12), (15, 7)], [False, False, False, False], 4, False, [False, False, False, False], 3602, 'South', (11, 9))
Element 49: (2, (11, 9), ['%', '%', '', ''], [(13, 13), (14, 12), (15, 6)], [True, True, False, False], 2, False, [False, False, False, False], 3601, 'North', (11, 10))
Element 50: (2, (11, 10), ['', '', '', ''], [(13, 13), (14, 12), (14, 6)], [False, False, False, False], 0, False, [False, False, False, False], 3600, 'Stop', (11, 10))
Element 51: #0#
