Element 1: (3, (16, 11), ['%', '%', '.', '.'], [(12, 2), (3, 5), (15, 2)], [True, True, False, False], 98, False, [False, False, True, True], 29, 'East', (17, 11))
Element 2: (3, (17, 11), ['', '.', '%', '.'], [(13, 2), (4, 5), (14, 2)], [False, False, True, False], 96, False, [False, True, False, True], 68, 'East', (18, 11))
Element 3: (3, (18, 11), ['', '%', '%', '%'], [(13, 1), (5, 5), (14, 1)], [False, True, True, True], 94, False, [False, False, False, False], 107, 'West', (17, 11))
Element 4: (3, (17, 11), ['', '.', '%', ''], [(12, 1), (6, 5), (13, 1)], [False, False, True, False], 92, False, [False, True, False, False], 126, 'South', (17, 10))
Element 5: (3, (17, 10), ['%', '.', '', '%'], [(11, 1), (6, 4), (13, 2)], [True, False, False, True], 90, False, [False, True, False, False], 1145, 'South', (17, 9))
Element 6: (3, (17, 9), ['.', '%', '', '.'], [(12, 1), (6, 3), (12, 2)], [False, True, False, False], 88, False, [True, False, False, True], 1164, 'East', (18, 9))
Element 7: (3, (18, 9), ['', '%', '%', '%'], [(13, 1), (6, 2), (12, 3)], [False, True, True, True], 86, False, [False, False, False, False], 1193, 'West', (17, 9))
Element 8: (3, (17, 9), ['.', '%', '', ''], [(13, 2), (6, 1), (11, 3)], [False, True, False, False], 84, False, [True, False, False, False], 1212, 'West', (16, 9))
Element 9: (3, (16, 9), ['.', '%', '%', ''], [(12, 2), (7, 1), (10, 3)], [False, True, True, False], 82, False, [True, False, False, False], 1241, 'West', (15, 9))
Element 10: (3, (15, 9), ['.', '%', '.', ''], [(12, 3), (8, 1), (10, 2)], [False, True, False, False], 80, False, [True, False, True, False], 1270, 'North', (15, 10))
Element 11: (3, (15, 10), ['.', '', '%', '%'], [(11, 3), (7, 1), (9, 2)], [False, False, True, True], 78, False, [True, False, False, False], 1289, 'West', (14, 10))
Element 12: (3, (14, 10), ['.', '.', '%', ''], [(10, 3), (6, 1), (9, 3)], [False, False, True, False], 76, False, [True, True, False, False], 1308, 'South', (14, 9))
Element 13: (3, (14, 9), ['.', '.', '', ''], [(10, 2), (5, 1), (9, 2)], [False, False, False, False], 74, False, [True, True, False, False], 1327, 'South', (14, 8))
Element 14: (3, (14, 8), ['.', '.', '', '%'], [(10, 3), (5, 2), (10, 2)], [False, False, False, True], 72, False, [True, True, False, False], 1346, 'South', (14, 7))
Element 15: (3, (14, 7), ['.', '.', '', '.'], [(11, 3), (5, 3), (11, 2)], [False, False, False, False], 70, False, [True, True, False, True], 1365, 'East', (15, 7))
Element 16: (3, (15, 7), ['', '.', '%', '.'], [(12, 3), (4, 3), (11, 1)], [False, False, True, False], 68, False, [False, True, False, True], 1384, 'East', (16, 7))
Element 17: (3, (16, 7), ['', '.', '%', '.'], [(12, 2), (4, 2), (12, 1)], [False, False, True, False], 66, False, [False, True, False, True], 1403, 'East', (17, 7))
Element 18: (3, (17, 7), ['', '.', '%', '.'], [(11, 2), (4, 1), (11, 1)], [False, False, True, False], 64, False, [False, True, False, True], 1422, 'East', (18, 7))
Element 19: (3, (18, 7), ['', '%', '%', '%'], [(12, 2), (3, 1), (11, 2)], [False, True, True, True], 62, False, [False, False, False, False], 1441, 'West', (17, 7))
Element 20: (3, (17, 7), ['', '.', '%', ''], [(12, 1), (3, 2), (10, 2)], [False, False, True, False], 60, False, [False, True, False, False], 1450, 'South', (17, 6))
Element 21: (3, (17, 6), ['.', '%', '', '%'], [(12, 2), (3, 3), (10, 3)], [False, True, False, True], 58, False, [True, False, False, False], 1469, 'West', (16, 6))
Element 22: (3, (16, 6), ['.', '%', '', ''], [(11, 2), (2, 3), (9, 3)], [False, True, False, False], 56, False, [True, False, False, False], 1488, 'West', (15, 6))
Element 23: (3, (15, 6), ['.', '%', '', ''], [(11, 1), (2, 4), (10, 3)], [False, True, False, False], 54, False, [True, False, False, False], 1507, 'West', (14, 6))
Element 24: (3, (14, 6), ['.', '%', '', ''], [(11, 2), (2, 5), (11, 3)], [False, True, False, False], 52, False, [True, False, False, False], 1526, 'West', (13, 6))
Element 25: (3, (13, 6), ['.', '.', '.', ''], [(10, 2), (2, 6), (11, 2)], [False, False, False, False], 50, False, [True, True, True, False], 1545, 'North', (13, 7))
Element 26: (3, (13, 7), ['.', '', '.', ''], [(9, 2), (3, 6), (11, 3)], [False, False, False, False], 48, False, [True, False, True, False], 1564, 'North', (13, 8))
Element 27: (3, (13, 8), ['.', '', '.', ''], [(9, 3), (4, 6), (12, 3)], [False, False, False, False], 46, False, [True, False, True, False], 1583, 'North', (13, 9))
Element 28: (3, (13, 9), ['.', '', '.', ''], [(9, 2), (5, 6), (12, 2)], [False, False, False, False], 44, False, [True, False, True, False], 1602, 'North', (13, 10))
Element 29: (3, (13, 10), ['.', '', '.', ''], [(9, 2), (6, 6), (12, 1)], [False, False, False, False], 42, False, [True, False, True, False], 1621, 'North', (13, 11))
Element 30: (3, (13, 11), ['.', '', '.', '%'], [(10, 2), (7, 6), (12, 2)], [False, False, False, True], 40, False, [True, False, True, False], 1640, 'North', (13, 12))
Element 31: (3, (13, 12), ['.', '', '.', '.'], [(11, 2), (8, 6), (12, 1)], [False, False, False, False], 38, False, [True, False, True, True], 1659, 'East', (14, 12))
Element 32: (3, (14, 12), ['', '%', '.', '.'], [(12, 2), (9, 6), (11, 1)], [False, True, False, False], 36, False, [False, False, True, True], 1678, 'East', (15, 12))
Element 33: (3, (15, 12), ['', '%', '.', '.'], [(13, 2), (10, 6), (11, 2)], [False, True, False, False], 34, False, [False, False, True, True], 1697, 'East', (16, 12))
Element 34: (3, (16, 12), ['', '', '.', '%'], [(14, 2), (11, 6), (11, 1)], [False, False, False, True], 32, False, [False, False, True, False], 1716, 'North', (16, 13))
Element 35: (3, (16, 13), ['.', '', '%', '%'], [(15, 2), (12, 6), (12, 1)], [False, False, True, True], 30, False, [True, False, False, False], 1735, 'West', (15, 13))
Element 36: (3, (15, 13), ['.', '', '%', ''], [(15, 1), (12, 7), (13, 1)], [False, False, True, False], 28, False, [True, False, False, False], 1754, 'West', (14, 13))
Element 37: (3, (14, 13), ['.', '', '%', ''], [(14, 1), (12, 8), (12, 1)], [False, False, True, False], 26, False, [True, False, False, False], 1773, 'West', (13, 13))
Element 38: (3, (13, 13), ['.', '', '%', ''], [(13, 1), (12, 9), (12, 2)], [False, False, True, False], 24, False, [True, False, False, False], 1792, 'West', (12, 13))
Element 39: (3, (12, 13), ['%', '.', '%', ''], [(12, 1), (12, 10), (13, 2)], [True, False, True, False], 22, False, [False, True, False, False], 1811, 'South', (12, 12))
Element 40: (3, (12, 12), ['.', 'G', '', ''], [(11, 1), (12, 11), (14, 2)], [False, False, False, False], 20, False, [True, False, False, False], 1830, 'West', (11, 12))
Element 41: (3, (11, 12), ['.', 'G', '%', ''], [(12, 1), (11, 11), (15, 2)], [False, False, True, False], 18, False, [True, False, False, False], 1849, 'West', (10, 12))
Element 42: (3, (10, 12), ['F', '.', '%', ''], [(13, 1), (11, 10), (15, 1)], [False, False, True, False], 16, False, [False, True, False, False], 1868, 'West', (9, 12))
Element 43: (3, (9, 12), ['%', '.', '%', ''], [(14, 1), (11, 9), (15, 2)], [True, False, True, False], 14, False, [False, True, False, False], 2877, 'South', (9, 11))
Element 44: (3, (9, 11), ['F', '.', '', '.'], [(15, 1), (11, 10), (14, 2)], [False, False, False, False], 12, False, [False, True, False, True], 2886, 'West', (8, 11))
Element 45: (3, (8, 11), ['.', '.', '%', ''], [(15, 2), (10, 10), (14, 2)], [False, False, True, False], 10, False, [True, True, False, False], 3895, 'South', (8, 10))
Element 46: (3, (8, 10), ['.', '%', '', '.'], [(15, 1), (10, 11), (15, 2)], [False, True, False, False], 8, False, [True, False, False, True], 3914, 'East', (9, 10))
Element 47: (3, (9, 10), ['', '%', '', ''], [(14, 1), (10, 12), (15, 1)], [False, True, False, False], 6, False, [False, False, False, False], 3923, 'East', (10, 10))
Element 48: (3, (10, 10), ['', '%', '', ''], [(14, 2), (11, 12), (14, 1)], [False, True, False, False], 4, False, [False, False, False, False], 3922, 'East', (11, 10))
Element 49: (3, (11, 10), ['', '', '', ''], [(13, 2), (12, 12), (13, 1)], [False, False, False, False], 2, False, [False, False, False, False], 3921, 'East', (12, 10))
Element 50: (3, (12, 10), ['', '', '', ''], [(13, 2), (12, 12), (13, 1)], [False, False, False, False], 0, False, [False, False, False, False], 3920, 'Stop', (12, 10))
Element 51: #0#
