Element 1: (2, (14, 9), ['.', '.', '.', 'G'], [(5, 12), (5, 11), (15, 9)], [False, False, False, False], 98, False, [True, True, True, False], 19, 'North', (14, 10))
Element 2: (2, (14, 10), ['.', '', '%', '.'], [(6, 12), (6, 11), (16, 9)], [False, False, True, False], 96, False, [True, False, False, True], 58, 'East', (15, 10))
Element 3: (2, (15, 10), ['', '', '%', '%'], [(5, 12), (7, 11), (17, 9)], [False, False, True, True], 94, False, [False, False, False, False], 87, 'South', (15, 9))
Element 4: (2, (15, 9), ['', '%', '', ''], [(5, 13), (8, 11), (18, 9)], [False, True, False, False], 92, False, [False, False, False, False], 1096, 'East', (16, 9))
Element 5: (2, (16, 9), ['', '%', '%', 'G'], [(4, 13), (9, 11), (17, 9)], [False, True, True, False], 90, False, [False, False, False, False], 1115, 'West', (15, 9))
Element 6: (2, (15, 9), ['', '%', '', ''], [(3, 13), (9, 12), (17, 10)], [False, True, False, False], 88, False, [False, False, False, False], 2134, 'North', (15, 10))
Element 7: (2, (15, 10), ['', '', '%', '%'], [(2, 13), (10, 12), (17, 11)], [False, False, True, True], 86, False, [False, False, False, False], 2163, 'West', (14, 10))
Element 8: (2, (14, 10), ['.', '', '%', ''], [(1, 13), (11, 12), (18, 11)], [False, False, True, False], 84, False, [True, False, False, False], 2192, 'West', (13, 10))
Element 9: (2, (13, 10), ['.', '.', '.', ''], [(2, 13), (12, 12), (17, 11)], [False, False, False, False], 82, False, [True, True, True, False], 2211, 'North', (13, 11))
Element 10: (2, (13, 11), ['.', '', 'G', '%'], [(3, 13), (13, 12), (16, 11)], [False, False, False, True], 80, False, [True, False, False, False], 2240, 'West', (12, 11))
Element 11: (2, (12, 11), ['.', '.', '', ''], [(4, 13), (14, 12), (16, 12)], [False, False, False, False], 78, False, [True, True, False, False], 2269, 'South', (12, 10))
Element 12: (2, (12, 10), ['.', '.', '', ''], [(5, 13), (15, 12), (16, 13)], [False, False, False, False], 76, False, [True, True, False, False], 2298, 'South', (12, 9))
Element 13: (2, (12, 9), ['.', '.', '', '.'], [(5, 13), (16, 12), (15, 13)], [False, False, False, False], 74, False, [True, True, False, True], 2317, 'East', (13, 9))
Element 14: (2, (13, 9), ['', '.', '', ''], [(5, 12), (16, 13), (14, 13)], [False, False, False, False], 72, False, [False, True, False, False], 2336, 'South', (13, 8))
Element 15: (2, (13, 8), ['.', '.', '', '.'], [(6, 12), (15, 13), (13, 13)], [False, False, False, False], 70, False, [True, True, False, True], 2355, 'East', (14, 8))
Element 16: (2, (14, 8), ['', '.', '', '%'], [(6, 11), (14, 13), (12, 13)], [False, False, False, True], 68, False, [False, True, False, False], 2374, 'South', (14, 7))
Element 17: (2, (14, 7), ['.', '.', '', '.'], [(6, 10), (13, 13), (12, 12)], [False, False, False, False], 66, False, [True, True, False, True], 2393, 'East', (15, 7))
Element 18: (2, (15, 7), ['', '.', '%', '.'], [(7, 10), (12, 13), (13, 12)], [False, False, True, False], 64, False, [False, True, False, True], 2412, 'East', (16, 7))
Element 19: (2, (16, 7), ['', '.', '%', '.'], [(8, 10), (13, 13), (14, 12)], [False, False, True, False], 62, False, [False, True, False, True], 2431, 'East', (17, 7))
Element 20: (2, (17, 7), ['', '.', '%', '.'], [(9, 10), (14, 13), (15, 12)], [False, False, True, False], 60, False, [False, True, False, True], 2450, 'East', (18, 7))
Element 21: (2, (18, 7), ['', '%', '%', '%'], [(10, 10), (15, 13), (14, 12)], [False, True, True, True], 58, False, [False, False, False, False], 2469, 'West', (17, 7))
Element 22: (2, (17, 7), ['', '.', '%', ''], [(11, 10), (16, 13), (13, 12)], [False, False, True, False], 56, False, [False, True, False, False], 2478, 'South', (17, 6))
Element 23: (2, (17, 6), ['.', '%', '', '%'], [(11, 11), (16, 12), (13, 11)], [False, True, False, True], 54, False, [True, False, False, False], 2497, 'West', (16, 6))
Element 24: (2, (16, 6), ['.', '%', '', ''], [(10, 11), (16, 11), (13, 10)], [False, True, False, False], 52, False, [True, False, False, False], 2516, 'West', (15, 6))
Element 25: (2, (15, 6), ['.', '%', '', ''], [(10, 12), (17, 11), (14, 10)], [False, True, False, False], 50, False, [True, False, False, False], 2525, 'West', (14, 6))
Element 26: (2, (14, 6), ['.', '%', '', ''], [(11, 12), (18, 11), (15, 10)], [False, True, False, False], 48, False, [True, False, False, False], 2534, 'West', (13, 6))
Element 27: (2, (13, 6), ['.', '.', '.', ''], [(12, 12), (17, 11), (14, 10)], [False, False, False, False], 46, False, [True, True, True, False], 2543, 'North', (13, 7))
Element 28: (2, (13, 7), ['.', '', '', ''], [(13, 12), (17, 10), (14, 9)], [False, False, False, False], 44, False, [True, False, False, False], 2552, 'West', (12, 7))
Element 29: (2, (12, 7), ['.', '.', '.', ''], [(14, 12), (17, 9), (14, 8)], [False, False, False, False], 42, False, [True, True, True, False], 2561, 'North', (12, 8))
