Element 1: (0, (6, 10), ['G', '%', '.', '.'], [(1, 10), (5, 10), (5, 12)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'East', (7, 10))
Element 13: (0, (16, 12), ['', '.', '.', '%'], [(8, 11), (15, 10), (5, 12)], [False, False, False, True], 74, False, [False, True, True, False], 2308, 'North', (16, 13))
Element 14: (0, (16, 13), ['.', '', '%', '%'], [(9, 11), (15, 9), (5, 12)], [False, False, True, True], 72, False, [True, False, False, False], 2327, 'West', (15, 13))
Element 15: (0, (15, 13), ['.', '', '%', ''], [(9, 10), (16, 9), (6, 12)], [False, False, True, False], 70, False, [True, False, False, False], 2356, 'West', (14, 13))
Element 16: (0, (14, 13), ['.', '', '%', ''], [(10, 10), (17, 9), (6, 11)], [False, False, True, False], 68, False, [True, False, False, False], 2385, 'West', (13, 13))
Element 17: (0, (13, 13), ['.', '', '%', ''], [(11, 10), (18, 9), (7, 11)], [False, False, True, False], 66, False, [True, False, False, False], 2414, 'West', (12, 13))
Element 18: (0, (12, 13), ['%', '', '%', ''], [(12, 10), (17, 9), (8, 11)], [True, False, True, False], 64, False, [False, False, False, False], 2433, 'East', (13, 13))
Element 19: (0, (13, 13), ['', '', '%', ''], [(12, 9), (17, 10), (9, 11)], [False, False, True, False], 62, False, [False, False, False, False], 2452, 'East', (14, 13))
Element 20: (0, (14, 13), ['', '', '%', ''], [(13, 9), (17, 11), (10, 11)], [False, False, True, False], 60, False, [False, False, False, False], 2471, 'East', (15, 13))
Element 21: (0, (15, 13), ['', '', '%', ''], [(14, 9), (18, 11), (11, 11)], [False, False, True, False], 58, False, [False, False, False, False], 2490, 'East', (16, 13))
Element 22: (0, (16, 13), ['', '', '%', '%'], [(14, 8), (17, 11), (12, 11)], [False, False, True, True], 56, False, [False, False, False, False], 2499, 'South', (16, 12))
Element 23: (0, (16, 12), ['', 'G', '', '%'], [(14, 7), (16, 11), (13, 11)], [False, False, False, True], 54, False, [False, False, False, False], 2518, 'West', (15, 12))
Element 24: (0, (15, 12), ['', '%', '', 'G'], [(15, 7), (16, 12), (13, 12)], [False, True, False, False], 52, False, [False, False, False, False], 2527, 'West', (14, 12))
Element 25: (0, (14, 12), ['', '%', '', ''], [(16, 7), (16, 13), (13, 13)], [False, True, False, False], 50, False, [False, False, False, False], 2536, 'East', (15, 12))
Element 26: (0, (15, 12), ['', '%', 'G', ''], [(17, 7), (15, 13), (14, 13)], [False, True, False, False], 48, False, [False, False, False, False], 2545, 'West', (14, 12))
Element 27: (0, (14, 12), ['', '%', '', 'G'], [(18, 7), (15, 12), (15, 13)], [False, True, False, False], 46, False, [False, False, False, False], 2554, 'West', (13, 12))
Element 28: (0, (13, 12), ['', '', '', 'G'], [(17, 7), (14, 12), (16, 13)], [False, False, False, False], 44, False, [False, False, False, False], 2553, 'West', (12, 12))
Element 29: (0, (12, 12), ['', '', '', ''], [(17, 6), (14, 13), (16, 12)], [False, False, False, False], 42, False, [False, False, False, False], 2562, 'West', (11, 12))
Element 30: (0, (11, 12), ['', '', '%', ''], [(16, 6), (13, 13), (16, 11)], [False, False, True, False], 40, False, [False, False, False, False], 2571, 'East', (12, 12))
Element 31: (0, (12, 12), ['', '', '', 'G'], [(15, 6), (13, 12), (17, 11)], [False, False, False, False], 38, False, [False, False, False, False], 2580, 'West', (11, 12))
Element 32: (0, (11, 12), ['', '', '%', 'G'], [(14, 6), (12, 12), (18, 11)], [False, False, True, False], 36, False, [False, False, False, False], 2589, 'Stop', (11, 12))
Element 33: (0, (11, 12), ['', '', '%', ''], [(13, 6), (12, 13), (17, 11)], [False, False, True, False], 34, False, [False, False, False, False], 2598, 'East', (12, 12))
Element 34: (0, (12, 12), ['', '', '', ''], [(13, 7), (13, 13), (17, 10)], [False, False, False, False], 32, False, [False, False, False, False], 2607, 'Stop', (12, 12))
Element 35: (0, (12, 12), ['', '', '', 'G'], [(13, 8), (13, 12), (17, 9)], [False, False, False, False], 30, False, [False, False, False, False], 2616, 'North', (12, 13))
Element 36: (0, (12, 13), ['%', '', '%', 'G'], [(12, 8), (13, 13), (18, 9)], [True, False, True, False], 28, False, [False, False, False, False], 2625, 'South', (12, 12))
Element 37: (0, (12, 12), ['', '', 'G', ''], [(12, 7), (12, 13), (17, 9)], [False, False, False, False], 26, False, [False, False, False, False], 2634, 'West', (11, 12))
Element 38: (0, (11, 12), ['', '', '%', ''], [(12, 6), (13, 13), (16, 9)], [False, False, True, False], 24, False, [False, False, False, False], 2643, 'West', (10, 12))
Element 39: (0, (10, 12), ['', '', '%', ''], [(12, 5), (14, 13), (15, 9)], [False, False, True, False], 22, False, [False, False, False, False], 2652, 'West', (9, 12))
Element 40: (0, (9, 12), ['%', '', '%', ''], [(13, 5), (14, 12), (15, 10)], [True, False, True, False], 20, False, [False, False, False, False], 2661, 'South', (9, 11))
Element 41: (0, (9, 11), ['', '', '', ''], [(12, 5), (13, 12), (14, 10)], [False, False, False, False], 18, False, [False, False, False, False], 2660, 'East', (10, 11))
Element 42: (0, (10, 11), ['', '', '', ''], [(11, 5), (14, 12), (14, 9)], [False, False, False, False], 16, False, [False, False, False, False], 2669, 'East', (11, 11))
Element 43: (0, (11, 11), ['', '', '', ''], [(11, 6), (15, 12), (14, 8)], [False, False, False, False], 14, False, [False, False, False, False], 2678, 'East', (12, 11))
Element 44: (0, (12, 11), ['', '', '', ''], [(11, 7), (15, 13), (14, 7)], [False, False, False, False], 12, False, [False, False, False, False], 2687, 'East', (13, 11))
Element 45: (0, (13, 11), ['', '', '', '%'], [(10, 7), (16, 13), (15, 7)], [False, False, False, True], 10, False, [False, False, False, False], 2696, 'South', (13, 10))
Element 46: (0, (13, 10), ['', '', '', ''], [(10, 8), (16, 12), (16, 7)], [False, False, False, False], 8, False, [False, False, False, False], 3695, 'East', (14, 10))
Element 47: (0, (14, 10), ['', '', '%', ''], [(9, 8), (15, 12), (17, 7)], [False, False, True, False], 6, False, [False, False, False, False], 3704, 'East', (15, 10))
Element 48: (0, (15, 10), ['', '', '%', '%'], [(9, 7), (16, 12), (18, 7)], [False, False, True, True], 4, False, [False, False, False, False], 3713, 'South', (15, 9))
Element 49: (0, (15, 9), ['', '%', '', ''], [(9, 6), (16, 11), (17, 7)], [False, True, False, False], 2, False, [False, False, False, False], 3722, 'East', (16, 9))
Element 50: (0, (16, 9), ['', '%', '%', ''], [(10, 6), (17, 11), (17, 6)], [False, True, True, False], 0, False, [False, False, False, False], 3731, 'Stop', (16, 9))
Element 51: #0#
