Element 1: (3, (17, 10), ['%', '.', '.', '%'], [(2, 7), (5, 11), (16, 9)], [True, False, False, True], 98, False, [False, True, True, False], 29, 'North', (17, 11))
Element 2: (3, (17, 11), ['.', '', '%', '.'], [(3, 7), (6, 11), (17, 9)], [False, False, True, False], 96, False, [True, False, False, True], 68, 'East', (18, 11))
Element 3: (3, (18, 11), ['', '%', '%', '%'], [(4, 7), (7, 11), (18, 9)], [False, True, True, True], 94, False, [False, False, False, False], 107, 'West', (17, 11))
Element 4: (3, (17, 11), ['.', '', '%', ''], [(4, 8), (8, 11), (17, 9)], [False, False, True, False], 92, False, [True, False, False, False], 1116, 'West', (16, 11))
Element 5: (3, (16, 11), ['%', '%', '.', ''], [(5, 8), (9, 11), (17, 10)], [True, True, False, False], 90, False, [False, False, True, False], 1145, 'North', (16, 12))
Element 6: (3, (16, 12), ['.', '', '.', '%'], [(6, 8), (9, 12), (17, 11)], [False, False, False, True], 88, False, [True, False, True, False], 3154, 'North', (16, 13))
Element 7: (3, (16, 13), ['.', '', '%', '%'], [(7, 8), (10, 12), (18, 11)], [False, False, True, True], 86, False, [True, False, False, False], 3183, 'West', (15, 13))
Element 8: (3, (15, 13), ['.', '.', '%', ''], [(8, 8), (11, 12), (17, 11)], [False, False, True, False], 84, False, [True, True, False, False], 3212, 'South', (15, 12))
Element 9: (3, (15, 12), ['.', '%', '', ''], [(9, 8), (12, 12), (16, 11)], [False, True, False, False], 82, False, [True, False, False, False], 3241, 'West', (14, 12))
Element 10: (3, (14, 12), ['G', '%', '.', ''], [(10, 8), (13, 12), (16, 12)], [False, True, False, False], 80, False, [False, False, True, False], 4260, 'North', (14, 13))
Element 11: (3, (14, 13), ['G', '', '%', ''], [(10, 7), (13, 13), (16, 13)], [False, False, True, False], 78, False, [False, False, False, False], 4289, 'South', (14, 12))
Element 12: (3, (14, 12), ['', '%', '', ''], [(11, 7), (12, 13), (15, 13)], [False, True, False, False], 76, False, [False, False, False, False], 4308, 'East', (15, 12))
Element 13: (3, (15, 12), ['', '%', '', ''], [(12, 7), (13, 13), (14, 13)], [False, True, False, False], 74, False, [False, False, False, False], 4317, 'North', (15, 13))
Element 14: (3, (15, 13), ['', '', '%', ''], [(13, 7), (12, 13), (14, 12)], [False, False, True, False], 72, False, [False, False, False, False], 4326, 'West', (14, 13))
Element 15: (3, (14, 13), ['G', '', '%', ''], [(14, 7), (13, 13), (15, 12)], [False, False, True, False], 70, False, [False, False, False, False], 4335, 'East', (15, 13))
Element 16: (3, (15, 13), ['', '', '%', ''], [(15, 7), (13, 12), (14, 12)], [False, False, True, False], 68, False, [False, False, False, False], 4344, 'East', (16, 13))
Element 17: (3, (16, 13), ['', '', '%', '%'], [(16, 7), (13, 11), (13, 12)], [False, False, True, True], 66, False, [False, False, False, False], 4363, 'South', (16, 12))
Element 18: (3, (16, 12), ['', '', '', '%'], [(17, 7), (13, 10), (13, 13)], [False, False, False, True], 64, False, [False, False, False, False], 4382, 'West', (15, 12))
Element 19: (3, (15, 12), ['', '%', '', ''], [(18, 7), (14, 10), (12, 13)], [False, True, False, False], 62, False, [False, False, False, False], 4401, 'East', (16, 12))
Element 20: (3, (16, 12), ['', '', '', '%'], [(17, 7), (15, 10), (12, 12)], [False, False, False, True], 60, False, [False, False, False, False], 4410, 'South', (16, 11))
Element 21: (3, (16, 11), ['%', '%', '', ''], [(17, 6), (15, 9), (12, 11)], [True, True, False, False], 58, False, [False, False, False, False], 4429, 'East', (17, 11))
Element 22: (3, (17, 11), ['', '', '%', ''], [(16, 6), (14, 9), (12, 10)], [False, False, True, False], 56, False, [False, False, False, False], 4458, 'South', (17, 10))
Element 23: (3, (17, 10), ['%', '', '', '%'], [(15, 6), (14, 8), (12, 9)], [True, False, False, True], 54, False, [False, False, False, False], 4487, 'South', (17, 9))
Element 24: (3, (17, 9), ['', '%', '', ''], [(14, 6), (13, 8), (13, 9)], [False, True, False, False], 52, False, [False, False, False, False], 4516, 'East', (18, 9))
Element 25: (3, (18, 9), ['', '%', '%', '%'], [(13, 6), (12, 8), (14, 9)], [False, True, True, True], 50, False, [False, False, False, False], 4535, 'West', (17, 9))
Element 26: (3, (17, 9), ['', '%', '', ''], [(13, 5), (12, 9), (14, 10)], [False, True, False, False], 48, False, [False, False, False, False], 4544, 'West', (16, 9))
Element 27: (3, (16, 9), ['', '%', '%', ''], [(12, 5), (11, 9), (15, 10)], [False, True, True, False], 46, False, [False, False, False, False], 4563, 'West', (15, 9))
