Element 1: (0, (5, 8), ['.', '%', '.', 'F'], [(6, 10), (12, 7), (17, 9)], [False, True, False, False], 98, False, [True, False, True, False], 0, 'East', (6, 8))
Element 2: (0, (6, 8), ['', '%', '%', '.'], [(7, 10), (13, 7), (18, 9)], [False, True, True, False], 96, False, [False, False, False, True], 1029, 'East', (7, 8))
Element 3: (0, (7, 8), ['', '%', '%', '.'], [(8, 10), (14, 7), (17, 9)], [False, True, True, False], 94, False, [False, False, False, True], 1058, 'East', (8, 8))
Element 4: (0, (8, 8), ['', '%', '%', '.'], [(8, 11), (15, 7), (17, 10)], [False, True, True, False], 92, False, [False, False, False, True], 2087, 'East', (9, 8))
Element 5: (0, (9, 8), ['', '.', '%', 'F'], [(9, 11), (16, 7), (17, 11)], [False, False, True, False], 90, False, [False, True, False, False], 2126, 'East', (10, 8))
Element 6: (0, (10, 8), ['', '.', '%', '%'], [(9, 12), (17, 7), (18, 11)], [False, False, True, True], 88, False, [False, True, False, False], 4145, 'South', (10, 7))
Element 7: (0, (10, 7), ['.', '.', '', '.'], [(10, 12), (18, 7), (17, 11)], [False, False, False, False], 86, False, [True, True, False, True], 4174, 'East', (11, 7))
Element 8: (0, (11, 7), ['', '.', '%', ''], [(11, 12), (17, 7), (16, 11)], [False, False, True, False], 84, False, [False, True, False, False], 4203, 'South', (11, 6))
Element 9: (0, (11, 6), ['.', '.', '', '.'], [(12, 12), (17, 6), (16, 12)], [False, False, False, False], 82, False, [True, True, False, True], 4242, 'East', (12, 6))
Element 10: (0, (12, 6), ['', '.', '', '.'], [(13, 12), (16, 6), (16, 13)], [False, False, False, False], 80, False, [False, True, False, True], 4281, 'East', (13, 6))
Element 11: (0, (13, 6), ['', '.', '', '.'], [(14, 12), (15, 6), (15, 13)], [False, False, False, False], 78, False, [False, True, False, True], 4320, 'East', (14, 6))
Element 12: (0, (14, 6), ['', '%', '', ''], [(15, 12), (16, 6), (14, 13)], [False, True, False, False], 76, False, [False, False, False, False], 4349, 'East', (15, 6))
Element 13: (0, (15, 6), ['', '%', '', ''], [(16, 12), (17, 6), (13, 13)], [False, True, False, False], 74, False, [False, False, False, False], 4358, 'East', (16, 6))
Element 14: (0, (16, 6), ['', '%', '', ''], [(16, 13), (17, 7), (12, 13)], [False, True, False, False], 72, False, [False, False, False, False], 4367, 'East', (17, 6))
Element 15: (0, (17, 6), ['', '%', '', '%'], [(15, 13), (16, 7), (12, 12)], [False, True, False, True], 70, False, [False, False, False, False], 4366, 'North', (17, 7))
Element 16: (0, (17, 7), ['', '', '%', ''], [(14, 13), (16, 6), (12, 11)], [False, False, True, False], 68, False, [False, False, False, False], 4375, 'East', (18, 7))
Element 17: (0, (18, 7), ['', '%', '%', '%'], [(13, 13), (16, 7), (13, 11)], [False, True, True, True], 66, False, [False, False, False, False], 4384, 'West', (17, 7))
Element 18: (0, (17, 7), ['', '', '%', ''], [(12, 13), (15, 7), (13, 10)], [False, False, True, False], 64, False, [False, False, False, False], 4393, 'West', (16, 7))
