Element 1: (0, (12, 7), ['.', 'G', '.', '.'], [(2, 10), (12, 6), (16, 4)], [False, False, False, False], 98, False, [True, False, True, True], 0, 'East', (13, 7))
Element 2: (0, (13, 7), ['', 'G', '.', '.'], [(3, 10), (13, 6), (16, 3)], [False, False, False, False], 96, False, [False, False, True, True], 39, 'East', (14, 7))
Element 3: (0, (14, 7), ['', 'G', '.', '.'], [(4, 10), (14, 6), (17, 3)], [False, False, False, False], 94, False, [False, False, True, True], 78, 'East', (15, 7))
Element 4: (0, (15, 7), ['', 'G', '%', '.'], [(5, 10), (15, 6), (18, 3)], [False, False, True, False], 92, False, [False, False, False, True], 117, 'East', (16, 7))
Element 5: (0, (16, 7), ['', 'G', '%', '.'], [(6, 10), (16, 6), (17, 3)], [False, False, True, False], 90, False, [False, False, False, True], 146, 'East', (17, 7))
Element 6: (0, (17, 7), ['', 'G', '%', '.'], [(7, 10), (17, 6), (16, 3)], [False, False, True, False], 88, False, [False, False, False, True], 175, 'East', (18, 7))
Element 7: (0, (18, 7), ['G', '%', '%', '%'], [(8, 10), (17, 7), (16, 4)], [False, True, True, True], 86, False, [False, False, False, False], 194, 'Stop', (18, 7))
Element 8: (0, (18, 7), ['', '%', '%', '%'], [(8, 11), (16, 7), (15, 4)], [False, True, True, True], 84, False, [False, False, False, False], 1203, 'West', (17, 7))
Element 9: (0, (17, 7), ['', '', '%', ''], [(9, 11), (15, 7), (14, 4)], [False, False, True, False], 82, False, [False, False, False, False], 1222, 'West', (16, 7))
Element 10: (0, (16, 7), ['', '', '%', ''], [(9, 12), (14, 7), (15, 4)], [False, False, True, False], 80, False, [False, False, False, False], 2221, 'West', (15, 7))
Element 11: (0, (15, 7), ['', '', '%', ''], [(10, 12), (14, 8), (16, 4)], [False, False, True, False], 78, False, [False, False, False, False], 2240, 'West', (14, 7))
Element 12: (0, (14, 7), ['', '', '', ''], [(11, 12), (14, 9), (16, 4)], [False, False, False, False], 76, False, [False, False, False, False], 2259, 'Stop', (14, 7))
Element 13: (0, (14, 7), ['', '', '', ''], [(12, 12), (15, 9), (16, 3)], [False, False, False, False], 74, False, [False, False, False, False], 2278, 'West', (13, 7))
Element 14: (0, (13, 7), ['', '', '.', ''], [(13, 12), (16, 9), (17, 3)], [False, False, False, False], 72, False, [False, False, True, False], 2297, 'North', (13, 8))
