Element 1: (1, (9, 8), ['.', '.', '%', 'F'], [(2, 9), (10, 7), (17, 7)], [False, False, True, False], 98, False, [True, True, False, False], 9, 'East', (10, 8))
Element 2: (1, (10, 8), ['', '', '%', '%'], [(3, 9), (11, 7), (18, 7)], [False, False, True, True], 96, False, [False, False, False, False], 1038, 'South', (10, 7))
Element 3: (1, (10, 7), ['.', '.', '', ''], [(4, 9), (12, 7), (17, 7)], [False, False, False, False], 94, False, [True, True, False, False], 1057, 'South', (10, 6))
Element 4: (1, (10, 6), ['.', '.', '', '.'], [(5, 9), (13, 7), (17, 6)], [False, False, False, False], 92, False, [True, True, False, True], 1096, 'East', (11, 6))
Element 5: (1, (11, 6), ['', '.', '', '.'], [(5, 10), (14, 7), (16, 6)], [False, False, False, False], 90, False, [False, True, False, True], 1135, 'East', (12, 6))
Element 6: (1, (12, 6), ['', '.', '', '.'], [(6, 10), (15, 7), (16, 7)], [False, False, False, False], 88, False, [False, True, False, True], 1174, 'East', (13, 6))
Element 7: (1, (13, 6), ['', '.', '', '.'], [(7, 10), (15, 6), (15, 7)], [False, False, False, False], 86, False, [False, True, False, True], 1203, 'East', (14, 6))
Element 8: (1, (14, 6), ['', '%', '', 'G'], [(8, 10), (16, 6), (15, 6)], [False, True, False, False], 84, False, [False, False, False, False], 1222, 'North', (14, 7))
Element 9: (1, (14, 7), ['', 'G', '.', ''], [(8, 11), (17, 6), (14, 6)], [False, False, False, False], 82, False, [False, False, True, False], 2221, 'North', (14, 8))
Element 10: (1, (14, 8), ['.', 'G', '.', '%'], [(9, 11), (17, 7), (14, 7)], [False, False, False, True], 80, False, [True, False, True, False], 2240, 'North', (14, 9))
Element 11: (1, (14, 9), ['.', 'G', '.', '.'], [(9, 12), (18, 7), (14, 8)], [False, False, False, False], 78, False, [True, False, True, True], 3249, 'East', (15, 9))
Element 12: (1, (15, 9), ['', '%', '.', '.'], [(10, 12), (17, 7), (13, 8)], [False, True, False, False], 76, False, [False, False, True, True], 3278, 'East', (16, 9))
Element 13: (1, (16, 9), ['', '%', '%', '.'], [(11, 12), (16, 7), (13, 9)], [False, True, True, False], 74, False, [False, False, False, True], 3307, 'East', (17, 9))
Element 14: (1, (17, 9), ['', '%', '.', '.'], [(12, 12), (17, 7), (13, 10)], [False, True, False, False], 72, False, [False, False, True, True], 3336, 'East', (18, 9))
Element 15: (1, (18, 9), ['', '%', '%', '%'], [(13, 12), (17, 6), (14, 10)], [False, True, True, True], 70, False, [False, False, False, False], 3365, 'West', (17, 9))
Element 16: (1, (17, 9), ['', '%', '.', ''], [(14, 12), (16, 6), (15, 10)], [False, True, False, False], 68, False, [False, False, True, False], 3384, 'North', (17, 10))
Element 17: (1, (17, 10), ['%', '', '.', '%'], [(15, 12), (16, 7), (15, 9)], [True, False, False, True], 66, False, [False, False, True, False], 3403, 'North', (17, 11))
Element 18: (1, (17, 11), ['.', '', '%', '.'], [(16, 12), (16, 6), (16, 9)], [False, False, True, False], 64, False, [True, False, False, True], 3422, 'East', (18, 11))
Element 19: (1, (18, 11), ['', '%', '%', '%'], [(16, 13), (15, 6), (17, 9)], [False, True, True, True], 62, False, [False, False, False, False], 3441, 'West', (17, 11))
Element 20: (1, (17, 11), ['.', '', '%', ''], [(15, 13), (15, 7), (18, 9)], [False, False, True, False], 60, False, [True, False, False, False], 3450, 'West', (16, 11))
Element 21: (1, (16, 11), ['%', '%', '', ''], [(14, 13), (14, 7), (17, 9)], [True, True, False, False], 58, False, [False, False, False, False], 3469, 'North', (16, 12))
Element 22: (1, (16, 12), ['', '', '', '%'], [(13, 13), (14, 8), (17, 10)], [False, False, False, True], 56, False, [False, False, False, False], 3478, 'North', (16, 13))
Element 23: (1, (16, 13), ['', '', '%', '%'], [(12, 13), (14, 9), (17, 11)], [False, False, True, True], 54, False, [False, False, False, False], 3487, 'West', (15, 13))
Element 24: (1, (15, 13), ['', '', '%', ''], [(13, 13), (15, 9), (18, 11)], [False, False, True, False], 52, False, [False, False, False, False], 3486, 'South', (15, 12))
Element 25: (1, (15, 12), ['', '%', '', ''], [(14, 13), (16, 9), (17, 11)], [False, True, False, False], 50, False, [False, False, False, False], 3485, 'West', (14, 12))
Element 26: (1, (14, 12), ['', '%', '', ''], [(15, 13), (17, 9), (16, 11)], [False, True, False, False], 48, False, [False, False, False, False], 3484, 'North', (14, 13))
Element 27: (1, (14, 13), ['', '', '%', ''], [(16, 13), (18, 9), (16, 12)], [False, False, True, False], 46, False, [False, False, False, False], 3483, 'West', (13, 13))
Element 28: (1, (13, 13), ['', '', '%', ''], [(16, 12), (17, 9), (15, 12)], [False, False, True, False], 44, False, [False, False, False, False], 3482, 'South', (13, 12))
Element 29: (1, (13, 12), ['', '.', '', ''], [(16, 11), (17, 10), (15, 13)], [False, False, False, False], 42, False, [False, True, False, False], 3481, 'South', (13, 11))
Element 30: (1, (13, 11), ['.', '', '', '%'], [(16, 12), (17, 11), (16, 13)], [False, False, False, True], 40, False, [True, False, False, False], 3490, 'West', (12, 11))
Element 31: (1, (12, 11), ['.', '.', '', ''], [(15, 12), (18, 11), (15, 13)], [False, False, False, False], 38, False, [True, True, False, False], 3499, 'South', (12, 10))
Element 32: (1, (12, 10), ['.', '.', '', ''], [(15, 13), (17, 11), (14, 13)], [False, False, False, False], 36, False, [True, True, False, False], 3508, 'South', (12, 9))
Element 33: (1, (12, 9), ['.', '.', '', ''], [(15, 12), (16, 11), (14, 12)], [False, False, False, False], 34, False, [True, True, False, False], 3517, 'South', (12, 8))
Element 34: (1, (12, 8), ['%', '', '', ''], [(14, 12), (16, 12), (13, 12)], [True, False, False, False], 32, False, [False, False, False, False], 3526, 'East', (13, 8))
Element 35: (1, (13, 8), ['', '', '', ''], [(14, 13), (16, 13), (13, 13)], [False, False, False, False], 30, False, [False, False, False, False], 3525, 'North', (13, 9))
Element 36: (1, (13, 9), ['', '', '', ''], [(14, 12), (15, 13), (12, 13)], [False, False, False, False], 28, False, [False, False, False, False], 3524, 'North', (13, 10))
Element 37: (1, (13, 10), ['', '', '', ''], [(13, 12), (15, 12), (12, 12)], [False, False, False, False], 26, False, [False, False, False, False], 3523, 'East', (14, 10))
Element 38: (1, (14, 10), ['', '', '%', ''], [(13, 13), (14, 12), (12, 11)], [False, False, True, False], 24, False, [False, False, False, False], 3522, 'East', (15, 10))
