Element 1: (1, (5, 8), ['.', '%', '.', 'F'], [(18, 9), (7, 1), (8, 8)], [False, True, False, False], 98, False, [True, False, True, False], 9, 'East', (6, 8))
Element 2: (1, (6, 8), ['', '%', '%', '.'], [(17, 9), (8, 1), (9, 8)], [False, True, True, False], 96, False, [False, False, False, True], 1028, 'East', (7, 8))
Element 3: (1, (7, 8), ['', '%', '%', ''], [(17, 10), (7, 1), (10, 8)], [False, True, True, False], 94, False, [False, False, False, False], 2047, 'East', (8, 8))
Element 4: (1, (8, 8), ['', '%', '%', ''], [(17, 11), (6, 1), (10, 7)], [False, True, True, False], 92, False, [False, False, False, False], 2076, 'East', (9, 8))
Element 5: (1, (9, 8), ['', '.', '%', ''], [(18, 11), (6, 2), (11, 7)], [False, False, True, False], 90, False, [False, True, False, False], 2105, 'South', (9, 7))
Element 6: (1, (9, 7), ['%', '.', '', ''], [(17, 11), (6, 3), (12, 7)], [True, False, False, False], 88, False, [False, True, False, False], 2134, 'South', (9, 6))
Element 7: (1, (9, 6), ['.', '.', '', '.'], [(16, 11), (6, 4), (13, 7)], [False, False, False, False], 86, False, [True, True, False, True], 3163, 'East', (10, 6))
Element 8: (1, (10, 6), ['', '.', '', '.'], [(16, 12), (6, 5), (14, 7)], [False, False, False, False], 84, False, [False, True, False, True], 3202, 'East', (11, 6))
Element 9: (1, (11, 6), ['', '.', '', '.'], [(16, 13), (7, 5), (15, 7)], [False, False, False, False], 82, False, [False, True, False, True], 3241, 'East', (12, 6))
Element 10: (1, (12, 6), ['', '.', '', '.'], [(15, 13), (8, 5), (16, 7)], [False, False, False, False], 80, False, [False, True, False, True], 3280, 'East', (13, 6))
Element 11: (1, (13, 6), ['', '.', '', '.'], [(15, 12), (9, 5), (17, 7)], [False, False, False, False], 78, False, [False, True, False, True], 3319, 'East', (14, 6))
Element 12: (1, (14, 6), ['', '%', '', '.'], [(14, 12), (10, 5), (18, 7)], [False, True, False, False], 76, False, [False, False, False, True], 3358, 'East', (15, 6))
Element 13: (1, (15, 6), ['', '%', '', '.'], [(14, 13), (11, 5), (17, 7)], [False, True, False, False], 74, False, [False, False, False, True], 3387, 'East', (16, 6))
Element 14: (1, (16, 6), ['', '%', '', 'G'], [(13, 13), (12, 5), (17, 6)], [False, True, False, False], 72, False, [False, False, False, False], 3426, 'North', (16, 7))
Element 15: (1, (16, 7), ['', 'G', '%', ''], [(13, 12), (13, 5), (16, 6)], [False, False, True, False], 70, False, [False, False, False, False], 3445, 'East', (17, 7))
Element 16: (1, (17, 7), ['', '', '%', ''], [(13, 11), (13, 6), (15, 6)], [False, False, True, False], 68, False, [False, False, False, False], 3454, 'East', (18, 7))
Element 17: (1, (18, 7), ['', '%', '%', '%'], [(13, 10), (14, 6), (16, 6)], [False, True, True, True], 66, False, [False, False, False, False], 3463, 'West', (17, 7))
Element 18: (1, (17, 7), ['', 'G', '%', ''], [(14, 10), (15, 6), (17, 6)], [False, False, True, False], 64, False, [False, False, False, False], 3472, 'West', (16, 7))
Element 19: (1, (16, 7), ['', 'G', '%', 'G'], [(15, 10), (16, 6), (17, 7)], [False, False, True, False], 62, False, [False, False, False, False], 3481, 'West', (15, 7))
Element 20: (1, (15, 7), ['', '', '%', 'G'], [(15, 9), (17, 6), (16, 7)], [False, False, True, False], 60, False, [False, False, False, False], 3490, 'West', (14, 7))
Element 21: (1, (14, 7), ['', '', '.', ''], [(16, 9), (17, 7), (16, 6)], [False, False, False, False], 58, False, [False, False, True, False], 3499, 'North', (14, 8))
Element 22: (1, (14, 8), ['.', '', '.', '%'], [(15, 9), (18, 7), (16, 7)], [False, False, False, True], 56, False, [True, False, True, False], 3508, 'North', (14, 9))
Element 23: (1, (14, 9), ['.', '', '', ''], [(15, 10), (17, 7), (15, 7)], [False, False, False, False], 54, False, [True, False, False, False], 3517, 'West', (13, 9))
Element 24: (1, (13, 9), ['.', '.', '', ''], [(15, 9), (16, 7), (15, 6)], [False, False, False, False], 52, False, [True, True, False, False], 3526, 'South', (13, 8))
Element 25: (1, (13, 8), ['.', '', '', ''], [(15, 10), (15, 7), (14, 6)], [False, False, False, False], 50, False, [True, False, False, False], 3535, 'West', (12, 8))
Element 26: (1, (12, 8), ['%', '', '.', ''], [(14, 10), (14, 7), (13, 6)], [True, False, False, False], 48, False, [False, False, True, False], 3544, 'North', (12, 9))
Element 27: (1, (12, 9), ['.', '', '.', ''], [(14, 9), (14, 8), (13, 5)], [False, False, False, False], 46, False, [True, False, True, False], 3553, 'North', (12, 10))
Element 28: (1, (12, 10), ['.', '', '.', ''], [(14, 8), (13, 8), (12, 5)], [False, False, False, False], 44, False, [True, False, True, False], 3562, 'North', (12, 11))
Element 29: (1, (12, 11), ['.', '', '.', ''], [(14, 7), (13, 9), (12, 6)], [False, False, False, False], 42, False, [True, False, True, False], 3571, 'North', (12, 12))
Element 30: (1, (12, 12), ['.', '', '.', ''], [(15, 7), (14, 9), (11, 6)], [False, False, False, False], 40, False, [True, False, True, False], 3580, 'North', (12, 13))
Element 31: (1, (12, 13), ['%', '', '%', ''], [(16, 7), (15, 9), (11, 5)], [True, False, True, False], 38, False, [False, False, False, False], 3589, 'East', (13, 13))
Element 32: (1, (13, 13), ['', '', '%', ''], [(17, 7), (16, 9), (10, 5)], [False, False, True, False], 36, False, [False, False, False, False], 3588, 'East', (14, 13))
Element 33: (1, (14, 13), ['', '', '%', ''], [(18, 7), (17, 9), (10, 6)], [False, False, True, False], 34, False, [False, False, False, False], 3587, 'East', (15, 13))
Element 34: (1, (15, 13), ['', '', '%', ''], [(17, 7), (18, 9), (9, 6)], [False, False, True, False], 32, False, [False, False, False, False], 3586, 'East', (16, 13))
Element 35: (1, (16, 13), ['', '', '%', '%'], [(17, 6), (17, 9), (8, 6)], [False, False, True, True], 30, False, [False, False, False, False], 3595, 'South', (16, 12))
Element 36: (1, (16, 12), ['', '', '', '%'], [(16, 6), (17, 10), (7, 6)], [False, False, False, True], 28, False, [False, False, False, False], 3604, 'South', (16, 11))
Element 37: (1, (16, 11), ['%', '%', '', 'G'], [(15, 6), (17, 11), (6, 6)], [True, True, False, False], 26, False, [False, False, False, False], 3613, 'North', (16, 12))
Element 38: (1, (16, 12), ['', '', '', '%'], [(14, 6), (18, 11), (5, 6)], [False, False, False, True], 24, False, [False, False, False, False], 3622, 'West', (15, 12))
Element 39: (1, (15, 12), ['', '%', '', ''], [(13, 6), (17, 11), (5, 5)], [False, True, False, False], 22, False, [False, False, False, False], 3631, 'West', (14, 12))
Element 40: (1, (14, 12), ['', '%', '', ''], [(13, 7), (16, 11), (4, 5)], [False, True, False, False], 20, False, [False, False, False, False], 3640, 'West', (13, 12))
Element 41: (1, (13, 12), ['', '', '', ''], [(13, 8), (16, 12), (4, 6)], [False, False, False, False], 18, False, [False, False, False, False], 3649, 'South', (13, 11))
Element 42: (1, (13, 11), ['', '', '', '%'], [(13, 9), (16, 13), (4, 7)], [False, False, False, True], 16, False, [False, False, False, False], 3658, 'South', (13, 10))
Element 43: (1, (13, 10), ['', '', '', ''], [(12, 9), (15, 13), (4, 8)], [False, False, False, False], 14, False, [False, False, False, False], 3667, 'East', (14, 10))
Element 44: (1, (14, 10), ['', '', '%', ''], [(11, 9), (15, 12), (4, 9)], [False, False, True, False], 12, False, [False, False, False, False], 3686, 'East', (15, 10))
Element 45: (1, (15, 10), ['', '', '%', '%'], [(11, 10), (14, 12), (5, 9)], [False, False, True, True], 10, False, [False, False, False, False], 3705, 'South', (15, 9))
Element 46: (1, (15, 9), ['', '%', '', ''], [(11, 11), (14, 13), (5, 10)], [False, True, False, False], 8, False, [False, False, False, False], 3724, 'East', (16, 9))
