Element 1: (3, (4, 6), ['', '.', '.', '.'], [(13, 6), (4, 3), (3, 7)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (5, 6))
Element 2: (3, (5, 6), ['', '.', '%', '.'], [(14, 6), (5, 3), (4, 7)], [False, False, True, False], 96, False, [False, True, False, True], 68, 'East', (6, 6))
Element 3: (3, (6, 6), ['', '.', '%', '.'], [(15, 6), (6, 3), (4, 8)], [False, False, True, False], 94, False, [False, True, False, True], 107, 'East', (7, 6))
Element 4: (3, (7, 6), ['', '.', '%', '.'], [(16, 6), (6, 4), (5, 8)], [False, False, True, False], 92, False, [False, True, False, True], 1136, 'East', (8, 6))
Element 5: (3, (8, 6), ['', '.', '%', '.'], [(17, 6), (6, 5), (6, 8)], [False, False, True, False], 90, False, [False, True, False, True], 2165, 'East', (9, 6))
Element 6: (3, (9, 6), ['', '.', '.', '.'], [(17, 7), (7, 5), (7, 8)], [False, False, False, False], 88, False, [False, True, True, True], 2204, 'East', (10, 6))
Element 7: (3, (10, 6), ['', '.', '.', '.'], [(18, 7), (8, 5), (8, 8)], [False, False, False, False], 86, False, [False, True, True, True], 2243, 'East', (11, 6))
Element 8: (3, (11, 6), ['', '.', '.', ''], [(17, 7), (9, 5), (9, 8)], [False, False, False, False], 84, False, [False, True, True, False], 2272, 'North', (11, 7))
Element 9: (3, (11, 7), ['.', '', '%', '.'], [(16, 7), (10, 5), (10, 8)], [False, False, True, False], 82, False, [True, False, False, True], 3301, 'East', (12, 7))
Element 10: (3, (12, 7), ['', '', '.', '.'], [(15, 7), (11, 5), (10, 7)], [False, False, False, False], 80, False, [False, False, True, True], 3340, 'East', (13, 7))
Element 11: (3, (13, 7), ['', '', '.', 'G'], [(14, 7), (12, 5), (9, 7)], [False, False, False, False], 78, False, [False, False, True, False], 3379, 'North', (13, 8))
Element 12: (3, (13, 8), ['.', '', '.', 'G'], [(14, 8), (13, 5), (9, 6)], [False, False, False, False], 76, False, [True, False, True, False], 3408, 'North', (13, 9))
Element 13: (3, (13, 9), ['.', '', '.', 'G'], [(14, 9), (13, 6), (10, 6)], [False, False, False, False], 74, False, [True, False, True, False], 3427, 'North', (13, 10))
Element 14: (3, (13, 10), ['.', '', '.', '.'], [(15, 9), (14, 6), (11, 6)], [False, False, False, False], 72, False, [True, False, True, True], 3446, 'East', (14, 10))
Element 15: (3, (14, 10), ['', '', '%', '.'], [(16, 9), (15, 6), (12, 6)], [False, False, True, False], 70, False, [False, False, False, True], 3465, 'East', (15, 10))
Element 16: (3, (15, 10), ['', '', '%', '%'], [(17, 9), (16, 6), (13, 6)], [False, False, True, True], 68, False, [False, False, False, False], 3484, 'South', (15, 9))
Element 17: (3, (15, 9), ['', '%', '', ''], [(18, 9), (17, 6), (14, 6)], [False, True, False, False], 66, False, [False, False, False, False], 3493, 'East', (16, 9))
Element 18: (3, (16, 9), ['', '%', '%', 'G'], [(17, 9), (17, 7), (15, 6)], [False, True, True, False], 64, False, [False, False, False, False], 3492, 'West', (15, 9))
Element 19: (3, (15, 9), ['', '%', '', ''], [(17, 10), (18, 7), (16, 6)], [False, True, False, False], 62, False, [False, False, False, False], 3501, 'West', (14, 9))
Element 20: (3, (14, 9), ['', '', '', ''], [(17, 11), (17, 7), (17, 6)], [False, False, False, False], 60, False, [False, False, False, False], 3510, 'South', (14, 8))
Element 21: (3, (14, 8), ['', '', '', '%'], [(18, 11), (16, 7), (17, 7)], [False, False, False, True], 58, False, [False, False, False, False], 3519, 'South', (14, 7))
