Element 1: (2, (2, 1), ['.', '%', 'G', '.'], [(8, 6), (2, 2), (13, 9)], [False, True, False, False], 98, False, [True, False, False, True], 19, 'East', (3, 1))
Element 2: (2, (3, 1), ['', '%', 'G', '.'], [(9, 6), (3, 2), (14, 9)], [False, True, False, False], 96, False, [False, False, False, True], 58, 'East', (4, 1))
Element 3: (2, (4, 1), ['', '%', 'G', '.'], [(10, 6), (4, 2), (15, 9)], [False, True, False, False], 94, False, [False, False, False, True], 97, 'East', (5, 1))
Element 4: (2, (5, 1), ['', '%', 'G', '.'], [(11, 6), (5, 2), (16, 9)], [False, True, False, False], 92, False, [False, False, False, True], 136, 'East', (6, 1))
Element 5: (2, (6, 1), ['', '%', 'G', '.'], [(12, 6), (6, 2), (17, 9)], [False, True, False, False], 90, False, [False, False, False, True], 175, 'East', (7, 1))
Element 6: (2, (7, 1), ['', '%', '%', '.'], [(13, 6), (6, 3), (18, 9)], [False, True, True, False], 88, False, [False, False, False, True], 214, 'East', (8, 1))
Element 7: (2, (8, 1), ['', '%', '%', '%'], [(14, 6), (6, 4), (17, 9)], [False, True, True, True], 86, False, [False, False, False, False], 1233, 'West', (7, 1))
Element 8: (2, (7, 1), ['', '%', '%', ''], [(15, 6), (6, 5), (17, 10)], [False, True, True, False], 84, False, [False, False, False, False], 1262, 'West', (6, 1))
Element 9: (2, (6, 1), ['', '%', '', ''], [(16, 6), (7, 5), (17, 11)], [False, True, False, False], 82, False, [False, False, False, False], 1291, 'West', (5, 1))
Element 10: (2, (5, 1), ['', '%', '', ''], [(17, 6), (8, 5), (18, 11)], [False, True, False, False], 80, False, [False, False, False, False], 1320, 'West', (4, 1))
Element 11: (2, (4, 1), ['', '%', '', ''], [(17, 7), (9, 5), (17, 11)], [False, True, False, False], 78, False, [False, False, False, False], 1339, 'West', (3, 1))
Element 12: (2, (3, 1), ['', '%', '', ''], [(18, 7), (10, 5), (16, 11)], [False, True, False, False], 76, False, [False, False, False, False], 1368, 'West', (2, 1))
Element 13: (2, (2, 1), ['.', '%', '', ''], [(17, 7), (11, 5), (16, 12)], [False, True, False, False], 74, False, [True, False, False, False], 1387, 'West', (1, 1))
Element 14: (2, (1, 1), ['%', '%', '', ''], [(16, 7), (12, 5), (16, 13)], [True, True, False, False], 72, False, [False, False, False, False], 1426, 'North', (1, 2))
Element 15: (2, (1, 2), ['%', '', '%', ''], [(15, 7), (13, 5), (15, 13)], [True, False, True, False], 70, False, [False, False, False, False], 1455, 'East', (2, 2))
Element 16: (2, (2, 2), ['', '', '.', ''], [(14, 7), (13, 6), (15, 12)], [False, False, False, False], 68, False, [False, False, True, False], 1474, 'North', (2, 3))
Element 17: (2, (2, 3), ['%', '', '.', '.'], [(14, 8), (13, 7), (14, 12)], [True, False, False, False], 66, False, [False, False, True, True], 1513, 'East', (3, 3))
Element 18: (2, (3, 3), ['', '', '.', '.'], [(13, 8), (12, 7), (14, 13)], [False, False, False, False], 64, False, [False, False, True, True], 1552, 'East', (4, 3))
Element 19: (2, (4, 3), ['', '', '%', '.'], [(12, 8), (11, 7), (13, 13)], [False, False, True, False], 62, False, [False, False, False, True], 1591, 'East', (5, 3))
Element 20: (2, (5, 3), ['', '', '%', ''], [(12, 9), (10, 7), (13, 12)], [False, False, True, False], 60, False, [False, False, False, False], 1630, 'East', (6, 3))
Element 21: (2, (6, 3), ['', '', '', '%'], [(12, 10), (10, 8), (13, 11)], [False, False, False, True], 58, False, [False, False, False, False], 2649, 'North', (6, 4))
Element 22: (2, (6, 4), ['%', '', '', '%'], [(12, 11), (9, 8), (13, 10)], [True, False, False, True], 56, False, [False, False, False, False], 2678, 'North', (6, 5))
Element 23: (2, (6, 5), ['.', '', '.', ''], [(12, 12), (9, 7), (14, 10)], [False, False, False, False], 54, False, [True, False, True, False], 2707, 'North', (6, 6))
Element 24: (2, (6, 6), ['.', '', '%', ''], [(12, 13), (9, 6), (15, 10)], [False, False, True, False], 52, False, [True, False, False, False], 2736, 'West', (5, 6))
Element 25: (2, (5, 6), ['.', '.', '%', ''], [(13, 13), (10, 6), (14, 10)], [False, False, True, False], 50, False, [True, True, False, False], 2745, 'South', (5, 5))
Element 26: (2, (5, 5), ['.', '%', '', ''], [(14, 13), (11, 6), (13, 10)], [False, True, False, False], 48, False, [True, False, False, False], 2754, 'West', (4, 5))
Element 27: (2, (4, 5), ['.', '%', '.', ''], [(15, 13), (12, 6), (12, 10)], [False, True, False, False], 46, False, [True, False, True, False], 2763, 'North', (4, 6))
Element 28: (2, (4, 6), ['.', '', '.', ''], [(16, 13), (11, 6), (11, 10)], [False, False, False, False], 44, False, [True, False, True, False], 2782, 'North', (4, 7))
Element 29: (2, (4, 7), ['.', '', '.', '%'], [(16, 12), (10, 6), (11, 11)], [False, False, False, True], 42, False, [True, False, True, False], 2801, 'North', (4, 8))
Element 30: (2, (4, 8), ['.', '', '.', '.'], [(16, 11), (9, 6), (11, 12)], [False, False, False, False], 40, False, [True, False, True, True], 2820, 'East', (5, 8))
Element 31: (2, (5, 8), ['', '%', '.', 'F'], [(17, 11), (8, 6), (10, 12)], [False, True, False, False], 38, False, [False, False, True, False], 2839, 'East', (6, 8))
Element 32: (2, (6, 8), ['', '%', '%', '.'], [(18, 11), (7, 6), (9, 12)], [False, True, True, False], 36, False, [False, False, False, True], 4838, 'East', (7, 8))
Element 33: (2, (7, 8), ['', '%', '%', '.'], [(17, 11), (6, 6), (9, 11)], [False, True, True, False], 34, False, [False, False, False, True], 4857, 'East', (8, 8))
Element 34: #1#
