Element 1: (0, (8, 10), ['.', '%', 'F', '.'], [(5, 13), (12, 2), (12, 13)], [False, True, False, False], 98, False, [True, False, False, True], 0, 'North', (8, 11))
Element 2: (0, (8, 11), ['.', '', '%', '.'], [(5, 12), (13, 2), (13, 13)], [False, False, True, False], 96, False, [True, False, False, True], 1029, 'East', (9, 11))
Element 3: (0, (9, 11), ['', '.', 'F', '.'], [(6, 12), (14, 2), (14, 13)], [False, False, False, False], 94, False, [False, True, False, True], 1068, 'North', (9, 12))
Element 4: (0, (9, 12), ['%', '', '%', '.'], [(6, 11), (15, 2), (15, 13)], [True, False, True, False], 92, False, [False, False, False, True], 2097, 'East', (10, 12))
Element 5: (0, (10, 12), ['', '.', '%', '.'], [(7, 11), (15, 1), (16, 13)], [False, False, True, False], 90, False, [False, True, False, True], 2136, 'East', (11, 12))
Element 6: (0, (11, 12), ['', '.', '%', '.'], [(7, 10), (14, 1), (16, 12)], [False, False, True, False], 88, False, [False, True, False, True], 2175, 'East', (12, 12))
Element 7: (0, (12, 12), ['', '.', '', '.'], [(6, 10), (13, 1), (16, 11)], [False, False, False, False], 86, False, [False, True, False, True], 2214, 'East', (13, 12))
Element 8: (0, (13, 12), ['', '.', '', '.'], [(5, 10), (12, 1), (17, 11)], [False, False, False, False], 84, False, [False, True, False, True], 2253, 'East', (14, 12))
Element 9: (0, (14, 12), ['', '%', '', '.'], [(5, 11), (11, 1), (18, 11)], [False, True, False, False], 82, False, [False, False, False, True], 2292, 'East', (15, 12))
Element 10: (0, (15, 12), ['', '%', '', ''], [(4, 11), (11, 2), (17, 11)], [False, True, False, False], 80, False, [False, False, False, False], 2321, 'East', (16, 12))
Element 11: (0, (16, 12), ['', '', '', '%'], [(4, 10), (11, 3), (17, 10)], [False, False, False, True], 78, False, [False, False, False, False], 2350, 'North', (16, 13))
Element 12: (0, (16, 13), ['', '', '%', '%'], [(4, 9), (12, 3), (17, 9)], [False, False, True, True], 76, False, [False, False, False, False], 2379, 'West', (15, 13))
Element 13: (0, (15, 13), ['', '', '%', ''], [(5, 9), (11, 3), (18, 9)], [False, False, True, False], 74, False, [False, False, False, False], 2398, 'West', (14, 13))
Element 14: (0, (14, 13), ['', '', '%', ''], [(5, 8), (10, 3), (17, 9)], [False, False, True, False], 72, False, [False, False, False, False], 2417, 'West', (13, 13))
Element 15: (0, (13, 13), ['', '', '%', ''], [(6, 8), (10, 2), (16, 9)], [False, False, True, False], 70, False, [False, False, False, False], 3436, 'West', (12, 13))
Element 16: (0, (12, 13), ['%', '', '%', ''], [(7, 8), (9, 2), (15, 9)], [True, False, True, False], 68, False, [False, False, False, False], 3465, 'East', (13, 13))
Element 17: (0, (13, 13), ['', '', '%', ''], [(8, 8), (9, 3), (15, 10)], [False, False, True, False], 66, False, [False, False, False, False], 3494, 'East', (14, 13))
Element 18: (0, (14, 13), ['', '', '%', ''], [(9, 8), (9, 2), (14, 10)], [False, False, True, False], 64, False, [False, False, False, False], 3513, 'East', (15, 13))
Element 19: (0, (15, 13), ['', '', '%', ''], [(10, 8), (10, 2), (14, 9)], [False, False, True, False], 62, False, [False, False, False, False], 4522, 'East', (16, 13))
Element 20: (0, (16, 13), ['', '', '%', '%'], [(10, 7), (10, 3), (14, 8)], [False, False, True, True], 60, False, [False, False, False, False], 4541, 'South', (16, 12))
Element 21: (0, (16, 12), ['', '', '', '%'], [(11, 7), (9, 3), (14, 7)], [False, False, False, True], 58, False, [False, False, False, False], 4560, 'South', (16, 11))
Element 22: (0, (16, 11), ['%', '%', '', ''], [(12, 7), (10, 3), (15, 7)], [True, True, False, False], 56, False, [False, False, False, False], 4579, 'East', (17, 11))
Element 23: (0, (17, 11), ['', '', '%', ''], [(13, 7), (11, 3), (16, 7)], [False, False, True, False], 54, False, [False, False, False, False], 4598, 'East', (18, 11))
Element 24: (0, (18, 11), ['', '%', '%', '%'], [(13, 8), (11, 2), (17, 7)], [False, True, True, True], 52, False, [False, False, False, False], 4617, 'West', (17, 11))
Element 25: (0, (17, 11), ['', '', '%', ''], [(13, 9), (10, 2), (18, 7)], [False, False, True, False], 50, False, [False, False, False, False], 4636, 'South', (17, 10))
Element 26: (0, (17, 10), ['%', '', '', '%'], [(13, 10), (11, 2), (17, 7)], [True, False, False, True], 48, False, [False, False, False, False], 4645, 'South', (17, 9))
Element 27: (0, (17, 9), ['', '%', '', ''], [(13, 11), (11, 1), (17, 6)], [False, True, False, False], 46, False, [False, False, False, False], 4664, 'East', (18, 9))
Element 28: (0, (18, 9), ['', '%', '%', '%'], [(12, 11), (12, 1), (16, 6)], [False, True, True, True], 44, False, [False, False, False, False], 4683, 'West', (17, 9))
Element 29: (0, (17, 9), ['', '%', '', ''], [(12, 10), (13, 1), (15, 6)], [False, True, False, False], 42, False, [False, False, False, False], 4702, 'West', (16, 9))
Element 30: (0, (16, 9), ['', '%', '%', ''], [(12, 9), (14, 1), (14, 6)], [False, True, True, False], 40, False, [False, False, False, False], 4721, 'West', (15, 9))
Element 31: (0, (15, 9), ['', '%', '', ''], [(12, 8), (15, 1), (13, 6)], [False, True, False, False], 38, False, [False, False, False, False], 4740, 'North', (15, 10))
Element 32: (0, (15, 10), ['', '', '%', '%'], [(12, 9), (15, 2), (13, 5)], [False, False, True, True], 36, False, [False, False, False, False], 4749, 'West', (14, 10))
Element 33: (0, (14, 10), ['', '', '%', ''], [(11, 9), (14, 2), (12, 5)], [False, False, True, False], 34, False, [False, False, False, False], 4768, 'South', (14, 9))
Element 34: (0, (14, 9), ['', '', '', ''], [(11, 10), (14, 1), (12, 6)], [False, False, False, False], 32, False, [False, False, False, False], 4787, 'South', (14, 8))
Element 35: (0, (14, 8), ['', '', '', '%'], [(11, 11), (14, 2), (11, 6)], [False, False, False, True], 30, False, [False, False, False, False], 4806, 'South', (14, 7))
Element 36: (0, (14, 7), ['', '', '', ''], [(10, 11), (13, 2), (11, 5)], [False, False, False, False], 28, False, [False, False, False, False], 4825, 'East', (15, 7))
Element 37: (0, (15, 7), ['', '', '%', ''], [(10, 10), (13, 1), (10, 5)], [False, False, True, False], 26, False, [False, False, False, False], 4844, 'East', (16, 7))
Element 38: (0, (16, 7), ['', '', '%', ''], [(9, 10), (13, 2), (10, 6)], [False, False, True, False], 24, False, [False, False, False, False], 4863, 'East', (17, 7))
Element 39: (0, (17, 7), ['', '', '%', ''], [(9, 11), (12, 2), (9, 6)], [False, False, True, False], 22, False, [False, False, False, False], 4872, 'East', (18, 7))
Element 40: (0, (18, 7), ['', '%', '%', '%'], [(9, 12), (12, 3), (9, 7)], [False, True, True, True], 20, False, [False, False, False, False], 4881, 'West', (17, 7))
Element 41: (0, (17, 7), ['', '', '%', ''], [(10, 12), (12, 2), (10, 7)], [False, False, True, False], 18, False, [False, False, False, False], 4880, 'South', (17, 6))
Element 42: (0, (17, 6), ['', '%', '', '%'], [(11, 12), (12, 1), (11, 7)], [False, True, False, True], 16, False, [False, False, False, False], 4879, 'West', (16, 6))
Element 43: (0, (16, 6), ['', '%', '', ''], [(12, 12), (12, 2), (12, 7)], [False, True, False, False], 14, False, [False, False, False, False], 4878, 'West', (15, 6))
Element 44: (0, (15, 6), ['', '%', '', ''], [(13, 12), (11, 2), (13, 7)], [False, True, False, False], 12, False, [False, False, False, False], 4877, 'West', (14, 6))
Element 45: (0, (14, 6), ['', '%', '', ''], [(14, 12), (12, 2), (13, 8)], [False, True, False, False], 10, False, [False, False, False, False], 4876, 'West', (13, 6))
Element 46: (0, (13, 6), ['', '', '', ''], [(15, 12), (12, 2), (13, 9)], [False, False, False, False], 8, False, [False, False, False, False], 4875, 'North', (13, 7))
Element 47: (0, (13, 7), ['', '', '', ''], [(16, 12), (13, 2), (13, 10)], [False, False, False, False], 6, False, [False, False, False, False], 4874, 'North', (13, 8))
Element 48: (0, (13, 8), ['', '', '', ''], [(16, 13), (14, 2), (13, 11)], [False, False, False, False], 4, False, [False, False, False, False], 4873, 'North', (13, 9))
Element 49: (0, (13, 9), ['', '', '', ''], [(15, 13), (15, 2), (13, 12)], [False, False, False, False], 2, False, [False, False, False, False], 4872, 'North', (13, 10))
Element 50: (0, (13, 10), ['', '', '', ''], [(14, 13), (15, 1), (14, 12)], [False, False, False, False], 0, False, [False, False, False, False], 4871, 'Stop', (13, 10))
Element 51: #0#
