Element 1: (0, (13, 1), ['G', '%', '.', '.'], [(12, 1), (13, 9), (18, 7)], [False, True, False, False], 98, False, [False, False, True, True], 0, 'East', (14, 1))
Element 2: (0, (14, 1), ['', '%', '.', '.'], [(12, 2), (14, 9), (17, 7)], [False, True, False, False], 96, False, [False, False, True, True], 39, 'East', (15, 1))
Element 3: (0, (15, 1), ['', '%', '.', '%'], [(13, 2), (15, 9), (17, 6)], [False, True, False, True], 94, False, [False, False, True, False], 78, 'North', (15, 2))
Element 4: (0, (15, 2), ['G', '', '%', '%'], [(14, 2), (16, 9), (16, 6)], [False, False, True, True], 92, False, [False, False, False, False], 117, 'South', (15, 1))
Element 5: (0, (15, 1), ['', '%', 'G', '%'], [(15, 2), (17, 9), (16, 7)], [False, True, False, True], 90, False, [False, False, False, False], 136, 'West', (14, 1))
Element 6: (0, (14, 1), ['', '%', '', 'G'], [(15, 1), (18, 9), (15, 7)], [False, True, False, False], 88, False, [False, False, False, False], 155, 'North', (14, 2))
Element 7: (0, (14, 2), ['', 'G', '%', ''], [(14, 1), (17, 9), (15, 6)], [False, False, True, False], 86, False, [False, False, False, False], 164, 'West', (13, 2))
Element 8: (0, (13, 2), ['', 'G', '%', ''], [(13, 1), (17, 10), (14, 6)], [False, False, True, False], 84, False, [False, False, False, False], 183, 'West', (12, 2))
Element 9: (0, (12, 2), ['.', '', '.', ''], [(14, 1), (17, 11), (14, 7)], [False, False, False, False], 82, False, [True, False, True, False], 202, 'North', (12, 3))
Element 10: (0, (12, 3), ['.', '', '%', '%'], [(15, 1), (18, 11), (14, 8)], [False, False, True, True], 80, False, [True, False, False, False], 231, 'West', (11, 3))
Element 11: (0, (11, 3), ['.', '.', '%', ''], [(15, 2), (17, 11), (13, 8)], [False, False, True, False], 78, False, [True, True, False, False], 250, 'South', (11, 2))
Element 12: (0, (11, 2), ['.', '.', '', ''], [(14, 2), (16, 11), (13, 7)], [False, False, False, False], 76, False, [True, True, False, False], 279, 'South', (11, 1))
Element 13: (0, (11, 1), ['%', '%', '', ''], [(14, 1), (16, 12), (13, 6)], [True, True, False, False], 74, False, [False, False, False, False], 308, 'East', (12, 1))
Element 14: (0, (12, 1), ['', '%', '', ''], [(14, 2), (16, 13), (13, 5)], [False, True, False, False], 72, False, [False, False, False, False], 327, 'West', (11, 1))
Element 15: (0, (11, 1), ['%', '%', '', ''], [(13, 2), (15, 13), (12, 5)], [True, True, False, False], 70, False, [False, False, False, False], 346, 'North', (11, 2))
Element 16: (0, (11, 2), ['.', '', '', ''], [(13, 1), (15, 12), (12, 6)], [False, False, False, False], 68, False, [True, False, False, False], 365, 'West', (10, 2))
Element 17: (0, (10, 2), ['.', '%', '.', ''], [(13, 2), (14, 12), (12, 7)], [False, True, False, False], 66, False, [True, False, True, False], 394, 'North', (10, 3))
Element 18: (0, (10, 3), ['.', '', '%', ''], [(12, 2), (14, 13), (12, 8)], [False, False, True, False], 64, False, [True, False, False, False], 423, 'West', (9, 3))
Element 19: (0, (9, 3), ['%', '.', '%', ''], [(12, 3), (13, 13), (12, 9)], [True, False, True, False], 62, False, [False, True, False, False], 452, 'South', (9, 2))
Element 20: (0, (9, 2), ['%', '%', '', ''], [(11, 3), (13, 12), (12, 10)], [True, True, False, False], 60, False, [False, False, False, False], 481, 'North', (9, 3))
Element 21: (0, (9, 3), ['%', '', '%', ''], [(11, 2), (13, 11), (13, 10)], [True, False, True, False], 58, False, [False, False, False, False], 500, 'East', (10, 3))
Element 22: (0, (10, 3), ['', '', '%', ''], [(11, 1), (12, 11), (14, 10)], [False, False, True, False], 56, False, [False, False, False, False], 519, 'South', (10, 2))
Element 23: (0, (10, 2), ['', '%', '', 'G'], [(11, 2), (12, 12), (15, 10)], [False, True, False, False], 54, False, [False, False, False, False], 538, 'West', (9, 2))
Element 24: (0, (9, 2), ['%', '%', '', 'G'], [(10, 2), (12, 13), (15, 9)], [True, True, False, False], 52, False, [False, False, False, False], 547, 'North', (9, 3))
Element 25: (0, (9, 3), ['%', '', '%', 'G'], [(10, 3), (12, 12), (16, 9)], [True, False, True, False], 50, False, [False, False, False, False], 546, 'South', (9, 2))
Element 26: (0, (9, 2), ['%', '%', 'G', ''], [(9, 3), (11, 12), (17, 9)], [True, True, False, False], 48, False, [False, False, False, False], 555, 'North', (9, 3))
Element 27: (0, (9, 3), ['%', 'G', '%', ''], [(9, 2), (11, 11), (18, 9)], [True, False, True, False], 46, False, [False, False, False, False], 564, 'East', (10, 3))
Element 28: (0, (10, 3), ['G', '', '%', ''], [(9, 3), (11, 10), (17, 9)], [False, False, True, False], 44, False, [False, False, False, False], 573, 'East', (11, 3))
Element 29: (0, (11, 3), ['G', '', '%', ''], [(10, 3), (11, 9), (17, 10)], [False, False, True, False], 42, False, [False, False, False, False], 582, 'East', (12, 3))
Element 30: (0, (12, 3), ['', '', '%', '%'], [(10, 2), (12, 9), (17, 11)], [False, False, True, True], 40, False, [False, False, False, False], 581, 'South', (12, 2))
Element 31: (0, (12, 2), ['', '', '', ''], [(9, 2), (12, 10), (18, 11)], [False, False, False, False], 38, False, [False, False, False, False], 580, 'West', (11, 2))
Element 32: (0, (11, 2), ['G', '', '', ''], [(10, 2), (13, 10), (17, 11)], [False, False, False, False], 36, False, [False, False, False, False], 579, 'East', (12, 2))
Element 33: (0, (12, 2), ['G', '', '', ''], [(11, 2), (14, 10), (16, 11)], [False, False, False, False], 34, False, [False, False, False, False], 578, 'South', (12, 1))
Element 34: (0, (12, 1), ['', '%', '', ''], [(11, 3), (15, 10), (16, 12)], [False, True, False, False], 32, False, [False, False, False, False], 577, 'North', (12, 2))
Element 35: (0, (12, 2), ['', '', '', ''], [(10, 3), (14, 10), (16, 13)], [False, False, False, False], 30, False, [False, False, False, False], 576, 'East', (13, 2))
Element 36: (0, (13, 2), ['', '', '%', ''], [(11, 3), (13, 10), (15, 13)], [False, False, True, False], 28, False, [False, False, False, False], 575, 'East', (14, 2))
Element 37: (0, (14, 2), ['', '', '%', ''], [(12, 3), (12, 10), (15, 12)], [False, False, True, False], 26, False, [False, False, False, False], 574, 'South', (14, 1))
Element 38: (0, (14, 1), ['', '%', '', ''], [(12, 2), (12, 9), (14, 12)], [False, True, False, False], 24, False, [False, False, False, False], 573, 'West', (13, 1))
Element 39: (0, (13, 1), ['', '%', '', ''], [(11, 2), (12, 8), (14, 13)], [False, True, False, False], 22, False, [False, False, False, False], 572, 'North', (13, 2))
Element 40: (0, (13, 2), ['G', '', '%', ''], [(12, 2), (13, 8), (13, 13)], [False, False, True, False], 20, False, [False, False, False, False], 571, 'South', (13, 1))
Element 41: (0, (13, 1), ['G', '%', '', ''], [(12, 1), (14, 8), (13, 12)], [False, True, False, False], 18, False, [False, False, False, False], 570, 'Stop', (13, 1))
Element 42: (0, (13, 1), ['', '%', '', ''], [(11, 1), (14, 7), (13, 11)], [False, True, False, False], 16, False, [False, False, False, False], 569, 'East', (14, 1))
Element 43: (0, (14, 1), ['', '%', '', ''], [(12, 1), (15, 7), (12, 11)], [False, True, False, False], 14, False, [False, False, False, False], 568, 'East', (15, 1))
Element 44: (0, (15, 1), ['', '%', '', '%'], [(13, 1), (16, 7), (12, 12)], [False, True, False, True], 12, False, [False, False, False, False], 567, 'North', (15, 2))
Element 45: (0, (15, 2), ['', '', '%', '%'], [(12, 1), (17, 7), (12, 13)], [False, False, True, True], 10, False, [False, False, False, False], 566, 'West', (14, 2))
Element 46: (0, (14, 2), ['', '', '%', ''], [(12, 1), (18, 7), (12, 12)], [False, False, True, False], 8, False, [False, False, False, False], 565, 'West', (13, 2))
Element 47: (0, (13, 2), ['', 'G', '%', ''], [(13, 1), (17, 7), (11, 12)], [False, False, True, False], 6, False, [False, False, False, False], 564, 'West', (12, 2))
Element 48: (0, (12, 2), ['', '', '', ''], [(14, 1), (17, 6), (10, 12)], [False, False, False, False], 4, False, [False, False, False, False], 573, 'North', (12, 3))
Element 49: (0, (12, 3), ['', '', '%', '%'], [(15, 1), (16, 6), (9, 12)], [False, False, True, True], 2, False, [False, False, False, False], 1572, 'West', (11, 3))
Element 50: (0, (11, 3), ['', '', '%', ''], [(15, 2), (15, 6), (9, 11)], [False, False, True, False], 0, False, [False, False, False, False], 1581, 'Stop', (11, 3))
Element 51: #0#
