Element 1: (0, (6, 3), ['.', '.', 'F', '%'], [(7, 1), (10, 2), (15, 4)], [False, False, False, True], 98, False, [True, True, False, False], 0, 'North', (6, 4))
Element 2: (0, (6, 4), ['%', '', '.', '%'], [(8, 1), (11, 2), (16, 4)], [True, False, False, True], 96, False, [False, False, True, False], 1029, 'North', (6, 5))
Element 3: (0, (6, 5), ['.', '', '.', '.'], [(7, 1), (12, 2), (16, 3)], [False, False, False, False], 94, False, [True, False, True, True], 1058, 'East', (7, 5))
Element 4: (0, (7, 5), ['', '%', '.', '.'], [(6, 1), (13, 2), (17, 3)], [False, True, False, False], 92, False, [False, False, True, True], 1097, 'East', (8, 5))
Element 5: (0, (8, 5), ['', '%', '.', '.'], [(6, 2), (14, 2), (18, 3)], [False, True, False, False], 90, False, [False, False, True, True], 1136, 'East', (9, 5))
Element 6: (0, (9, 5), ['', '%', '.', '.'], [(5, 2), (15, 2), (17, 3)], [False, True, False, False], 88, False, [False, False, True, True], 1165, 'East', (10, 5))
Element 7: (0, (10, 5), ['', '%', '.', '.'], [(5, 3), (15, 1), (16, 3)], [False, True, False, False], 86, False, [False, False, True, True], 1194, 'East', (11, 5))
Element 8: (0, (11, 5), ['', '%', '.', '.'], [(4, 3), (14, 1), (16, 4)], [False, True, False, False], 84, False, [False, False, True, True], 1223, 'East', (12, 5))
Element 9: (0, (12, 5), ['', '%', '.', '.'], [(4, 2), (13, 1), (15, 4)], [False, True, False, False], 82, False, [False, False, True, True], 1252, 'East', (13, 5))
Element 10: (0, (13, 5), ['', '%', '.', '%'], [(4, 1), (12, 1), (14, 4)], [False, True, False, True], 80, False, [False, False, True, False], 1291, 'North', (13, 6))
Element 11: (0, (13, 6), ['.', '', '.', '.'], [(5, 1), (11, 1), (15, 4)], [False, False, False, False], 78, False, [True, False, True, True], 1320, 'East', (14, 6))
Element 12: (0, (14, 6), ['', '%', '.', '.'], [(4, 1), (12, 1), (15, 4)], [False, True, False, False], 76, False, [False, False, True, True], 1329, 'East', (15, 6))
Element 13: (0, (15, 6), ['', '%', '.', '.'], [(3, 1), (13, 1), (16, 4)], [False, True, False, False], 74, False, [False, False, True, True], 1348, 'East', (16, 6))
Element 14: (0, (16, 6), ['', '%', '.', '.'], [(3, 2), (14, 1), (16, 3)], [False, True, False, False], 72, False, [False, False, True, True], 1367, 'East', (17, 6))
Element 15: (0, (17, 6), ['', '%', '.', '%'], [(3, 3), (15, 1), (17, 3)], [False, True, False, True], 70, False, [False, False, True, False], 1386, 'North', (17, 7))
Element 16: (0, (17, 7), ['.', '', '%', '.'], [(3, 4), (15, 2), (18, 3)], [False, False, True, False], 68, False, [True, False, False, True], 1405, 'East', (18, 7))
Element 17: (0, (18, 7), ['', '%', '%', '%'], [(3, 5), (14, 2), (17, 3)], [False, True, True, True], 66, False, [False, False, False, False], 1424, 'West', (17, 7))
Element 18: (0, (17, 7), ['.', '', '%', ''], [(4, 5), (14, 1), (16, 3)], [False, False, True, False], 64, False, [True, False, False, False], 1433, 'West', (16, 7))
