Element 1: (0, (6, 3), ['.', '.', 'F', '%'], [(7, 1), (10, 2), (15, 4)], [False, False, False, True], 98, False, [True, True, False, False], 0, 'North', (6, 4))
Element 19: (0, (16, 7), ['.', '', '%', ''], [(5, 5), (14, 2), (16, 4)], [False, False, True, False], 62, False, [True, False, False, False], 1452, 'West', (15, 7))
Element 20: (0, (15, 7), ['.', '', '%', ''], [(5, 6), (13, 2), (15, 4)], [False, False, True, False], 60, False, [True, False, False, False], 1471, 'West', (14, 7))
Element 21: (0, (14, 7), ['.', '', '.', ''], [(6, 6), (13, 1), (14, 4)], [False, False, False, False], 58, False, [True, False, True, False], 1490, 'North', (14, 8))
Element 22: (0, (14, 8), ['.', '', '.', '%'], [(7, 6), (13, 2), (15, 4)], [False, False, False, True], 56, False, [True, False, True, False], 1509, 'North', (14, 9))
Element 23: (0, (14, 9), ['.', '', '.', '.'], [(8, 6), (12, 2), (15, 4)], [False, False, False, False], 54, False, [True, False, True, True], 1528, 'East', (15, 9))
Element 24: (0, (15, 9), ['', '%', '.', '.'], [(9, 6), (12, 3), (16, 4)], [False, True, False, False], 52, False, [False, False, True, True], 1557, 'East', (16, 9))
Element 25: (0, (16, 9), ['', '%', '%', '.'], [(10, 6), (11, 3), (16, 3)], [False, True, True, False], 50, False, [False, False, False, True], 1586, 'East', (17, 9))
Element 26: (0, (17, 9), ['', '%', '.', '.'], [(11, 6), (10, 3), (17, 3)], [False, True, False, False], 48, False, [False, False, True, True], 1615, 'East', (18, 9))
Element 27: (0, (18, 9), ['', '%', '%', '%'], [(12, 6), (9, 3), (18, 3)], [False, True, True, True], 46, False, [False, False, False, False], 1644, 'West', (17, 9))
Element 28: (0, (17, 9), ['', '%', '.', ''], [(12, 7), (9, 2), (17, 3)], [False, True, False, False], 44, False, [False, False, True, False], 1663, 'North', (17, 10))
Element 29: (0, (17, 10), ['%', '', '.', '%'], [(13, 7), (9, 3), (16, 3)], [True, False, False, True], 42, False, [False, False, True, False], 1682, 'North', (17, 11))
Element 30: (0, (17, 11), ['.', '', '%', '.'], [(13, 8), (10, 3), (16, 4)], [False, False, True, False], 40, False, [True, False, False, True], 1701, 'East', (18, 11))
Element 31: (0, (18, 11), ['', '%', '%', '%'], [(13, 9), (11, 3), (15, 4)], [False, True, True, True], 38, False, [False, False, False, False], 1720, 'West', (17, 11))
Element 32: (0, (17, 11), ['.', '', '%', ''], [(13, 10), (12, 3), (14, 4)], [False, False, True, False], 36, False, [True, False, False, False], 1729, 'West', (16, 11))
Element 33: (0, (16, 11), ['%', '%', '.', ''], [(14, 10), (12, 2), (15, 4)], [True, True, False, False], 34, False, [False, False, True, False], 1748, 'North', (16, 12))
Element 34: (0, (16, 12), ['.', '', '.', '%'], [(15, 10), (12, 1), (15, 4)], [False, False, False, True], 32, False, [True, False, True, False], 1767, 'North', (16, 13))
Element 35: (0, (16, 13), ['.', '', '%', '%'], [(15, 9), (12, 2), (16, 4)], [False, False, True, True], 30, False, [True, False, False, False], 1776, 'West', (15, 13))
Element 36: (0, (15, 13), ['.', '.', '%', ''], [(16, 9), (11, 2), (16, 3)], [False, False, True, False], 28, False, [True, True, False, False], 1785, 'South', (15, 12))
Element 37: (0, (15, 12), ['.', '%', '', ''], [(17, 9), (11, 3), (17, 3)], [False, True, False, False], 26, False, [True, False, False, False], 1794, 'West', (14, 12))
Element 38: (0, (14, 12), ['.', '%', '.', ''], [(18, 9), (11, 2), (18, 3)], [False, True, False, False], 24, False, [True, False, True, False], 1803, 'North', (14, 13))
Element 39: (0, (14, 13), ['.', '', '%', ''], [(17, 9), (11, 1), (17, 3)], [False, False, True, False], 22, False, [True, False, False, False], 1812, 'West', (13, 13))
Element 40: (0, (13, 13), ['.', '.', '%', ''], [(17, 10), (11, 2), (16, 3)], [False, False, True, False], 20, False, [True, True, False, False], 1821, 'South', (13, 12))
Element 41: (0, (13, 12), ['.', '.', '', ''], [(17, 11), (10, 2), (16, 4)], [False, False, False, False], 18, False, [True, True, False, False], 1830, 'South', (13, 11))
Element 42: (0, (13, 11), ['.', '', '', '%'], [(18, 11), (10, 3), (15, 4)], [False, False, False, True], 16, False, [True, False, False, False], 1839, 'West', (12, 11))
Element 43: (0, (12, 11), ['.', '.', '.', ''], [(17, 11), (10, 2), (14, 4)], [False, False, False, False], 14, False, [True, True, True, False], 1848, 'North', (12, 12))
Element 44: (0, (12, 12), ['.', '', '.', ''], [(16, 11), (9, 2), (15, 4)], [False, False, False, False], 12, False, [True, False, True, False], 1857, 'North', (12, 13))
Element 45: (0, (12, 13), ['%', '', '%', ''], [(16, 12), (10, 2), (15, 4)], [True, False, True, False], 10, False, [False, False, False, False], 1866, 'South', (12, 12))
Element 46: (0, (12, 12), ['.', '', '', ''], [(16, 13), (10, 2), (16, 4)], [False, False, False, False], 8, False, [True, False, False, False], 1865, 'West', (11, 12))
Element 47: (0, (11, 12), ['.', '.', '%', ''], [(15, 13), (11, 2), (16, 3)], [False, False, True, False], 6, False, [True, True, False, False], 1874, 'South', (11, 11))
Element 48: (0, (11, 11), ['.', '.', '', ''], [(15, 12), (12, 2), (17, 3)], [False, False, False, False], 4, False, [True, True, False, False], 1883, 'South', (11, 10))
Element 49: (0, (11, 10), ['.', '.', '', '.'], [(14, 12), (13, 2), (18, 3)], [False, False, False, False], 2, False, [True, True, False, True], 1892, 'East', (12, 10))
Element 50: (0, (12, 10), ['', '.', '', ''], [(14, 13), (14, 2), (17, 3)], [False, False, False, False], 0, False, [False, True, False, False], 1901, 'Stop', (12, 10))
Element 51: #0#
