Element 1: (2, (8, 10), ['.', '%', 'F', '.'], [(15, 12), (3, 10), (14, 1)], [False, True, False, False], 98, False, [True, False, False, True], 19, 'North', (8, 11))
Element 15: (2, (17, 11), ['', '.', '%', '.'], [(18, 9), (2, 13), (10, 3)], [False, False, True, False], 70, False, [False, True, False, True], 2475, 'East', (18, 11))
Element 16: (2, (18, 11), ['', '%', '%', '%'], [(17, 9), (3, 13), (9, 3)], [False, True, True, True], 68, False, [False, False, False, False], 2494, 'West', (17, 11))
Element 17: (2, (17, 11), ['', 'G', '%', ''], [(17, 10), (4, 13), (9, 2)], [False, False, True, False], 66, False, [False, False, False, False], 2513, 'West', (16, 11))
Element 18: (2, (16, 11), ['%', '%', '', 'G'], [(17, 11), (5, 13), (9, 3)], [True, True, False, False], 64, False, [False, False, False, False], 2512, 'North', (16, 12))
Element 19: (2, (16, 12), ['', '', '', '%'], [(18, 11), (5, 12), (10, 3)], [False, False, False, True], 62, False, [False, False, False, False], 2511, 'South', (16, 11))
Element 20: (2, (16, 11), ['%', '%', '', 'G'], [(17, 11), (5, 11), (10, 2)], [True, True, False, False], 60, False, [False, False, False, False], 2520, 'North', (16, 12))
Element 21: (2, (16, 12), ['', 'G', '', '%'], [(16, 11), (4, 11), (9, 2)], [False, False, False, True], 58, False, [False, False, False, False], 2529, 'West', (15, 12))
Element 22: (2, (15, 12), ['', '%', '', ''], [(17, 11), (3, 11), (10, 2)], [False, True, False, False], 56, False, [False, False, False, False], 2538, 'West', (14, 12))
Element 23: (2, (14, 12), ['', '%', '', ''], [(17, 10), (2, 11), (11, 2)], [False, True, False, False], 54, False, [False, False, False, False], 2547, 'West', (13, 12))
Element 24: (2, (13, 12), ['', '', '', ''], [(17, 9), (3, 11), (11, 3)], [False, False, False, False], 52, False, [False, False, False, False], 2546, 'South', (13, 11))
Element 25: (2, (13, 11), ['.', '', '', '%'], [(16, 9), (4, 11), (10, 3)], [False, False, False, True], 50, False, [True, False, False, False], 2545, 'West', (12, 11))
Element 26: (2, (12, 11), ['.', '.', '', ''], [(15, 9), (5, 11), (11, 3)], [False, False, False, False], 48, False, [True, True, False, False], 2554, 'South', (12, 10))
Element 27: (2, (12, 10), ['.', '.', '', ''], [(14, 9), (5, 12), (12, 3)], [False, False, False, False], 46, False, [True, True, False, False], 2573, 'South', (12, 9))
Element 28: (2, (12, 9), ['.', '.', '', '.'], [(14, 8), (6, 12), (12, 2)], [False, False, False, False], 44, False, [True, True, False, True], 2592, 'East', (13, 9))
Element 29: (2, (13, 9), ['', '.', '', ''], [(14, 7), (6, 11), (11, 2)], [False, False, False, False], 42, False, [False, True, False, False], 2611, 'South', (13, 8))
Element 30: (2, (13, 8), ['.', '.', '', ''], [(15, 7), (5, 11), (12, 2)], [False, False, False, False], 40, False, [True, True, False, False], 2630, 'South', (13, 7))
Element 31: (2, (13, 7), ['.', '.', '', ''], [(16, 7), (6, 11), (12, 1)], [False, False, False, False], 38, False, [True, True, False, False], 2649, 'South', (13, 6))
Element 32: (2, (13, 6), ['.', '.', '', '.'], [(17, 7), (7, 11), (11, 1)], [False, False, False, False], 36, False, [True, True, False, True], 2668, 'East', (14, 6))
Element 33: (2, (14, 6), ['', '%', '', '.'], [(18, 7), (8, 11), (12, 1)], [False, True, False, False], 34, False, [False, False, False, True], 2687, 'East', (15, 6))
Element 34: (2, (15, 6), ['', '%', '', '.'], [(17, 7), (9, 11), (13, 1)], [False, True, False, False], 32, False, [False, False, False, True], 2696, 'East', (16, 6))
Element 35: (2, (16, 6), ['', '%', '', 'G'], [(17, 6), (10, 11), (13, 2)], [False, True, False, False], 30, False, [False, False, False, False], 2725, 'North', (16, 7))
Element 36: (2, (16, 7), ['', 'G', '%', ''], [(16, 6), (11, 11), (12, 2)], [False, False, True, False], 28, False, [False, False, False, False], 2734, 'East', (17, 7))
Element 37: (2, (17, 7), ['', '', '%', ''], [(15, 6), (11, 10), (13, 2)], [False, False, True, False], 26, False, [False, False, False, False], 2743, 'East', (18, 7))
Element 38: (2, (18, 7), ['', '%', '%', '%'], [(14, 6), (11, 9), (14, 2)], [False, True, True, True], 24, False, [False, False, False, False], 2752, 'West', (17, 7))
Element 39: (2, (17, 7), ['', '', '%', ''], [(13, 6), (12, 9), (15, 2)], [False, False, True, False], 22, False, [False, False, False, False], 2751, 'South', (17, 6))
Element 40: (2, (17, 6), ['', '%', '', '%'], [(13, 5), (12, 8), (15, 1)], [False, True, False, True], 20, False, [False, False, False, False], 2770, 'North', (17, 7))
Element 41: (2, (17, 7), ['', '', '%', ''], [(12, 5), (12, 7), (14, 1)], [False, False, True, False], 18, False, [False, False, False, False], 2789, 'West', (16, 7))
Element 42: (2, (16, 7), ['', '', '%', ''], [(12, 6), (11, 7), (14, 2)], [False, False, True, False], 16, False, [False, False, False, False], 2808, 'West', (15, 7))
Element 43: (2, (15, 7), ['', '', '%', ''], [(11, 6), (10, 7), (14, 1)], [False, False, True, False], 14, False, [False, False, False, False], 2827, 'West', (14, 7))
Element 44: (2, (14, 7), ['', '', '', ''], [(11, 5), (10, 8), (13, 1)], [False, False, False, False], 12, False, [False, False, False, False], 3836, 'North', (14, 8))
Element 45: (2, (14, 8), ['', '', '', '%'], [(10, 5), (9, 8), (14, 1)], [False, False, False, True], 10, False, [False, False, False, False], 3855, 'North', (14, 9))
Element 46: (2, (14, 9), ['', '', '', ''], [(10, 6), (9, 7), (14, 1)], [False, False, False, False], 8, False, [False, False, False, False], 3874, 'East', (15, 9))
Element 47: (2, (15, 9), ['', '%', '', ''], [(9, 6), (9, 8), (15, 1)], [False, True, False, False], 6, False, [False, False, False, False], 3883, 'East', (16, 9))
Element 48: (2, (16, 9), ['', '%', '%', ''], [(9, 5), (8, 8), (15, 2)], [False, True, True, False], 4, False, [False, False, False, False], 3902, 'East', (17, 9))
Element 49: (2, (17, 9), ['', '%', '', ''], [(8, 5), (7, 8), (14, 2)], [False, True, False, False], 2, False, [False, False, False, False], 3921, 'East', (18, 9))
Element 50: (2, (18, 9), ['', '%', '%', '%'], [(8, 5), (7, 8), (13, 2)], [False, True, True, True], 0, False, [False, False, False, False], 3920, 'Stop', (18, 9))
Element 51: #0#
