Element 1: (2, (12, 13), ['%', '.', '%', '.'], [(4, 1), (10, 10), (14, 2)], [True, False, True, False], 98, False, [False, True, False, True], 19, 'East', (13, 13))
Element 2: (2, (13, 13), ['', '.', '%', '.'], [(5, 1), (11, 10), (15, 2)], [False, False, True, False], 96, False, [False, True, False, True], 58, 'East', (14, 13))
Element 3: (2, (14, 13), ['', '.', '%', '.'], [(6, 1), (12, 10), (15, 1)], [False, False, True, False], 94, False, [False, True, False, True], 97, 'East', (15, 13))
Element 4: (2, (15, 13), ['', '.', '%', '.'], [(7, 1), (13, 10), (14, 1)], [False, False, True, False], 92, False, [False, True, False, True], 136, 'East', (16, 13))
Element 5: (2, (16, 13), ['', '.', '%', '%'], [(8, 1), (14, 10), (13, 1)], [False, False, True, True], 90, False, [False, True, False, False], 175, 'South', (16, 12))
Element 6: (2, (16, 12), ['.', '.', '', '%'], [(7, 1), (15, 10), (13, 2)], [False, False, False, True], 88, False, [True, True, False, False], 204, 'South', (16, 11))
Element 7: (2, (16, 11), ['%', '%', '', '.'], [(6, 1), (15, 9), (12, 2)], [True, True, False, False], 86, False, [False, False, False, True], 233, 'East', (17, 11))
Element 8: (2, (17, 11), ['', '.', '%', '.'], [(6, 2), (16, 9), (12, 3)], [False, False, True, False], 84, False, [False, True, False, True], 272, 'East', (18, 11))
Element 9: (2, (18, 11), ['', '%', '%', '%'], [(6, 3), (17, 9), (11, 3)], [False, True, True, True], 82, False, [False, False, False, False], 311, 'West', (17, 11))
Element 10: (2, (17, 11), ['', '.', '%', ''], [(6, 4), (18, 9), (11, 2)], [False, False, True, False], 80, False, [False, True, False, False], 1330, 'South', (17, 10))
Element 11: (2, (17, 10), ['%', 'G', '', '%'], [(6, 5), (17, 9), (11, 1)], [True, False, False, True], 78, False, [False, False, False, False], 1359, 'North', (17, 11))
Element 12: (2, (17, 11), ['', 'G', '%', ''], [(7, 5), (17, 10), (12, 1)], [False, False, True, False], 76, False, [False, False, False, False], 1378, 'West', (16, 11))
Element 13: (2, (16, 11), ['%', '%', '', 'G'], [(8, 5), (17, 11), (11, 1)], [True, True, False, False], 74, False, [False, False, False, False], 1387, 'North', (16, 12))
Element 14: (2, (16, 12), ['.', '', '', '%'], [(9, 5), (18, 11), (11, 2)], [False, False, False, True], 72, False, [True, False, False, False], 1396, 'West', (15, 12))
Element 15: (2, (15, 12), ['.', '%', '', ''], [(10, 5), (17, 11), (10, 2)], [False, True, False, False], 70, False, [True, False, False, False], 1425, 'West', (14, 12))
Element 16: (2, (14, 12), ['.', '%', '', ''], [(11, 5), (16, 11), (10, 3)], [False, True, False, False], 68, False, [True, False, False, False], 1454, 'West', (13, 12))
Element 17: (2, (13, 12), ['.', '.', '', ''], [(12, 5), (16, 12), (9, 3)], [False, False, False, False], 66, False, [True, True, False, False], 1483, 'South', (13, 11))
Element 18: (2, (13, 11), ['.', '', '', '%'], [(13, 5), (16, 13), (9, 2)], [False, False, False, True], 64, False, [True, False, False, False], 1512, 'West', (12, 11))
Element 19: (2, (12, 11), ['.', '', '.', ''], [(13, 6), (15, 13), (9, 3)], [False, False, False, False], 62, False, [True, False, True, False], 1531, 'North', (12, 12))
