Element 1: (1, (2, 6), ['', '.', '.', '.'], [(1, 7), (4, 8), (4, 9)], [False, False, False, False], 98, False, [False, True, True, True], 9, 'East', (3, 6))
Element 2: (1, (3, 6), ['', '.', '.', '.'], [(2, 7), (5, 8), (5, 9)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (4, 6))
Element 3: (1, (4, 6), ['', '.', '.', '.'], [(3, 7), (6, 8), (5, 10)], [False, False, False, False], 94, False, [False, True, True, True], 1077, 'East', (5, 6))
Element 4: (1, (5, 6), ['', '.', '%', '.'], [(4, 7), (7, 8), (6, 10)], [False, False, True, False], 92, False, [False, True, False, True], 1116, 'East', (6, 6))
Element 5: (1, (6, 6), ['', '.', '%', '.'], [(4, 8), (8, 8), (7, 10)], [False, False, True, False], 90, False, [False, True, False, True], 1145, 'East', (7, 6))
Element 6: (1, (7, 6), ['', '.', '%', '.'], [(3, 8), (9, 8), (8, 10)], [False, False, True, False], 88, False, [False, True, False, True], 1184, 'East', (8, 6))
Element 7: (1, (8, 6), ['', '.', '%', '.'], [(3, 9), (10, 8), (8, 11)], [False, False, True, False], 86, False, [False, True, False, True], 3203, 'East', (9, 6))
Element 8: (1, (9, 6), ['', '.', '.', '.'], [(3, 10), (10, 7), (9, 11)], [False, False, False, False], 84, False, [False, True, True, True], 3242, 'East', (10, 6))
Element 9: (1, (10, 6), ['', '.', '', '.'], [(4, 10), (11, 7), (9, 12)], [False, False, False, False], 82, False, [False, True, False, True], 4271, 'East', (11, 6))
Element 10: (1, (11, 6), ['', '.', '', '.'], [(4, 11), (12, 7), (10, 12)], [False, False, False, False], 80, False, [False, True, False, True], 4310, 'East', (12, 6))
Element 11: (1, (12, 6), ['', '.', '', '.'], [(5, 11), (13, 7), (11, 12)], [False, False, False, False], 78, False, [False, True, False, True], 4349, 'East', (13, 6))
Element 12: (1, (13, 6), ['', '.', '', '.'], [(6, 11), (14, 7), (12, 12)], [False, False, False, False], 76, False, [False, True, False, True], 4388, 'East', (14, 6))
Element 13: (1, (14, 6), ['', '%', '', '.'], [(7, 11), (15, 7), (13, 12)], [False, True, False, False], 74, False, [False, False, False, True], 4427, 'East', (15, 6))
Element 14: (1, (15, 6), ['', '%', '', '.'], [(8, 11), (16, 7), (14, 12)], [False, True, False, False], 72, False, [False, False, False, True], 4456, 'East', (16, 6))
Element 15: (1, (16, 6), ['', '%', '', '.'], [(9, 11), (17, 7), (15, 12)], [False, True, False, False], 70, False, [False, False, False, True], 4485, 'East', (17, 6))
Element 16: (1, (17, 6), ['', '%', '', '%'], [(10, 11), (18, 7), (16, 12)], [False, True, False, True], 68, False, [False, False, False, False], 4524, 'North', (17, 7))
Element 17: (1, (17, 7), ['', '', '%', 'G'], [(11, 11), (18, 7), (16, 13)], [False, False, True, False], 66, False, [False, False, False, False], 4543, 'West', (16, 7))
Element 18: (1, (16, 7), ['', '', '%', 'G'], [(12, 11), (17, 7), (15, 13)], [False, False, True, False], 64, False, [False, False, False, False], 4562, 'West', (15, 7))
Element 19: (1, (15, 7), ['', '', '%', 'G'], [(13, 11), (16, 7), (14, 13)], [False, False, True, False], 62, False, [False, False, False, False], 4581, 'West', (14, 7))
Element 20: (1, (14, 7), ['', '', '.', 'G'], [(13, 10), (15, 7), (13, 13)], [False, False, False, False], 60, False, [False, False, True, False], 4600, 'North', (14, 8))
Element 21: (1, (14, 8), ['.', 'G', '.', '%'], [(14, 10), (14, 7), (12, 13)], [False, False, False, True], 58, False, [True, False, True, False], 4629, 'North', (14, 9))
Element 22: (1, (14, 9), ['.', '', '', '.'], [(15, 10), (14, 7), (13, 13)], [False, False, False, False], 56, False, [True, False, False, True], 4648, 'East', (15, 9))
Element 23: (1, (15, 9), ['', '%', '', '.'], [(14, 10), (13, 7), (14, 13)], [False, True, False, False], 54, False, [False, False, False, True], 4657, 'East', (16, 9))
Element 24: (1, (16, 9), ['', '%', '%', '.'], [(13, 10), (13, 8), (15, 13)], [False, True, True, False], 52, False, [False, False, False, True], 4676, 'East', (17, 9))
Element 25: (1, (17, 9), ['', '%', '.', '.'], [(13, 11), (13, 9), (16, 13)], [False, True, False, False], 50, False, [False, False, True, True], 4695, 'East', (18, 9))
Element 26: (1, (18, 9), ['', '%', '%', '%'], [(13, 10), (12, 9), (16, 12)], [False, True, True, True], 48, False, [False, False, False, False], 4714, 'West', (17, 9))
Element 27: (1, (17, 9), ['', '%', '.', ''], [(13, 9), (12, 10), (16, 11)], [False, True, False, False], 46, False, [False, False, True, False], 4733, 'North', (17, 10))
Element 28: (1, (17, 10), ['%', '', 'G', '%'], [(14, 9), (11, 10), (17, 11)], [True, False, False, True], 44, False, [False, False, False, False], 4762, 'South', (17, 9))
Element 29: (1, (17, 9), ['', '%', '', ''], [(15, 9), (11, 9), (18, 11)], [False, True, False, False], 42, False, [False, False, False, False], 4781, 'West', (16, 9))
Element 30: (1, (16, 9), ['', '%', '%', ''], [(14, 9), (11, 10), (17, 11)], [False, True, True, False], 40, False, [False, False, False, False], 4780, 'West', (15, 9))
Element 31: (1, (15, 9), ['', '%', '', ''], [(14, 8), (10, 10), (17, 10)], [False, True, False, False], 38, False, [False, False, False, False], 4789, 'North', (15, 10))
