Element 1: (0, (12, 11), ['.', '.', '.', '.'], [(1, 7), (4, 11), (7, 11)], [False, False, False, False], 98, False, [True, True, True, True], 0, 'East', (13, 11))
Element 2: (0, (13, 11), ['', '.', '.', '%'], [(2, 7), (5, 11), (8, 11)], [False, False, False, True], 96, False, [False, True, True, False], 1029, 'North', (13, 12))
Element 3: (0, (13, 12), ['.', '', '.', '.'], [(3, 7), (6, 11), (9, 11)], [False, False, False, False], 94, False, [True, False, True, True], 1068, 'East', (14, 12))
Element 4: (0, (14, 12), ['', '%', '.', '.'], [(4, 7), (6, 12), (9, 12)], [False, True, False, False], 92, False, [False, False, True, True], 2097, 'East', (15, 12))
Element 5: (0, (15, 12), ['', '%', '.', '.'], [(4, 8), (5, 12), (10, 12)], [False, True, False, False], 90, False, [False, False, True, True], 2136, 'East', (16, 12))
Element 6: (0, (16, 12), ['', '.', '.', '%'], [(5, 8), (5, 13), (11, 12)], [False, False, False, True], 88, False, [False, True, True, False], 2175, 'North', (16, 13))
Element 7: (0, (16, 13), ['.', '', '%', '%'], [(6, 8), (4, 13), (12, 12)], [False, False, True, True], 86, False, [True, False, False, False], 3204, 'West', (15, 13))
Element 8: (0, (15, 13), ['.', '', '%', ''], [(7, 8), (3, 13), (12, 13)], [False, False, True, False], 84, False, [True, False, False, False], 3243, 'West', (14, 13))
Element 9: (0, (14, 13), ['G', '', '%', ''], [(8, 8), (2, 13), (13, 13)], [False, False, True, False], 82, False, [False, False, False, False], 3282, 'East', (15, 13))
Element 10: (0, (15, 13), ['G', '', '%', ''], [(9, 8), (1, 13), (14, 13)], [False, False, True, False], 80, False, [False, False, False, False], 3301, 'East', (16, 13))
Element 11: (0, (16, 13), ['G', '', '%', '%'], [(10, 8), (2, 13), (15, 13)], [False, False, True, True], 78, False, [False, False, False, False], 4300, 'South', (16, 12))
Element 12: (0, (16, 12), ['', '.', 'G', '%'], [(10, 7), (3, 13), (16, 13)], [False, False, False, True], 76, False, [False, True, False, False], 4309, 'South', (16, 11))
Element 13: (0, (16, 11), ['%', '%', 'G', '.'], [(11, 7), (4, 13), (16, 12)], [True, True, False, False], 74, False, [False, False, False, True], 4328, 'East', (17, 11))
Element 14: (0, (17, 11), ['G', '.', '%', '.'], [(12, 7), (5, 13), (16, 11)], [False, False, True, False], 72, False, [False, True, False, True], 4347, 'East', (18, 11))
Element 15: (0, (18, 11), ['G', '%', '%', '%'], [(13, 7), (5, 12), (17, 11)], [False, True, True, True], 70, False, [False, False, False, False], 4366, 'Stop', (18, 11))
Element 16: (0, (18, 11), ['', '%', '%', '%'], [(14, 7), (6, 12), (17, 10)], [False, True, True, True], 68, False, [False, False, False, False], 4385, 'West', (17, 11))
Element 17: (0, (17, 11), ['', '', '%', ''], [(15, 7), (6, 11), (17, 9)], [False, False, True, False], 66, False, [False, False, False, False], 4404, 'Stop', (17, 11))
Element 18: (0, (17, 11), ['', '', '%', ''], [(16, 7), (6, 10), (18, 9)], [False, False, True, False], 64, False, [False, False, False, False], 4433, 'West', (16, 11))
Element 19: (0, (16, 11), ['%', '%', '', ''], [(17, 7), (7, 10), (17, 9)], [True, True, False, False], 62, False, [False, False, False, False], 4452, 'North', (16, 12))
Element 20: (0, (16, 12), ['', '', '', '%'], [(18, 7), (8, 10), (16, 9)], [False, False, False, True], 60, False, [False, False, False, False], 4481, 'West', (15, 12))
Element 21: (0, (15, 12), ['', '%', '', ''], [(17, 7), (9, 10), (15, 9)], [False, True, False, False], 58, False, [False, False, False, False], 4500, 'North', (15, 13))
Element 22: (0, (15, 13), ['', '', '%', ''], [(17, 6), (10, 10), (15, 10)], [False, False, True, False], 56, False, [False, False, False, False], 4529, 'South', (15, 12))
Element 23: (0, (15, 12), ['', '%', '', ''], [(16, 6), (11, 10), (14, 10)], [False, True, False, False], 54, False, [False, False, False, False], 4558, 'West', (14, 12))
Element 24: (0, (14, 12), ['', '%', '', ''], [(15, 6), (12, 10), (14, 9)], [False, True, False, False], 52, False, [False, False, False, False], 4587, 'North', (14, 13))
Element 25: (0, (14, 13), ['', '', '%', ''], [(14, 6), (13, 10), (14, 8)], [False, False, True, False], 50, False, [False, False, False, False], 4616, 'South', (14, 12))
Element 26: (0, (14, 12), ['', '%', '', ''], [(13, 6), (13, 9), (13, 8)], [False, True, False, False], 48, False, [False, False, False, False], 4645, 'West', (13, 12))
Element 27: (0, (13, 12), ['', '', '', ''], [(13, 5), (12, 9), (12, 8)], [False, False, False, False], 46, False, [False, False, False, False], 4674, 'North', (13, 13))
