Element 1: (1, (1, 2), ['%', '.', '%', '.'], [(10, 2), (3, 4), (7, 1)], [True, False, True, False], 98, False, [False, True, False, True], 9, 'East', (2, 2))
Element 2: (1, (2, 2), ['', '.', '.', '.'], [(11, 2), (3, 5), (8, 1)], [False, False, False, False], 96, False, [False, True, True, True], 48, 'East', (3, 2))
Element 3: (1, (3, 2), ['', '.', '.', '.'], [(12, 2), (4, 5), (7, 1)], [False, False, False, False], 94, False, [False, True, True, True], 77, 'East', (4, 2))
Element 4: (1, (4, 2), ['', '.', '.', '.'], [(13, 2), (5, 5), (6, 1)], [False, False, False, False], 92, False, [False, True, True, True], 116, 'East', (5, 2))
Element 5: (1, (5, 2), ['', '.', '.', 'G'], [(14, 2), (6, 5), (6, 2)], [False, False, False, False], 90, False, [False, True, True, False], 155, 'North', (5, 3))
Element 6: (1, (5, 3), ['.', '', '%', 'G'], [(15, 2), (6, 4), (6, 3)], [False, False, True, False], 88, False, [True, False, False, False], 1184, 'West', (4, 3))
Element 7: (1, (4, 3), ['.', '', '%', ''], [(15, 1), (6, 5), (6, 4)], [False, False, True, False], 86, False, [True, False, False, False], 1203, 'West', (3, 3))
Element 8: (1, (3, 3), ['.', '', '', ''], [(14, 1), (7, 5), (6, 5)], [False, False, False, False], 84, False, [True, False, False, False], 1232, 'West', (2, 3))
Element 9: (1, (2, 3), ['%', '', '.', ''], [(13, 1), (8, 5), (6, 6)], [True, False, False, False], 82, False, [False, False, True, False], 1271, 'North', (2, 4))
Element 10: (1, (2, 4), ['.', '', '.', ''], [(12, 1), (9, 5), (7, 6)], [False, False, False, False], 80, False, [True, False, True, False], 1310, 'North', (2, 5))
Element 11: (1, (2, 5), ['%', '', '.', ''], [(11, 1), (10, 5), (8, 6)], [True, False, False, False], 78, False, [False, False, True, False], 1349, 'North', (2, 6))
Element 12: (1, (2, 6), ['.', '', '.', '.'], [(12, 1), (11, 5), (9, 6)], [False, False, False, False], 76, False, [True, False, True, True], 1378, 'East', (3, 6))
Element 13: (1, (3, 6), ['', '', '.', '.'], [(13, 1), (12, 5), (10, 6)], [False, False, False, False], 74, False, [False, False, True, True], 1407, 'East', (4, 6))
Element 14: (1, (4, 6), ['', '', '.', '.'], [(14, 1), (13, 5), (11, 6)], [False, False, False, False], 72, False, [False, False, True, True], 1436, 'East', (5, 6))
Element 15: (1, (5, 6), ['', '', '%', ''], [(15, 1), (13, 6), (12, 6)], [False, False, True, False], 70, False, [False, False, False, False], 1465, 'East', (6, 6))
Element 16: (1, (6, 6), ['', '', '%', ''], [(15, 2), (14, 6), (12, 7)], [False, False, True, False], 68, False, [False, False, False, False], 1484, 'East', (7, 6))
Element 17: (1, (7, 6), ['', '', '%', ''], [(14, 2), (15, 6), (13, 7)], [False, False, True, False], 66, False, [False, False, False, False], 1503, 'East', (8, 6))
Element 18: (1, (8, 6), ['', '', '%', ''], [(14, 1), (16, 6), (14, 7)], [False, False, True, False], 64, False, [False, False, False, False], 1522, 'East', (9, 6))
Element 19: (1, (9, 6), ['', '', '.', ''], [(14, 2), (17, 6), (15, 7)], [False, False, False, False], 62, False, [False, False, True, False], 1541, 'North', (9, 7))
Element 20: (1, (9, 7), ['%', '', '.', '.'], [(13, 2), (17, 7), (16, 7)], [True, False, False, False], 60, False, [False, False, True, True], 1570, 'East', (10, 7))
Element 21: (1, (10, 7), ['', '', 'F', '.'], [(13, 1), (18, 7), (17, 7)], [False, False, False, False], 58, False, [False, False, False, True], 1589, 'North', (10, 8))
Element 22: (1, (10, 8), ['.', '', '%', '%'], [(13, 2), (18, 7), (17, 6)], [False, False, True, True], 56, False, [True, False, False, False], 2588, 'West', (9, 8))
Element 23: (1, (9, 8), ['.', '', '%', ''], [(12, 2), (17, 7), (16, 6)], [False, False, True, False], 54, False, [True, False, False, False], 2597, 'West', (8, 8))
Element 24: (1, (8, 8), ['.', '%', '%', ''], [(12, 3), (16, 7), (15, 6)], [False, True, True, False], 52, False, [True, False, False, False], 2616, 'West', (7, 8))
Element 25: (1, (7, 8), ['F', '%', '%', ''], [(11, 3), (15, 7), (14, 6)], [False, True, True, False], 50, False, [False, False, False, False], 2635, 'West', (6, 8))
Element 26: (1, (6, 8), ['.', '%', '%', ''], [(10, 3), (14, 7), (13, 6)], [False, True, True, False], 48, False, [True, False, False, False], 3644, 'West', (5, 8))
Element 27: (1, (5, 8), ['.', '%', '.', ''], [(9, 3), (14, 8), (13, 5)], [False, True, False, False], 46, False, [True, False, True, False], 3673, 'North', (5, 9))
Element 28: (1, (5, 9), ['.', '', '.', '%'], [(10, 3), (14, 9), (12, 5)], [False, False, False, True], 44, False, [True, False, True, False], 3692, 'North', (5, 10))
Element 29: (1, (5, 10), ['.', '', '.', '.'], [(11, 3), (15, 9), (11, 5)], [False, False, False, False], 42, False, [True, False, True, True], 3711, 'East', (6, 10))
Element 30: (1, (6, 10), ['', '%', '.', '.'], [(12, 3), (16, 9), (10, 5)], [False, True, False, False], 40, False, [False, False, True, True], 3730, 'East', (7, 10))
Element 31: (1, (7, 10), ['', '%', '.', '.'], [(12, 2), (17, 9), (9, 5)], [False, True, False, False], 38, False, [False, False, True, True], 3749, 'East', (8, 10))
Element 32: (1, (8, 10), ['', '%', 'F', '.'], [(12, 1), (18, 9), (8, 5)], [False, True, False, False], 36, False, [False, False, False, True], 3768, 'North', (8, 11))
Element 33: (1, (8, 11), ['.', '', '%', '.'], [(12, 2), (17, 9), (7, 5)], [False, False, True, False], 34, False, [True, False, False, True], 4767, 'East', (9, 11))
Element 34: (1, (9, 11), ['', '.', 'F', '.'], [(11, 2), (17, 10), (8, 5)], [False, False, False, False], 32, False, [False, True, False, True], 4786, 'North', (9, 12))
Element 35: #1#
