Element 1: (3, (5, 11), ['', '.', '.', '.'], [(9, 12), (2, 7), (4, 10)], [False, False, False, False], 98, False, [False, True, True, True], 1019, 'East', (6, 11))
Element 2: (3, (6, 11), ['', '.', '.', '.'], [(9, 11), (3, 7), (5, 10)], [False, False, False, False], 96, False, [False, True, True, True], 1058, 'East', (7, 11))
Element 3: (3, (7, 11), ['', '.', '%', 'G'], [(8, 11), (4, 7), (6, 10)], [False, False, True, False], 94, False, [False, True, False, False], 2087, 'South', (7, 10))
Element 4: (3, (7, 10), ['', '%', '', 'G'], [(8, 10), (4, 8), (6, 11)], [False, True, False, False], 92, False, [False, False, False, False], 2116, 'West', (6, 10))
Element 5: (3, (6, 10), ['', '%', '', ''], [(9, 10), (5, 8), (6, 12)], [False, True, False, False], 90, False, [False, False, False, False], 2145, 'West', (5, 10))
Element 6: (3, (5, 10), ['', '.', '', ''], [(10, 10), (6, 8), (5, 12)], [False, False, False, False], 88, False, [False, True, False, False], 3164, 'South', (5, 9))
Element 7: (3, (5, 9), ['.', '', '', '%'], [(11, 10), (7, 8), (5, 13)], [False, False, False, True], 86, False, [True, False, False, False], 3203, 'West', (4, 9))
Element 8: (3, (4, 9), ['.', '', '', ''], [(12, 10), (8, 8), (4, 13)], [False, False, False, False], 84, False, [True, False, False, False], 3242, 'West', (3, 9))
Element 9: (3, (3, 9), ['.', '.', '.', ''], [(13, 10), (9, 8), (3, 13)], [False, False, False, False], 82, False, [True, True, True, False], 3281, 'North', (3, 10))
Element 10: (3, (3, 10), ['.', '', '.', ''], [(14, 10), (10, 8), (2, 13)], [False, False, False, False], 80, False, [True, False, True, False], 4310, 'North', (3, 11))
Element 11: (3, (3, 11), ['.', '', '%', ''], [(15, 10), (10, 7), (1, 13)], [False, False, True, False], 78, False, [True, False, False, False], 4349, 'West', (2, 11))
Element 12: (3, (2, 11), ['%', '.', '%', ''], [(15, 9), (11, 7), (2, 13)], [True, False, True, False], 76, False, [False, True, False, False], 4378, 'South', (2, 10))
Element 13: (3, (2, 10), ['.', '.', '', ''], [(16, 9), (12, 7), (3, 13)], [False, False, False, False], 74, False, [True, True, False, False], 4407, 'South', (2, 9))
Element 14: (3, (2, 9), ['.', '.', '', ''], [(17, 9), (13, 7), (4, 13)], [False, False, False, False], 72, False, [True, True, False, False], 4436, 'South', (2, 8))
Element 15: (3, (2, 8), ['.', '', '', '.'], [(18, 9), (14, 7), (5, 13)], [False, False, False, False], 70, False, [True, False, False, True], 4465, 'East', (3, 8))
Element 16: (3, (3, 8), ['', '', '', ''], [(17, 9), (15, 7), (5, 12)], [False, False, False, False], 68, False, [False, False, False, False], 4484, 'East', (4, 8))
Element 17: (3, (4, 8), ['', '', '', ''], [(17, 10), (16, 7), (5, 11)], [False, False, False, False], 66, False, [False, False, False, False], 4503, 'East', (5, 8))
Element 18: (3, (5, 8), ['', '%', '', ''], [(17, 11), (17, 7), (5, 12)], [False, True, False, False], 64, False, [False, False, False, False], 4522, 'East', (6, 8))
Element 19: (3, (6, 8), ['', '%', '%', ''], [(18, 11), (18, 7), (6, 12)], [False, True, True, False], 62, False, [False, False, False, False], 4541, 'East', (7, 8))
Element 20: (3, (7, 8), ['', '%', '%', ''], [(17, 11), (17, 7), (6, 11)], [False, True, True, False], 60, False, [False, False, False, False], 4540, 'East', (8, 8))
Element 21: (3, (8, 8), ['', '%', '%', ''], [(16, 11), (17, 6), (7, 11)], [False, True, True, False], 58, False, [False, False, False, False], 4559, 'East', (9, 8))
Element 22: (3, (9, 8), ['', '.', '%', ''], [(16, 12), (16, 6), (8, 11)], [False, False, True, False], 56, False, [False, True, False, False], 4578, 'South', (9, 7))
Element 23: (3, (9, 7), ['%', '.', '', ''], [(16, 13), (15, 6), (9, 11)], [True, False, False, False], 54, False, [False, True, False, False], 4607, 'South', (9, 6))
Element 24: (3, (9, 6), ['.', '.', '', '.'], [(15, 13), (14, 6), (10, 11)], [False, False, False, False], 52, False, [True, True, False, True], 4646, 'East', (10, 6))
Element 25: (3, (10, 6), ['', '.', '', '.'], [(15, 12), (13, 6), (11, 11)], [False, False, False, False], 50, False, [False, True, False, True], 4685, 'East', (11, 6))
Element 26: (3, (11, 6), ['', '.', '', '.'], [(14, 12), (13, 5), (12, 11)], [False, False, False, False], 48, False, [False, True, False, True], 4724, 'East', (12, 6))
Element 27: (3, (12, 6), ['', 'G', '', ''], [(14, 13), (12, 5), (13, 11)], [False, False, False, False], 46, False, [False, False, False, False], 4763, 'East', (13, 6))
Element 28: (3, (13, 6), ['', '', '', ''], [(13, 13), (11, 5), (13, 12)], [False, False, False, False], 44, False, [False, False, False, False], 4792, 'East', (14, 6))
Element 29: (3, (14, 6), ['', '%', '', ''], [(12, 13), (10, 5), (12, 12)], [False, True, False, False], 42, False, [False, False, False, False], 4821, 'East', (15, 6))
Element 30: (3, (15, 6), ['', '%', '', ''], [(13, 13), (9, 5), (11, 12)], [False, True, False, False], 40, False, [False, False, False, False], 4840, 'East', (16, 6))
Element 31: (3, (16, 6), ['', '%', '', ''], [(14, 13), (8, 5), (10, 12)], [False, True, False, False], 38, False, [False, False, False, False], 4849, 'East', (17, 6))
Element 32: (3, (17, 6), ['', '%', '', '%'], [(14, 12), (8, 6), (9, 12)], [False, True, False, True], 36, False, [False, False, False, False], 4858, 'North', (17, 7))
Element 33: (3, (17, 7), ['', '', '%', ''], [(13, 12), (7, 6), (10, 12)], [False, False, True, False], 34, False, [False, False, False, False], 4867, 'East', (18, 7))
Element 34: (3, (18, 7), ['', '%', '%', '%'], [(13, 11), (7, 5), (11, 12)], [False, True, True, True], 32, False, [False, False, False, False], 4876, 'West', (17, 7))
Element 35: (3, (17, 7), ['', '', '%', ''], [(12, 11), (6, 5), (12, 12)], [False, False, True, False], 30, False, [False, False, False, False], 4885, 'West', (16, 7))
Element 36: #1#
