Element 1: (3, (11, 2), ['G', '.', '.', '.'], [(10, 3), (3, 9), (10, 2)], [False, False, False, False], 98, False, [False, True, True, True], 29, 'East', (12, 2))
Element 2: (3, (12, 2), ['G', '.', '.', '.'], [(11, 3), (4, 9), (11, 2)], [False, False, False, False], 96, False, [False, True, True, True], 58, 'East', (13, 2))
Element 3: (3, (13, 2), ['', '.', '%', '.'], [(12, 3), (5, 9), (11, 1)], [False, False, True, False], 94, False, [False, True, False, True], 97, 'East', (14, 2))
Element 4: (3, (14, 2), ['', '.', '%', '.'], [(12, 2), (5, 10), (12, 1)], [False, False, True, False], 92, False, [False, True, False, True], 126, 'East', (15, 2))
Element 5: (3, (15, 2), ['', '.', '%', '%'], [(13, 2), (6, 10), (13, 1)], [False, False, True, True], 90, False, [False, True, False, False], 155, 'South', (15, 1))
Element 6: (3, (15, 1), ['G', '%', '', '%'], [(14, 2), (7, 10), (14, 1)], [False, True, False, True], 88, False, [False, False, False, False], 184, 'North', (15, 2))
Element 7: (3, (15, 2), ['', 'G', '%', '%'], [(13, 2), (8, 10), (15, 1)], [False, False, True, True], 86, False, [False, False, False, False], 193, 'West', (14, 2))
Element 8: (3, (14, 2), ['', '', '%', 'G'], [(12, 2), (8, 11), (15, 2)], [False, False, True, False], 84, False, [False, False, False, False], 1192, 'South', (14, 1))
Element 9: (3, (14, 1), ['', '%', 'G', ''], [(11, 2), (9, 11), (14, 2)], [False, True, False, False], 82, False, [False, False, False, False], 1201, 'West', (13, 1))
Element 10: (3, (13, 1), ['', '%', 'G', ''], [(11, 1), (9, 12), (13, 2)], [False, True, False, False], 80, False, [False, False, False, False], 2200, 'West', (12, 1))
Element 11: (3, (12, 1), ['', '%', 'G', ''], [(11, 2), (10, 12), (12, 2)], [False, True, False, False], 78, False, [False, False, False, False], 2209, 'West', (11, 1))
Element 12: (3, (11, 1), ['%', '%', '', ''], [(10, 2), (11, 12), (12, 3)], [True, True, False, False], 76, False, [False, False, False, False], 2218, 'East', (12, 1))
Element 13: (3, (12, 1), ['', '%', '', ''], [(9, 2), (12, 12), (11, 3)], [False, True, False, False], 74, False, [False, False, False, False], 2227, 'East', (13, 1))
Element 14: (3, (13, 1), ['', '%', '', ''], [(10, 2), (13, 12), (10, 3)], [False, True, False, False], 72, False, [False, False, False, False], 2236, 'East', (14, 1))
Element 15: (3, (14, 1), ['', '%', '', ''], [(11, 2), (14, 12), (9, 3)], [False, True, False, False], 70, False, [False, False, False, False], 2245, 'North', (14, 2))
Element 16: (3, (14, 2), ['', '', '%', ''], [(12, 2), (15, 12), (10, 3)], [False, False, True, False], 68, False, [False, False, False, False], 2254, 'West', (13, 2))
Element 17: (3, (13, 2), ['', '', '%', ''], [(12, 3), (16, 12), (11, 3)], [False, False, True, False], 66, False, [False, False, False, False], 2263, 'South', (13, 1))
Element 18: (3, (13, 1), ['', '%', '', ''], [(12, 2), (16, 13), (12, 3)], [False, True, False, False], 64, False, [False, False, False, False], 2272, 'North', (13, 2))
Element 19: (3, (13, 2), ['G', '', '%', ''], [(12, 3), (15, 13), (12, 2)], [False, False, True, False], 62, False, [False, False, False, False], 2281, 'South', (13, 1))
Element 20: (3, (13, 1), ['', '%', 'G', ''], [(11, 3), (14, 13), (13, 2)], [False, True, False, False], 60, False, [False, False, False, False], 2290, 'North', (13, 2))
Element 21: (3, (13, 2), ['', '', '%', 'G'], [(11, 3), (13, 13), (14, 2)], [False, False, True, False], 58, False, [False, False, False, False], 2299, 'West', (12, 2))
Element 22: (3, (12, 2), ['', '', 'G', ''], [(12, 3), (12, 13), (15, 2)], [False, False, False, False], 56, False, [False, False, False, False], 2308, 'South', (12, 1))
Element 23: (3, (12, 1), ['', '%', 'G', ''], [(12, 2), (13, 13), (15, 1)], [False, True, False, False], 54, False, [False, False, False, False], 2307, 'West', (11, 1))
Element 24: (3, (11, 1), ['%', '%', '', ''], [(13, 2), (14, 13), (14, 1)], [True, True, False, False], 52, False, [False, False, False, False], 2306, 'North', (11, 2))
Element 25: (3, (11, 2), ['', '', '', ''], [(14, 2), (15, 13), (13, 1)], [False, False, False, False], 50, False, [False, False, False, False], 2305, 'North', (11, 3))
Element 26: (3, (11, 3), ['', '', '%', ''], [(15, 2), (16, 13), (14, 1)], [False, False, True, False], 48, False, [False, False, False, False], 2304, 'East', (12, 3))
Element 27: (3, (12, 3), ['', '', '%', '%'], [(15, 1), (16, 12), (13, 1)], [False, False, True, True], 46, False, [False, False, False, False], 2303, 'West', (11, 3))
Element 28: (3, (11, 3), ['', '', '%', ''], [(14, 1), (16, 11), (13, 2)], [False, False, True, False], 44, False, [False, False, False, False], 2312, 'West', (10, 3))
Element 29: (3, (10, 3), ['', '', '%', ''], [(13, 1), (17, 11), (12, 2)], [False, False, True, False], 42, False, [False, False, False, False], 2321, 'South', (10, 2))
Element 30: (3, (10, 2), ['', '%', '', 'G'], [(12, 1), (18, 11), (11, 2)], [False, True, False, False], 40, False, [False, False, False, False], 2330, 'West', (9, 2))
Element 31: (3, (9, 2), ['%', '%', '', ''], [(11, 1), (17, 11), (12, 2)], [True, True, False, False], 38, False, [False, False, False, False], 2329, 'North', (9, 3))
Element 32: (3, (9, 3), ['%', '', '%', ''], [(11, 2), (17, 10), (12, 1)], [True, False, True, False], 36, False, [False, False, False, False], 2338, 'South', (9, 2))
Element 33: (3, (9, 2), ['%', '%', '', 'G'], [(10, 2), (17, 9), (11, 1)], [True, True, False, False], 34, False, [False, False, False, False], 2347, 'North', (9, 3))
Element 34: (3, (9, 3), ['%', '', '%', 'G'], [(10, 3), (18, 9), (11, 2)], [True, False, True, False], 32, False, [False, False, False, False], 2356, 'South', (9, 2))
Element 35: (3, (9, 2), ['%', '%', 'G', ''], [(9, 3), (17, 9), (12, 2)], [True, True, False, False], 30, False, [False, False, False, False], 2355, 'East', (10, 2))
Element 36: (3, (10, 2), ['G', '%', '', 'G'], [(9, 2), (16, 9), (11, 2)], [False, True, False, False], 28, False, [False, False, False, False], 2364, 'North', (10, 3))
Element 37: (3, (10, 3), ['G', '', '%', 'G'], [(9, 3), (15, 9), (11, 3)], [False, False, True, False], 26, False, [False, False, False, False], 2373, 'South', (10, 2))
Element 38: (3, (10, 2), ['', '%', 'G', 'G'], [(10, 3), (15, 10), (11, 2)], [False, True, False, False], 24, False, [False, False, False, False], 2382, 'West', (9, 2))
Element 39: (3, (9, 2), ['%', '%', '', 'G'], [(10, 2), (14, 10), (11, 1)], [True, True, False, False], 22, False, [False, False, False, False], 2391, 'North', (9, 3))
Element 40: (3, (9, 3), ['%', 'G', '%', ''], [(9, 2), (14, 9), (11, 2)], [True, False, True, False], 20, False, [False, False, False, False], 2400, 'East', (10, 3))
Element 41: (3, (10, 3), ['', 'G', '%', ''], [(10, 2), (14, 8), (11, 1)], [False, False, True, False], 18, False, [False, False, False, False], 2409, 'Stop', (10, 3))
Element 42: (3, (10, 3), ['', '', '%', ''], [(11, 2), (14, 7), (11, 2)], [False, False, True, False], 16, False, [False, False, False, False], 2418, 'East', (11, 3))
Element 43: (3, (11, 3), ['', '', '%', ''], [(11, 1), (15, 7), (11, 3)], [False, False, True, False], 14, False, [False, False, False, False], 2427, 'East', (12, 3))
Element 44: (3, (12, 3), ['', '', '%', '%'], [(12, 1), (16, 7), (11, 2)], [False, False, True, True], 12, False, [False, False, False, False], 2436, 'South', (12, 2))
Element 45: (3, (12, 2), ['G', '', '', ''], [(13, 1), (17, 7), (11, 2)], [False, False, False, False], 10, False, [False, False, False, False], 2445, 'East', (13, 2))
Element 46: (3, (13, 2), ['G', '', '%', ''], [(14, 1), (18, 7), (12, 2)], [False, False, True, False], 8, False, [False, False, False, False], 2454, 'East', (14, 2))
Element 47: (3, (14, 2), ['G', '', '%', ''], [(15, 1), (17, 7), (13, 2)], [False, False, True, False], 6, False, [False, False, False, False], 2453, 'East', (15, 2))
Element 48: (3, (15, 2), ['G', '', '%', '%'], [(14, 1), (17, 6), (14, 2)], [False, False, True, True], 4, False, [False, False, False, False], 2462, 'South', (15, 1))
Element 49: (3, (15, 1), ['', '%', 'G', '%'], [(13, 1), (16, 6), (15, 2)], [False, True, False, True], 2, False, [False, False, False, False], 2471, 'West', (14, 1))
Element 50: (3, (14, 1), ['G', '%', '', ''], [(13, 1), (16, 6), (15, 2)], [False, True, False, False], 0, False, [False, False, False, False], 2470, 'Stop', (14, 1))
Element 51: #0#
