Element 1: (3, (9, 8), ['.', '.', '%', 'F'], [(6, 11), (3, 7), (9, 6)], [False, False, True, False], 98, False, [True, True, False, False], 29, 'East', (10, 8))
Element 2: (3, (10, 8), ['', '.', '%', '%'], [(7, 11), (4, 7), (10, 6)], [False, False, True, True], 96, False, [False, True, False, False], 1058, 'South', (10, 7))
Element 3: (3, (10, 7), ['.', '', '', '.'], [(8, 11), (4, 8), (11, 6)], [False, False, False, False], 94, False, [True, False, False, True], 2087, 'East', (11, 7))
Element 4: (3, (11, 7), ['', '', '%', '.'], [(9, 11), (5, 8), (12, 6)], [False, False, True, False], 92, False, [False, False, False, True], 2126, 'East', (12, 7))
Element 5: (3, (12, 7), ['', '', '.', '.'], [(9, 12), (6, 8), (13, 6)], [False, False, False, False], 90, False, [False, False, True, True], 4145, 'East', (13, 7))
Element 6: (3, (13, 7), ['', '', '.', '.'], [(10, 12), (7, 8), (14, 6)], [False, False, False, False], 88, False, [False, False, True, True], 4184, 'East', (14, 7))
Element 7: (3, (14, 7), ['', '', '.', '.'], [(11, 12), (8, 8), (15, 6)], [False, False, False, False], 86, False, [False, False, True, True], 4223, 'East', (15, 7))
Element 8: (3, (15, 7), ['', '', '%', '.'], [(12, 12), (9, 8), (16, 6)], [False, False, True, False], 84, False, [False, False, False, True], 4252, 'East', (16, 7))
Element 9: (3, (16, 7), ['', '', '%', '.'], [(13, 12), (9, 7), (17, 6)], [False, False, True, False], 82, False, [False, False, False, True], 4291, 'East', (17, 7))
Element 10: (3, (17, 7), ['', '', '%', '.'], [(14, 12), (10, 7), (16, 6)], [False, False, True, False], 80, False, [False, False, False, True], 4310, 'East', (18, 7))
Element 11: (3, (18, 7), ['', '%', '%', '%'], [(15, 12), (11, 7), (15, 6)], [False, True, True, True], 78, False, [False, False, False, False], 4329, 'West', (17, 7))
Element 12: (3, (17, 7), ['', '', '%', ''], [(16, 12), (12, 7), (14, 6)], [False, False, True, False], 76, False, [False, False, False, False], 4338, 'South', (17, 6))
Element 13: (3, (17, 6), ['', '%', '', '%'], [(16, 13), (12, 8), (13, 6)], [False, True, False, True], 74, False, [False, False, False, False], 4357, 'West', (16, 6))
Element 14: (3, (16, 6), ['', '%', '', ''], [(15, 13), (13, 8), (13, 5)], [False, True, False, False], 72, False, [False, False, False, False], 4386, 'West', (15, 6))
Element 15: (3, (15, 6), ['', '%', '', ''], [(14, 13), (14, 8), (12, 5)], [False, True, False, False], 70, False, [False, False, False, False], 4415, 'West', (14, 6))
Element 16: (3, (14, 6), ['', '%', '', ''], [(13, 13), (14, 9), (11, 5)], [False, True, False, False], 68, False, [False, False, False, False], 4444, 'West', (13, 6))
Element 17: (3, (13, 6), ['', '', '', ''], [(12, 13), (15, 9), (10, 5)], [False, False, False, False], 66, False, [False, False, False, False], 4473, 'South', (13, 5))
Element 18: (3, (13, 5), ['', '%', '', '%'], [(13, 13), (16, 9), (9, 5)], [False, True, False, True], 64, False, [False, False, False, False], 4492, 'West', (12, 5))
Element 19: (3, (12, 5), ['', '%', '', ''], [(14, 13), (17, 9), (8, 5)], [False, True, False, False], 62, False, [False, False, False, False], 4511, 'North', (12, 6))
Element 20: (3, (12, 6), ['', '', '', ''], [(15, 13), (18, 9), (7, 5)], [False, False, False, False], 60, False, [False, False, False, False], 4530, 'West', (11, 6))
Element 21: (3, (11, 6), ['', '', '', ''], [(16, 13), (17, 9), (7, 6)], [False, False, False, False], 58, False, [False, False, False, False], 4539, 'South', (11, 5))
Element 22: (3, (11, 5), ['', '%', '', ''], [(16, 12), (17, 10), (6, 6)], [False, True, False, False], 56, False, [False, False, False, False], 4558, 'West', (10, 5))
Element 23: (3, (10, 5), ['', '%', '', ''], [(16, 11), (17, 11), (6, 5)], [False, True, False, False], 54, False, [False, False, False, False], 4587, 'North', (10, 6))
Element 24: #1#
