Element 1: (1, (7, 11), ['.', '.', '%', 'F'], [(11, 10), (15, 10), (17, 11)], [False, False, True, False], 98, False, [True, True, False, False], 9, 'East', (8, 11))
Element 2: (1, (8, 11), ['', '.', '%', '.'], [(12, 10), (15, 9), (18, 11)], [False, False, True, False], 96, False, [False, True, False, True], 1038, 'East', (9, 11))
Element 3: (1, (9, 11), ['', '.', 'F', '.'], [(13, 10), (16, 9), (17, 11)], [False, False, False, False], 94, False, [False, True, False, True], 1067, 'North', (9, 12))
Element 4: (1, (9, 12), ['%', '', '%', '.'], [(14, 10), (17, 9), (17, 10)], [True, False, True, False], 92, False, [False, False, False, True], 2096, 'East', (10, 12))
Element 5: (1, (10, 12), ['', '.', '%', '.'], [(14, 9), (18, 9), (17, 9)], [False, False, True, False], 90, False, [False, True, False, True], 2125, 'East', (11, 12))
Element 6: (1, (11, 12), ['', '.', '%', '.'], [(14, 8), (18, 9), (16, 9)], [False, False, True, False], 88, False, [False, True, False, True], 2144, 'East', (12, 12))
Element 7: (1, (12, 12), ['', '.', '.', '.'], [(14, 7), (17, 9), (15, 9)], [False, False, False, False], 86, False, [False, True, True, True], 2163, 'East', (13, 12))
Element 8: (1, (13, 12), ['', '.', '.', '.'], [(15, 7), (16, 9), (15, 10)], [False, False, False, False], 84, False, [False, True, True, True], 2182, 'East', (14, 12))
Element 9: (1, (14, 12), ['', '%', '.', '.'], [(16, 7), (15, 9), (14, 10)], [False, True, False, False], 82, False, [False, False, True, True], 2201, 'East', (15, 12))
Element 10: (1, (15, 12), ['', '%', '.', '.'], [(17, 7), (15, 9), (14, 9)], [False, True, False, False], 80, False, [False, False, True, True], 2220, 'East', (16, 12))
Element 11: (1, (16, 12), ['', '.', '.', '%'], [(18, 7), (15, 10), (13, 9)], [False, False, False, True], 78, False, [False, True, True, False], 2249, 'North', (16, 13))
Element 12: (1, (16, 13), ['.', '', '%', '%'], [(17, 7), (14, 10), (13, 8)], [False, False, True, True], 76, False, [True, False, False, False], 2268, 'West', (15, 13))
Element 13: (1, (15, 13), ['.', '', '%', ''], [(17, 6), (14, 9), (13, 7)], [False, False, True, False], 74, False, [True, False, False, False], 2297, 'West', (14, 13))
Element 14: (1, (14, 13), ['.', '', '%', ''], [(16, 6), (14, 8), (13, 6)], [False, False, True, False], 72, False, [True, False, False, False], 2326, 'West', (13, 13))
Element 15: (1, (13, 13), ['.', '', '%', ''], [(15, 6), (14, 7), (14, 6)], [False, False, True, False], 70, False, [True, False, False, False], 2355, 'West', (12, 13))
Element 16: (1, (12, 13), ['%', '', '%', ''], [(14, 6), (15, 7), (14, 7)], [True, False, True, False], 68, False, [False, False, False, False], 2364, 'East', (13, 13))
Element 17: (1, (13, 13), ['', '', '%', ''], [(13, 6), (16, 7), (15, 7)], [False, False, True, False], 66, False, [False, False, False, False], 2363, 'East', (14, 13))
Element 18: (1, (14, 13), ['', '', '%', ''], [(13, 5), (17, 7), (16, 7)], [False, False, True, False], 64, False, [False, False, False, False], 2372, 'East', (15, 13))
Element 19: (1, (15, 13), ['', '', '%', ''], [(12, 5), (18, 7), (17, 7)], [False, False, True, False], 62, False, [False, False, False, False], 2381, 'East', (16, 13))
Element 20: (1, (16, 13), ['', '', '%', '%'], [(12, 6), (18, 7), (17, 6)], [False, False, True, True], 60, False, [False, False, False, False], 2390, 'South', (16, 12))
Element 21: (1, (16, 12), ['', '.', '', '%'], [(12, 7), (17, 7), (16, 6)], [False, False, False, True], 58, False, [False, True, False, False], 2399, 'South', (16, 11))
Element 22: (1, (16, 11), ['%', '%', '', ''], [(12, 8), (17, 7), (15, 6)], [True, True, False, False], 56, False, [False, False, False, False], 2418, 'East', (17, 11))
Element 23: (1, (17, 11), ['', '', '%', ''], [(12, 9), (16, 7), (16, 6)], [False, False, True, False], 54, False, [False, False, False, False], 2427, 'East', (18, 11))
Element 24: (1, (18, 11), ['', '%', '%', '%'], [(11, 9), (15, 7), (17, 6)], [False, True, True, True], 52, False, [False, False, False, False], 2436, 'West', (17, 11))
Element 25: (1, (17, 11), ['', '', '%', ''], [(12, 9), (16, 7), (17, 7)], [False, False, True, False], 50, False, [False, False, False, False], 2435, 'South', (17, 10))
Element 26: (1, (17, 10), ['%', '', '', '%'], [(13, 9), (15, 7), (16, 7)], [True, False, False, True], 48, False, [False, False, False, False], 2434, 'South', (17, 9))
Element 27: (1, (17, 9), ['', '%', '', ''], [(13, 8), (15, 6), (16, 6)], [False, True, False, False], 46, False, [False, False, False, False], 2433, 'East', (18, 9))
Element 28: (1, (18, 9), ['', '%', '%', '%'], [(13, 7), (14, 6), (16, 7)], [False, True, True, True], 44, False, [False, False, False, False], 2432, 'West', (17, 9))
