Element 1: (0, (12, 11), ['.', '.', 'G', '.'], [(8, 6), (9, 8), (12, 12)], [False, False, False, False], 98, False, [True, True, False, True], 0, 'East', (13, 11))
Element 2: (0, (13, 11), ['', '.', 'G', '%'], [(9, 6), (10, 8), (13, 12)], [False, False, False, True], 96, False, [False, True, False, False], 1029, 'South', (13, 10))
Element 3: (0, (13, 10), ['.', '.', '', '.'], [(10, 6), (10, 7), (14, 12)], [False, False, False, False], 94, False, [True, True, False, True], 1068, 'East', (14, 10))
Element 4: (0, (14, 10), ['', '.', '%', '.'], [(11, 6), (11, 7), (15, 12)], [False, False, True, False], 92, False, [False, True, False, True], 1107, 'East', (15, 10))
Element 5: (0, (15, 10), ['', '.', '%', '%'], [(12, 6), (12, 7), (16, 12)], [False, False, True, True], 90, False, [False, True, False, False], 1146, 'South', (15, 9))
Element 6: (0, (15, 9), ['.', '%', '', '.'], [(13, 6), (13, 7), (16, 13)], [False, True, False, False], 88, False, [True, False, False, True], 1185, 'East', (16, 9))
Element 7: (0, (16, 9), ['', '%', '%', '.'], [(14, 6), (14, 7), (15, 13)], [False, True, True, False], 86, False, [False, False, False, True], 1224, 'East', (17, 9))
Element 8: (0, (17, 9), ['', '%', '.', '.'], [(15, 6), (15, 7), (14, 13)], [False, True, False, False], 84, False, [False, False, True, True], 1263, 'East', (18, 9))
Element 9: (0, (18, 9), ['', '%', '%', '%'], [(16, 6), (16, 7), (13, 13)], [False, True, True, True], 82, False, [False, False, False, False], 1302, 'West', (17, 9))
Element 10: (0, (17, 9), ['', '%', '.', ''], [(17, 6), (17, 7), (12, 13)], [False, True, False, False], 80, False, [False, False, True, False], 1331, 'North', (17, 10))
Element 11: (0, (17, 10), ['%', '', '.', '%'], [(16, 6), (18, 7), (13, 13)], [True, False, False, True], 78, False, [False, False, True, False], 1350, 'North', (17, 11))
Element 12: (0, (17, 11), ['.', '', '%', '.'], [(15, 6), (17, 7), (14, 13)], [False, False, True, False], 76, False, [True, False, False, True], 1359, 'East', (18, 11))
Element 13: (0, (18, 11), ['', '%', '%', '%'], [(14, 6), (17, 6), (15, 13)], [False, True, True, True], 74, False, [False, False, False, False], 1368, 'West', (17, 11))
Element 14: (0, (17, 11), ['.', '', '%', ''], [(13, 6), (16, 6), (16, 13)], [False, False, True, False], 72, False, [True, False, False, False], 1367, 'West', (16, 11))
Element 15: (0, (16, 11), ['%', '%', 'G', ''], [(13, 5), (15, 6), (16, 12)], [True, True, False, False], 70, False, [False, False, False, False], 1386, 'East', (17, 11))
Element 16: (0, (17, 11), ['G', '', '%', ''], [(12, 5), (14, 6), (16, 11)], [False, False, True, False], 68, False, [False, False, False, False], 1395, 'South', (17, 10))
Element 17: (0, (17, 10), ['%', '', 'G', '%'], [(11, 5), (13, 6), (17, 11)], [True, False, False, True], 66, False, [False, False, False, False], 1404, 'South', (17, 9))
Element 18: (0, (17, 9), ['', '%', '', ''], [(10, 5), (13, 5), (18, 11)], [False, True, False, False], 64, False, [False, False, False, False], 1413, 'West', (16, 9))
Element 19: (0, (16, 9), ['', '%', '%', ''], [(9, 5), (12, 5), (17, 11)], [False, True, True, False], 62, False, [False, False, False, False], 1422, 'West', (15, 9))
