Element 1: (2, (8, 10), ['.', '%', 'F', '.'], [(2, 2), (3, 10), (12, 13)], [False, True, False, False], 98, False, [True, False, False, True], 19, 'North', (8, 11))
Element 2: (2, (8, 11), ['.', '', '%', '.'], [(3, 2), (4, 10), (13, 13)], [False, False, True, False], 96, False, [True, False, False, True], 1048, 'East', (9, 11))
Element 3: (2, (9, 11), ['', '.', 'F', '.'], [(4, 2), (5, 10), (14, 13)], [False, False, False, False], 94, False, [False, True, False, True], 1087, 'North', (9, 12))
Element 4: (2, (9, 12), ['%', '', '%', '.'], [(5, 2), (6, 10), (15, 13)], [True, False, True, False], 92, False, [False, False, False, True], 2116, 'East', (10, 12))
Element 5: (2, (10, 12), ['', '.', '%', '.'], [(6, 2), (7, 10), (16, 13)], [False, False, True, False], 90, False, [False, True, False, True], 2155, 'East', (11, 12))
Element 6: (2, (11, 12), ['', '.', '%', '.'], [(6, 3), (7, 11), (16, 12)], [False, False, True, False], 88, False, [False, True, False, True], 2194, 'East', (12, 12))
Element 7: (2, (12, 12), ['', '.', '', '.'], [(6, 4), (6, 11), (16, 11)], [False, False, False, False], 86, False, [False, True, False, True], 3223, 'East', (13, 12))
Element 8: (2, (13, 12), ['', '.', '', '.'], [(6, 5), (6, 12), (17, 11)], [False, False, False, False], 84, False, [False, True, False, True], 3262, 'East', (14, 12))
Element 9: (2, (14, 12), ['', '%', '', '.'], [(7, 5), (5, 12), (18, 11)], [False, True, False, False], 82, False, [False, False, False, True], 3301, 'East', (15, 12))
Element 10: (2, (15, 12), ['', '%', '', ''], [(8, 5), (5, 13), (17, 11)], [False, True, False, False], 80, False, [False, False, False, False], 3330, 'East', (16, 12))
Element 11: (2, (16, 12), ['', '', '', '%'], [(9, 5), (4, 13), (17, 10)], [False, False, False, True], 78, False, [False, False, False, False], 3359, 'North', (16, 13))
Element 12: (2, (16, 13), ['', '', '%', '%'], [(10, 5), (3, 13), (17, 9)], [False, False, True, True], 76, False, [False, False, False, False], 3388, 'West', (15, 13))
Element 13: (2, (15, 13), ['', '', '%', ''], [(11, 5), (2, 13), (18, 9)], [False, False, True, False], 74, False, [False, False, False, False], 3417, 'West', (14, 13))
Element 14: (2, (14, 13), ['', '', '%', ''], [(12, 5), (1, 13), (17, 9)], [False, False, True, False], 72, False, [False, False, False, False], 3436, 'West', (13, 13))
Element 15: (2, (13, 13), ['', '', '%', ''], [(13, 5), (2, 13), (16, 9)], [False, False, True, False], 70, False, [False, False, False, False], 3455, 'West', (12, 13))
Element 16: (2, (12, 13), ['%', '', '%', ''], [(13, 6), (3, 13), (15, 9)], [True, False, True, False], 68, False, [False, False, False, False], 3474, 'East', (13, 13))
