Element 1: (2, (8, 10), ['.', '%', 'F', '.'], [(2, 2), (3, 10), (12, 13)], [False, True, False, False], 98, False, [True, False, False, True], 19, 'North', (8, 11))
Element 17: (2, (13, 13), ['', '', '%', ''], [(14, 6), (4, 13), (15, 10)], [False, False, True, False], 66, False, [False, False, False, False], 3493, 'East', (14, 13))
Element 18: (2, (14, 13), ['', '', '%', ''], [(15, 6), (5, 13), (14, 10)], [False, False, True, False], 64, False, [False, False, False, False], 3512, 'East', (15, 13))
Element 19: (2, (15, 13), ['', '', '%', ''], [(16, 6), (5, 12), (14, 9)], [False, False, True, False], 62, False, [False, False, False, False], 3531, 'East', (16, 13))
Element 20: (2, (16, 13), ['', '', '%', '%'], [(17, 6), (5, 11), (14, 8)], [False, False, True, True], 60, False, [False, False, False, False], 3560, 'South', (16, 12))
Element 21: (2, (16, 12), ['', '', '', '%'], [(17, 7), (4, 11), (14, 7)], [False, False, False, True], 58, False, [False, False, False, False], 3589, 'South', (16, 11))
Element 22: (2, (16, 11), ['%', '%', '', ''], [(18, 7), (3, 11), (15, 7)], [True, True, False, False], 56, False, [False, False, False, False], 3618, 'East', (17, 11))
Element 23: (2, (17, 11), ['', '', '%', ''], [(17, 7), (2, 11), (16, 7)], [False, False, True, False], 54, False, [False, False, False, False], 3637, 'East', (18, 11))
Element 24: (2, (18, 11), ['', '%', '%', '%'], [(16, 7), (3, 11), (16, 6)], [False, True, True, True], 52, False, [False, False, False, False], 3636, 'West', (17, 11))
Element 25: (2, (17, 11), ['', '', '%', ''], [(15, 7), (4, 11), (17, 6)], [False, False, True, False], 50, False, [False, False, False, False], 3635, 'South', (17, 10))
Element 26: (2, (17, 10), ['%', '', '', '%'], [(14, 7), (5, 11), (17, 7)], [True, False, False, True], 48, False, [False, False, False, False], 3634, 'South', (17, 9))
Element 27: (2, (17, 9), ['', '%', '', ''], [(13, 7), (5, 12), (18, 7)], [False, True, False, False], 46, False, [False, False, False, False], 3643, 'East', (18, 9))
Element 28: (2, (18, 9), ['', '%', '%', '%'], [(13, 8), (6, 12), (17, 7)], [False, True, True, True], 44, False, [False, False, False, False], 3652, 'West', (17, 9))
Element 29: (2, (17, 9), ['', '%', '', ''], [(13, 9), (6, 11), (17, 6)], [False, True, False, False], 42, False, [False, False, False, False], 3661, 'West', (16, 9))
Element 30: (2, (16, 9), ['', '%', '%', ''], [(13, 10), (5, 11), (16, 6)], [False, True, True, False], 40, False, [False, False, False, False], 3670, 'West', (15, 9))
Element 31: (2, (15, 9), ['', '%', '', ''], [(13, 11), (6, 11), (15, 6)], [False, True, False, False], 38, False, [False, False, False, False], 3679, 'North', (15, 10))
Element 32: (2, (15, 10), ['', '', '%', '%'], [(12, 11), (7, 11), (14, 6)], [False, False, True, True], 36, False, [False, False, False, False], 3688, 'West', (14, 10))
Element 33: (2, (14, 10), ['', '', '%', ''], [(12, 10), (8, 11), (13, 6)], [False, False, True, False], 34, False, [False, False, False, False], 3697, 'South', (14, 9))
Element 34: (2, (14, 9), ['', '', '', ''], [(12, 9), (9, 11), (12, 6)], [False, False, False, False], 32, False, [False, False, False, False], 3716, 'South', (14, 8))
Element 35: (2, (14, 8), ['', '', '', '%'], [(12, 8), (10, 11), (12, 7)], [False, False, False, True], 30, False, [False, False, False, False], 3745, 'South', (14, 7))
Element 36: (2, (14, 7), ['', '', '', ''], [(12, 7), (11, 11), (11, 7)], [False, False, False, False], 28, False, [False, False, False, False], 3764, 'East', (15, 7))
Element 37: (2, (15, 7), ['', '', '%', ''], [(12, 6), (11, 10), (11, 6)], [False, False, True, False], 26, False, [False, False, False, False], 3783, 'East', (16, 7))
Element 38: (2, (16, 7), ['', '', '%', ''], [(11, 6), (11, 9), (10, 6)], [False, False, True, False], 24, False, [False, False, False, False], 3802, 'East', (17, 7))
Element 39: (2, (17, 7), ['', '', '%', ''], [(11, 7), (12, 9), (10, 7)], [False, False, True, False], 22, False, [False, False, False, False], 3811, 'East', (18, 7))
Element 40: (2, (18, 7), ['', '%', '%', '%'], [(10, 7), (13, 9), (10, 8)], [False, True, True, True], 20, False, [False, False, False, False], 4810, 'West', (17, 7))
Element 41: (2, (17, 7), ['', '', '%', ''], [(9, 7), (14, 9), (9, 8)], [False, False, True, False], 18, False, [False, False, False, False], 4829, 'South', (17, 6))
Element 42: (2, (17, 6), ['', '%', '', '%'], [(9, 6), (15, 9), (8, 8)], [False, True, False, True], 16, False, [False, False, False, False], 4848, 'West', (16, 6))
Element 43: (2, (16, 6), ['', '%', '', ''], [(8, 6), (16, 9), (7, 8)], [False, True, False, False], 14, False, [False, False, False, False], 4867, 'West', (15, 6))
Element 44: #1#
