Element 1: (2, (6, 11), ['.', '', '.', '.'], [(16, 12), (7, 10), (16, 9)], [False, False, False, False], 98, False, [True, False, True, True], 19, 'East', (7, 11))
Element 18: (2, (13, 13), ['', '', '%', ''], [(9, 10), (17, 7), (13, 11)], [False, False, True, False], 64, False, [False, False, False, False], 2382, 'West', (12, 13))
Element 19: (2, (12, 13), ['%', '', '%', ''], [(10, 10), (17, 6), (13, 10)], [True, False, True, False], 62, False, [False, False, False, False], 2391, 'East', (13, 13))
Element 20: (2, (13, 13), ['', '', '%', ''], [(11, 10), (16, 6), (13, 9)], [False, False, True, False], 60, False, [False, False, False, False], 2410, 'East', (14, 13))
Element 21: (2, (14, 13), ['', '', '%', ''], [(11, 9), (15, 6), (13, 8)], [False, False, True, False], 58, False, [False, False, False, False], 2439, 'East', (15, 13))
Element 22: (2, (15, 13), ['', '', '%', ''], [(12, 9), (14, 6), (13, 7)], [False, False, True, False], 56, False, [False, False, False, False], 2468, 'East', (16, 13))
Element 23: (2, (16, 13), ['', '', '%', '%'], [(12, 8), (15, 6), (13, 6)], [False, False, True, True], 54, False, [False, False, False, False], 2487, 'South', (16, 12))
Element 24: (2, (16, 12), ['', '', '', '%'], [(12, 7), (16, 6), (13, 5)], [False, False, False, True], 52, False, [False, False, False, False], 2506, 'South', (16, 11))
Element 25: (2, (16, 11), ['%', '%', '', ''], [(12, 6), (17, 6), (12, 5)], [True, True, False, False], 50, False, [False, False, False, False], 2525, 'East', (17, 11))
Element 26: (2, (17, 11), ['', '', '%', ''], [(11, 6), (17, 7), (11, 5)], [False, False, True, False], 48, False, [False, False, False, False], 2544, 'East', (18, 11))
Element 27: (2, (18, 11), ['', '%', '%', '%'], [(11, 7), (16, 7), (10, 5)], [False, True, True, True], 46, False, [False, False, False, False], 2563, 'West', (17, 11))
Element 28: (2, (17, 11), ['', '', '%', ''], [(10, 7), (16, 6), (10, 6)], [False, False, True, False], 44, False, [False, False, False, False], 2582, 'South', (17, 10))
Element 29: (2, (17, 10), ['%', '', '', '%'], [(10, 8), (16, 7), (9, 6)], [True, False, False, True], 42, False, [False, False, False, False], 3591, 'South', (17, 9))
Element 30: (2, (17, 9), ['', '%', '', ''], [(9, 8), (15, 7), (9, 7)], [False, True, False, False], 40, False, [False, False, False, False], 3610, 'East', (18, 9))
Element 31: (2, (18, 9), ['', '%', '%', '%'], [(8, 8), (15, 6), (10, 7)], [False, True, True, True], 38, False, [False, False, False, False], 3619, 'West', (17, 9))
Element 32: (2, (17, 9), ['', '%', '', ''], [(7, 8), (15, 7), (11, 7)], [False, True, False, False], 36, False, [False, False, False, False], 3628, 'West', (16, 9))
Element 33: (2, (16, 9), ['', '%', '%', ''], [(6, 8), (14, 7), (12, 7)], [False, True, True, False], 34, False, [False, False, False, False], 4627, 'West', (15, 9))
Element 34: (2, (15, 9), ['', '%', '', ''], [(5, 8), (14, 6), (12, 8)], [False, True, False, False], 32, False, [False, False, False, False], 4636, 'North', (15, 10))
Element 35: (2, (15, 10), ['', '', '%', '%'], [(5, 9), (14, 7), (12, 9)], [False, False, True, True], 30, False, [False, False, False, False], 4645, 'West', (14, 10))
Element 36: (2, (14, 10), ['', '', '%', ''], [(5, 10), (13, 7), (12, 10)], [False, False, True, False], 28, False, [False, False, False, False], 4654, 'South', (14, 9))
Element 37: (2, (14, 9), ['', '', '', ''], [(5, 11), (13, 8), (12, 11)], [False, False, False, False], 26, False, [False, False, False, False], 4663, 'South', (14, 8))
Element 38: (2, (14, 8), ['', '', '', '%'], [(5, 12), (13, 9), (12, 12)], [False, False, False, True], 24, False, [False, False, False, False], 4672, 'South', (14, 7))
Element 39: (2, (14, 7), ['', '', '', ''], [(6, 12), (12, 9), (12, 13)], [False, False, False, False], 22, False, [False, False, False, False], 4681, 'East', (15, 7))
Element 40: (2, (15, 7), ['', '', '%', ''], [(6, 11), (12, 8), (13, 13)], [False, False, True, False], 20, False, [False, False, False, False], 4680, 'East', (16, 7))
Element 41: (2, (16, 7), ['', '', '%', ''], [(7, 11), (12, 7), (12, 13)], [False, False, True, False], 18, False, [False, False, False, False], 4679, 'East', (17, 7))
Element 42: (2, (17, 7), ['', '', '%', ''], [(8, 11), (12, 6), (12, 12)], [False, False, True, False], 16, False, [False, False, False, False], 4678, 'East', (18, 7))
Element 43: (2, (18, 7), ['', '%', '%', '%'], [(8, 10), (13, 6), (11, 12)], [False, True, True, True], 14, False, [False, False, False, False], 4677, 'West', (17, 7))
Element 44: (2, (17, 7), ['', '', '%', ''], [(7, 10), (13, 5), (11, 11)], [False, False, True, False], 12, False, [False, False, False, False], 4676, 'South', (17, 6))
Element 45: (2, (17, 6), ['', '%', '', '%'], [(6, 10), (12, 5), (11, 10)], [False, True, False, True], 10, False, [False, False, False, False], 4675, 'West', (16, 6))
Element 46: (2, (16, 6), ['', '%', '', ''], [(7, 10), (11, 5), (11, 9)], [False, True, False, False], 8, False, [False, False, False, False], 4674, 'West', (15, 6))
Element 47: (2, (15, 6), ['', '%', '', ''], [(8, 10), (11, 6), (11, 10)], [False, True, False, False], 6, False, [False, False, False, False], 4673, 'West', (14, 6))
Element 48: (2, (14, 6), ['', '%', '', ''], [(8, 11), (11, 7), (10, 10)], [False, True, False, False], 4, False, [False, False, False, False], 4672, 'West', (13, 6))
Element 49: (2, (13, 6), ['', '', '', ''], [(7, 11), (10, 7), (10, 11)], [False, False, False, False], 2, False, [False, False, False, False], 4671, 'North', (13, 7))
Element 50: (2, (13, 7), ['', '', '', ''], [(7, 11), (10, 7), (10, 12)], [False, False, False, False], 0, False, [False, False, False, False], 4670, 'Stop', (13, 7))
Element 51: #0#
