Element 1: (3, (6, 11), ['.', '.', 'G', '.'], [(6, 5), (4, 10), (6, 12)], [False, False, False, False], 98, False, [True, True, False, True], 29, 'East', (7, 11))
Element 2: (3, (7, 11), ['G', '.', '%', 'F'], [(6, 4), (5, 10), (6, 11)], [False, False, True, False], 96, False, [False, True, False, False], 1048, 'East', (8, 11))
Element 3: (3, (8, 11), ['', '.', '%', '.'], [(6, 3), (6, 10), (5, 11)], [False, False, True, False], 94, False, [False, True, False, True], 2077, 'East', (9, 11))
Element 4: (3, (9, 11), ['', '.', 'F', '.'], [(6, 2), (7, 10), (4, 11)], [False, False, False, False], 92, False, [False, True, False, True], 2116, 'North', (9, 12))
Element 5: (3, (9, 12), ['%', '', '%', '.'], [(6, 1), (8, 10), (3, 11)], [True, False, True, False], 90, False, [False, False, False, True], 3145, 'East', (10, 12))
Element 6: (3, (10, 12), ['', '.', '%', '.'], [(7, 1), (9, 10), (2, 11)], [False, False, True, False], 88, False, [False, True, False, True], 3184, 'East', (11, 12))
Element 7: (3, (11, 12), ['', '.', '%', '.'], [(8, 1), (10, 10), (2, 10)], [False, False, True, False], 86, False, [False, True, False, True], 3223, 'East', (12, 12))
Element 8: (3, (12, 12), ['', '.', '.', '.'], [(7, 1), (11, 10), (2, 9)], [False, False, False, False], 84, False, [False, True, True, True], 3252, 'East', (13, 12))
Element 9: (3, (13, 12), ['', '.', '.', '.'], [(6, 1), (12, 10), (3, 9)], [False, False, False, False], 82, False, [False, True, True, True], 3281, 'East', (14, 12))
Element 10: (3, (14, 12), ['', '%', '.', '.'], [(5, 1), (13, 10), (4, 9)], [False, True, False, False], 80, False, [False, False, True, True], 3320, 'East', (15, 12))
Element 11: (3, (15, 12), ['', '%', '.', '.'], [(5, 2), (14, 10), (5, 9)], [False, True, False, False], 78, False, [False, False, True, True], 3359, 'East', (16, 12))
Element 12: (3, (16, 12), ['', '.', '.', '%'], [(5, 3), (15, 10), (5, 8)], [False, False, False, True], 76, False, [False, True, True, False], 3398, 'North', (16, 13))
Element 13: (3, (16, 13), ['.', '', '%', '%'], [(4, 3), (15, 9), (6, 8)], [False, False, True, True], 74, False, [True, False, False, False], 4427, 'West', (15, 13))
Element 14: (3, (15, 13), ['.', '', '%', ''], [(4, 2), (16, 9), (7, 8)], [False, False, True, False], 72, False, [True, False, False, False], 4466, 'West', (14, 13))
Element 15: (3, (14, 13), ['.', '', '%', ''], [(4, 1), (17, 9), (8, 8)], [False, False, True, False], 70, False, [True, False, False, False], 4505, 'West', (13, 13))
Element 16: (3, (13, 13), ['.', '', '%', ''], [(3, 1), (18, 9), (9, 8)], [False, False, True, False], 68, False, [True, False, False, False], 4544, 'West', (12, 13))
Element 17: #1#
