Element 1: (2, (7, 11), ['.', '.', '%', 'F'], [(6, 5), (5, 12), (12, 3)], [False, False, True, False], 98, False, [True, True, False, False], 19, 'East', (8, 11))
Element 2: (2, (8, 11), ['', '.', '%', '.'], [(6, 4), (6, 12), (12, 2)], [False, False, True, False], 96, False, [False, True, False, True], 2038, 'East', (9, 11))
Element 3: (2, (9, 11), ['', '.', 'F', '.'], [(6, 3), (6, 11), (13, 2)], [False, False, False, False], 94, False, [False, True, False, True], 2077, 'North', (9, 12))
Element 4: (2, (9, 12), ['%', '', '%', '.'], [(6, 2), (6, 10), (14, 2)], [True, False, True, False], 92, False, [False, False, False, True], 3106, 'East', (10, 12))
Element 5: (2, (10, 12), ['', '.', '%', '.'], [(6, 1), (7, 10), (15, 2)], [False, False, True, False], 90, False, [False, True, False, True], 3145, 'East', (11, 12))
Element 6: (2, (11, 12), ['', '.', '%', '.'], [(7, 1), (8, 10), (15, 1)], [False, False, True, False], 88, False, [False, True, False, True], 3184, 'East', (12, 12))
Element 7: (2, (12, 12), ['', '.', '.', '.'], [(8, 1), (9, 10), (14, 1)], [False, False, False, False], 86, False, [False, True, True, True], 3223, 'East', (13, 12))
Element 8: (2, (13, 12), ['', '.', '.', '.'], [(7, 1), (10, 10), (13, 1)], [False, False, False, False], 84, False, [False, True, True, True], 3252, 'East', (14, 12))
Element 9: (2, (14, 12), ['', '%', '.', '.'], [(6, 1), (11, 10), (12, 1)], [False, True, False, False], 82, False, [False, False, True, True], 3281, 'East', (15, 12))
Element 10: (2, (15, 12), ['', '%', '.', '.'], [(5, 1), (12, 10), (11, 1)], [False, True, False, False], 80, False, [False, False, True, True], 3320, 'East', (16, 12))
Element 11: (2, (16, 12), ['', '.', '.', '%'], [(5, 2), (13, 10), (11, 2)], [False, False, False, True], 78, False, [False, True, True, False], 3359, 'North', (16, 13))
Element 12: (2, (16, 13), ['.', '', '%', '%'], [(5, 3), (14, 10), (11, 3)], [False, False, True, True], 76, False, [True, False, False, False], 3398, 'West', (15, 13))
Element 13: (2, (15, 13), ['.', '', '%', ''], [(4, 3), (15, 10), (10, 3)], [False, False, True, False], 74, False, [True, False, False, False], 3437, 'West', (14, 13))
Element 14: (2, (14, 13), ['.', '', '%', ''], [(4, 2), (15, 9), (10, 2)], [False, False, True, False], 72, False, [True, False, False, False], 3476, 'West', (13, 13))
Element 15: (2, (13, 13), ['.', '', '%', ''], [(4, 1), (16, 9), (9, 2)], [False, False, True, False], 70, False, [True, False, False, False], 3515, 'West', (12, 13))
Element 16: (2, (12, 13), ['%', '', '%', ''], [(3, 1), (17, 9), (9, 3)], [True, False, True, False], 68, False, [False, False, False, False], 3554, 'East', (13, 13))
Element 17: (2, (13, 13), ['', '', '%', ''], [(3, 2), (18, 9), (9, 2)], [False, False, True, False], 66, False, [False, False, False, False], 3573, 'East', (14, 13))
Element 18: (2, (14, 13), ['', '', '%', ''], [(3, 3), (17, 9), (10, 2)], [False, False, True, False], 64, False, [False, False, False, False], 3582, 'East', (15, 13))
Element 19: (2, (15, 13), ['', '', '%', ''], [(3, 4), (17, 10), (10, 3)], [False, False, True, False], 62, False, [False, False, False, False], 3601, 'East', (16, 13))
Element 20: (2, (16, 13), ['', '', '%', '%'], [(3, 5), (17, 11), (9, 3)], [False, False, True, True], 60, False, [False, False, False, False], 3620, 'South', (16, 12))
Element 21: (2, (16, 12), ['', '.', '', '%'], [(4, 5), (18, 11), (10, 3)], [False, False, False, True], 58, False, [False, True, False, False], 3639, 'South', (16, 11))
Element 22: (2, (16, 11), ['%', '%', '', 'G'], [(4, 6), (17, 11), (11, 3)], [True, True, False, False], 56, False, [False, False, False, False], 3658, 'North', (16, 12))
Element 23: (2, (16, 12), ['', 'G', '', '%'], [(5, 6), (16, 11), (11, 2)], [False, False, False, True], 54, False, [False, False, False, False], 3667, 'West', (15, 12))
