Element 1: (3, (11, 12), ['.', '.', '%', '.'], [(5, 5), (2, 2), (4, 13)], [False, False, True, False], 98, False, [True, True, False, True], 29, 'East', (12, 12))
Element 2: (3, (12, 12), ['', '.', '.', '.'], [(6, 5), (3, 2), (5, 13)], [False, False, False, False], 96, False, [False, True, True, True], 68, 'East', (13, 12))
Element 3: (3, (13, 12), ['', '.', '.', '.'], [(6, 4), (4, 2), (5, 12)], [False, False, False, False], 94, False, [False, True, True, True], 1097, 'East', (14, 12))
Element 4: (3, (14, 12), ['', '%', '.', '.'], [(6, 3), (5, 2), (6, 12)], [False, True, False, False], 92, False, [False, False, True, True], 1136, 'East', (15, 12))
Element 5: (3, (15, 12), ['', '%', '.', '.'], [(6, 2), (5, 3), (6, 11)], [False, True, False, False], 90, False, [False, False, True, True], 1175, 'East', (16, 12))
Element 6: (3, (16, 12), ['', '.', '.', '%'], [(6, 1), (4, 3), (7, 11)], [False, False, False, True], 88, False, [False, True, True, False], 1214, 'North', (16, 13))
Element 7: (3, (16, 13), ['.', '', '%', '%'], [(7, 1), (3, 3), (8, 11)], [False, False, True, True], 86, False, [True, False, False, False], 2243, 'West', (15, 13))
Element 8: (3, (15, 13), ['.', '', '%', ''], [(8, 1), (3, 4), (9, 11)], [False, False, True, False], 84, False, [True, False, False, False], 2282, 'West', (14, 13))
Element 9: (3, (14, 13), ['.', '', '%', ''], [(7, 1), (3, 5), (9, 12)], [False, False, True, False], 82, False, [True, False, False, False], 3301, 'West', (13, 13))
Element 10: (3, (13, 13), ['.', '', '%', ''], [(6, 1), (3, 6), (10, 12)], [False, False, True, False], 80, False, [True, False, False, False], 3330, 'West', (12, 13))
Element 11: (3, (12, 13), ['%', '', '%', ''], [(5, 1), (4, 6), (10, 11)], [True, False, True, False], 78, False, [False, False, False, False], 3369, 'East', (13, 13))
Element 12: (3, (13, 13), ['', '', '%', ''], [(4, 1), (5, 6), (11, 11)], [False, False, True, False], 76, False, [False, False, False, False], 3398, 'East', (14, 13))
Element 13: (3, (14, 13), ['', '', '%', ''], [(3, 1), (6, 6), (12, 11)], [False, False, True, False], 74, False, [False, False, False, False], 3427, 'East', (15, 13))
Element 14: (3, (15, 13), ['', '', '%', ''], [(2, 1), (7, 6), (13, 11)], [False, False, True, False], 72, False, [False, False, False, False], 3456, 'East', (16, 13))
Element 15: (3, (16, 13), ['', '', '%', '%'], [(1, 1), (8, 6), (13, 10)], [False, False, True, True], 70, False, [False, False, False, False], 3485, 'South', (16, 12))
Element 16: (3, (16, 12), ['', '.', '', '%'], [(1, 2), (9, 6), (14, 10)], [False, False, False, True], 68, False, [False, True, False, False], 3504, 'South', (16, 11))
Element 17: (3, (16, 11), ['%', '%', '', '.'], [(2, 2), (10, 6), (15, 10)], [True, True, False, False], 66, False, [False, False, False, True], 3533, 'East', (17, 11))
Element 18: (3, (17, 11), ['', '.', '%', '.'], [(2, 3), (11, 6), (15, 9)], [False, False, True, False], 64, False, [False, True, False, True], 3572, 'East', (18, 11))
Element 19: (3, (18, 11), ['', '%', '%', '%'], [(2, 4), (12, 6), (16, 9)], [False, True, True, True], 62, False, [False, False, False, False], 3611, 'West', (17, 11))
Element 20: (3, (17, 11), ['', '.', '%', ''], [(2, 5), (13, 6), (17, 9)], [False, False, True, False], 60, False, [False, True, False, False], 3640, 'South', (17, 10))
Element 21: (3, (17, 10), ['%', '', '', '%'], [(2, 6), (14, 6), (18, 9)], [True, False, False, True], 58, False, [False, False, False, False], 3679, 'South', (17, 9))
Element 22: (3, (17, 9), ['', '%', '', 'G'], [(2, 7), (15, 6), (18, 9)], [False, True, False, False], 56, False, [False, False, False, False], 3698, 'West', (16, 9))
Element 23: (3, (16, 9), ['', '%', '%', 'G'], [(3, 7), (16, 6), (17, 9)], [False, True, True, False], 54, False, [False, False, False, False], 3717, 'West', (15, 9))
Element 24: (3, (15, 9), ['.', '%', '', 'G'], [(4, 7), (17, 6), (16, 9)], [False, True, False, False], 52, False, [True, False, False, False], 3736, 'West', (14, 9))
Element 25: (3, (14, 9), ['.', '.', '', 'G'], [(4, 8), (17, 7), (15, 9)], [False, False, False, False], 50, False, [True, True, False, False], 3765, 'South', (14, 8))
Element 26: (3, (14, 8), ['.', '.', '', '%'], [(5, 8), (18, 7), (15, 9)], [False, False, False, True], 48, False, [True, True, False, False], 3794, 'South', (14, 7))
Element 27: (3, (14, 7), ['.', '', '', '.'], [(6, 8), (17, 7), (15, 10)], [False, False, False, False], 46, False, [True, False, False, True], 4803, 'East', (15, 7))
Element 28: (3, (15, 7), ['', '', '%', 'G'], [(7, 8), (16, 7), (14, 10)], [False, False, True, False], 44, False, [False, False, False, False], 4832, 'South', (15, 6))
Element 29: (3, (15, 6), ['', '%', 'G', ''], [(8, 8), (15, 7), (14, 9)], [False, True, False, False], 42, False, [False, False, False, False], 4841, 'East', (16, 6))
Element 30: (3, (16, 6), ['', '%', '', ''], [(9, 8), (14, 7), (13, 9)], [False, True, False, False], 40, False, [False, False, False, False], 4860, 'East', (17, 6))
Element 31: #1#
